Restaurant ID,Account Name,Account: Business Phone,Mobile - Primary,Billing Street,Billing Zip/Postal Code,Billing State/Province (text only)
R86596,CHINA 1 R86596,(727) 563-0888,(646) 309-9638,7815 9th Street N. St,33702,FL
R86595,KING WOK R86595,(917) 403-1335,(410) 435-3900,5105 York Rd,21212,MD
R86688,SAKURAS SUSHI CHATHAM LLC R86688,(217) 697-5410,(601) 818-7123,1033 Jason Place,62629,IL
R86623,Juicy Crawfish Union City R86623,(770) 681-0846,(678) 862-8828,4733 Jonesboro Road STE80,30291,GA
R86653,Noble Japanese Steak House R86653,(860) 628-7888,(860) 830-8358,235 Queen St Ste 5,6489,CT
R86602,NIKKI ASIAN BSTRO R86602,704715420,(917) 378-1488,1776 West Main Street,28097,NC
R86598,Sushi & Noodles R86598,(718) 366-2825,(917) 930-8207,274 Troutman Street,11237,NY
R86599,Ming Moon R86599,(919) 963-6530,(602) 373-5168,5841 U.S.,27524,NC
R86697,New China R86697,(217) 523-3333,(217) 331-2999,2801 S 6th St,62703,IL
R86601,China one R86601,(904) 845-7907,(904) 845-7907,55 1876 U.S. HWY 1 Ste. 115,32046,FL
R86606,Joy Chalet Cuisine R86606,(215) 343-3889,(646) 288-8008,638 Easton Rd #2017,18976,PA
R86655,Yamato Sushi Train & Grill R86655,(402) 934-8898,(402) 813-3666,7429 Pacific St,68114,NE
R86607,Kevin's Seafood R86607,(337) 889-3885,(337) 366-4644,2018 W University,70506,LA
R86685,Golden China (Canton) R86685,(770) 720-8889,(404) 645-4902,4043 MARIETTA HWY,30114,GA
R87096,Hong Kong City R87096,(770) 446-7887,(678) 687-6968,6010 SINGLETON RD,30093,GA
R86609,NEW CHINA R86609,(803) 951-1868,(917) 825-1889,205 COLUMBIA AVE # P,29072,SC
R86608,Great Dragon R86608,(563) 583-1507,(563) 663-7088,1433 Central Avenue,52001,IA
R86612,Yen Ching R86612,(630) 416-1991,(312) 678-6076,511 W 87th Street,60565,IL
R86617,House of Chan R86617,(803) 278-3588,(803) 645-5355,205 1/2 EDGEFIELD RD,29841,SC
R86695,Lili Wok R86695,(401) 331-8188,(401) 405-6514,600 Douglas Avenue,2908,RI
R86615,Wai Wai House R86615,(401) 941-3360,(401) 660-0306,1850 Broad Street,2905,RI
R86632,CHINA GOURMET R86632,(517) 669-2008,(347) 740-0711,12900 S OLD U.S. 27 #5,48820,MI
R86616,Basil Thai R86616,(512) 599-5372,(858) 231-0935,"2501 W Parmer Ln, Ste 550",78727,TX
R86625,The Juicy Crawfish Riverdale R86625,(470) 668-5998,(678) 862-8828,7038 Georgia 85,30274,GA
R86683,Kobe Steakhouse R86683,(770) 559-5266,(678) 862-8828,"2080 Henderson Mill Rd NE, Ste C",30345,GA
R87072,Aji sushi R87072,(410) 363-7720,(646) 250-2696,10347 Reisterstown Rd,21117,MD
R86639,ROYAL GARDEN RESTAURANT R86639,(781) 585-5506,(781) 526-5160,3 TREMONT ST,2364,MA
R86621,Sakura R86621,(336) 627-8889,(917) 340-3553,"640 S Van Buren Rd, Unit L",27288,NC
R86619,Kiku Asian Express （390S） R86619,(205) 358-8993,(347) 200-8292,390 South Colonial Drive,35007,AL
R86628,HAPPY WOK RESTAURANT R86628,(225) 749-4197,(225) 288-0295,6631 LA-1 #3,70710,LA
R86626,Imperial China Restaurant R86626,(770) 984-2233,(678) 622-6628,981 SOUTH MARIETTA PKWY SE,30060,GA
R86889,Hookreel R86889,(210) 888-1598,(347) 668-6089,4987 Northwest Loop 410,78229,TX
R86991,China One R86991,(732) 683-2088,(347) 369-8469,2229 US Highway 9,7731,NJ
R86631,Hop Hing R86631,(440) 582-4666,(917) 526-8991,5630 Wallings Road,44133,OH
R86662,Matuya Express R86662,(910) 339-2199,(828) 258-2828,2724b NC-87,28303,NC
R86833,Shogun Hibachi & Sushi Restaurant R86833,(682) 320-8119,(731) 589-3127,8010 Matlock Rd. Suite #100,76001,TX
R86671,88 CHINA R86671,(610) 398-8088,(646) 409-6835,1091 Mill Creek Road Suite #103,18106,PA
R86636,Great Wall Chinese Restaurant R86636,(610) 435-8837,(610) 554-3889,1124 UNION BLVD,18109,PA
R86651,Wok N Roll R86651,(317) 890-9200,(646) 266-3193,9926 PENDLETON PIKE,46236,IN
R86886,Kirin Sushi R86886,(615) 678-7374,(615) 866-7385,795 Bell Rd #1#2,37013,TN
R86652,Taste of China R86652,(914) 332-1625,(917) 365-0756,17 Main Street,10591,NY
R86728,PEACOCK CHINESE RESTAURANT R86728,(413) 783-9996,(413) 519-5764,338 COOLEY ST,1128,MA
R86657,Shokudo Ramen and Sushi R86657,(908) 269-8390,(646) 202-0495,1885 New Jersey 57,7840,NJ
R86658,Sushi X R86658,(203) 933-2888,(646) 577-8600,220 Captain Thomas Blvd,6516,CT
R86767,China Recipe R86767,(719) 495-8891,(719) 321-6857,7645 MCLAUGHLIN RD,80831,CO
R86659,Kings Wok R86659,(813) 782-9299,(347) 894-1058,36516 FL-54,33541,FL
R86668,Happy Asian Cuisine R86668,(505) 582-2873,(702) 957-9249,3223 Isleta Blvd SW,87105,NM
R86661,HUNAN EXPRESS R86661,(801) 965-9008,(801) 638-7985,1771 4700 S,84129,UT
R86675,China Taste R86675,(561) 790-2727,(917) 330-7451,8989 OKEECHOBEE BLVD,33411,FL
R86701,Juicy King Crab Express R86701,(718) 975-3353,(917) 826-6682,925 E 107th St,11236,NY
R86721,Ichimora R86721,(754) 200-4968,(929) 410-9664,"124 SE 1st St, Unit 116",33301,FL
R86667,HUNAN WOK R86667,(954) 920-6668,(954) 294-6768,382 E DANIA BEACH BLVD,33004,FL
R86672,Dragon City R86672,(513) 688-0081,(513) 328-1654,454 Ohio Pike,45255,OH
R86722,Golden Chopsticks R86722,(505) 275-0888,(505) 702-6181,12251 Academy Road Northeast,87111,NM
R86763,Dragon 89 R86763,(212) 222-6511,(917) 361-0786,610 Amsterdam Ave,10024,NY
R86696,China Express R86696,(404) 286-2888,(917) 266-8888,1988 Candler Rd Decatur,30032,GA
R86679,SUNFLOWER CHINESE KITCHEN R86679,(407) 858-0368,(407) 456-1039,5152 S CONWAY RD,32812,FL
R86825,Oishi Sushi R86825,(312) 662-8878,(312) 662-8878,163 N MILWAUKEE AVE,60048,IL
R86673,JUMBO CHINA R86673,(919) 861-8858,(984) 242-7838,13200 FALLS OF NEUSE RD,27614,NC
R86736,Canton Tea Garden R86736,(847) 823-2818,(612) 810-7338,805 Devon Ave,60068,IL
R86678,Lee house R86678,(813) 661-6888,(248) 525-4141,909 West Brandon Blvd.,33511,FL
R86715,Tokyo Express R86715,(201) 773-0384,(646) 472-6788,429 Market St,7407,NJ
R86807,Golden Dragon R86807,(262) 642-5518,(262) 488-2634,2763 Main St,53120,WI
R86888,Musashi cafe R86888,(971) 825-8437,(503) 415-1167,15640 Southeast Happy Valley Town Center Drive,97086,OR
R86711,Sunny Kitchen R86711,(973) 386-9888,(973) 964-9319,434 RIDGEDALE AVE #6,7936,NJ
R86687,Eastern China R86687,-,(646) 244-3690,9585 CHAPEL HILL RD,27560,NC
R86682,HAPPY WOK R86682,(734) 665-6888,(567) 230-3993,1916 W STADIUM BLVD,48103,MI
R86692,LIAN HSING CHINESE R86692,(215) 462-4150,(215) 391-3439,1344 S CHADWICK ST,19146,PA
R86876,Empire Express R86876,(970) 493-2663,(970) 616-1079,"3300 W County Rd, Ste 54G",80535,CO
R87067,Toyami Steak House R87067,(731) 507-0898,(731) 803-8733,1700 West Reelfoot Avenue,38261,TN
R86926,Kumo 27 R86926,(908) 340-5241,(917) 669-1905,3376 NJ-27,8824,NJ
R86753,King's Seafood R86753,(337) 376-8859,(337) 322-9590,1619 South Hopkins Street,70560,LA
R86702,Great Wall R86702,(215) 331-8883,(646) 775-1666,6705 TORRESDALE AVE,19135,PA
R86698,Lucky Yee R86698,(614) 775-1200,(202) 679-8866,5537 NEW ALBANY RD E,43054,OH
R86705,Hunan King R86705,"61,486,208,836,148,600,000",(714) 812-9988,3628 Gender Rd,43110,OH
R86729,Jin Jin R86729,(864) 582-1818,(917) 213-6330,2199 SOUTHPORT RD,29306,SC
R86706,China wok R86706,(215) 766-2381,(626) 927-7160,5843 Easton Road,18947,PA
R86708,Oriental Palace Dragon R86708,(212) 534-6087,(917) 361-0786,1728 MADISON AVE,10029,NY
R86782,FORTUNE CHINA R86782,(973) 472-8886,(347) 697-9773,65 Passaic St,7026,NJ
R86766,China Dragon R86766,(309) 266-0768,(646) 932-3651,1047 W Jackson St,61550,IL
R86719,China 8 R86719,(607) 729-8888,(917) 916-2081,200 Main Street,13905,NY
R86716,Seafood Legend R86716,(443) 893-3387,(646) 578-1905,2329 Rolling Road,21244,MD
R86921,HAPPY CRAB R86921,(813) 252-8855,(917) 562-9071,2115 East Hillsborough Avenue,33610,FL
R86718,HONG KONG RESTAURANT R86718,(803) 266-4199,(646) 204-8201,12945 MAIN ST,29853,SC
R86738,Oishi R86738,(316) 358-0263,(917) 528-8077,1845 South Rock Road,67207,KS
R86922,Juicy Crab R86922,(718) 210-1835,(347) 506-7891,176-59 UNION TURNPIKE,11366,NY
R86735,Chan's R86735,(610) 914-4961,(347) 410-1512,201 S 4th St,19602,PA
R86727,LO'S CHINESE RESTAURANT R86727,(215) 288-3811,(267) 230-6015,1613 PRATT ST,19124,PA
R86786,Ohana Hawaiian BBQ & Poke R86786,(682) 325-4555,(917) 960-4636,5600 Colleyville Boulevard,76034,TX
R86751,Golden Dragon Express R86751,(210) 979-9957,(415) 994-5878,2249 Lockhill Selma Road,78230,TX
R86732,Hunan King R86732,(330) 733-6858,(330) 940-9901,1500 Canton Rd,44312,OH
R86837,Wings N More R86837,(417) 623-9100,(417) 825-8030,1318 E 7th St,64801,MO
R86791,Cisu Vegan House R86791,(443) 679-4981,(443) 527-6636,2649 Annapolis Road,21076,MD
R87062,CHINA KITCHEN R87062,(973) 633-8888,(347) 337-0727,1204 Preakness Avenue,7470,NJ
R86752,Thang's Cajun R86752,(713) 681-7779,(832) 756-4898,6410 Antoine Dr,77091,TX
R87059,X Sushi Express R87059,(646) 675-4692,(914) 482-2233,1925 Commerce Street,NY 10598,NY
R86756,I Wok R86756,(217) 351-9888,(917) 257-9921,113 Calvin St,61874,IL
R86759,New China R86759,(912) 988-1219,(347) 862-8377,105 US-80 SE,31322,GA
R86757,HAPPY CHINA R86757,(706) 869-0810,(864) 941-6196,4115 COLUMBIA RD,30907,GA
R86765,MENG'S PAN ASIAN R86765,-,(646) 248-0331,41 Main Street,1247,MA
R86761,CHINA CHEF RESTAURANT R86761,(931) 648-3833,(917) 443-8872,1604 Madison Street,37043,TN
R86779,HAPPY GARDEN R86779,(570) 825-8261,(646) 662-0722,360 Kidder Street,18702,PA
R86762,Dragon City R86762,(316) 941-9966,(917) 528-8077,3008 W Central Ave,67203,KS
R87128,Atami R87128,(678) 653-8116,(678) 576-9952,3895 Cherokee St NW Ste 300,30144,GA
R86772,LIGHT STAR R86772,(860) 243-2871,(225) 480-6733,705 PARK AVE,6002,CT
R86771,Yip's Garden R86771,(518) 874-1002,(718) 207-7742,886 5th Avenue,12182,NY
R86768,China East R86768,(803) 802-7737,(917) 251-5026,1350 SC-160,29715,SC
R86777,China Inn R86777,(917) 399-7353,(917) 828-5507,5109 W Washington St,46241,NY
R86773,Yummy Sushi R86773,(904) 432-8985,(646) 239-3441,474323 East State Road 200,32034,FL
R86775,No. 1 China R86775,(803) 652-8889,(347) 399-6668,617 Main St N,29809,SC
R86776,China King R86776,(989) 845-4888,(517) 414-4551,1146 W Broad St.,48616,MI
R86787,New Garden R86787,(610) 774-9828,(646) 267-3727,1727 Liberty St Ste 4,18104,PA
R86793,Mizu Hibachi & Sushi R86793,(917) 675-6338,(917) 681-9652,940 Amsterdam Avenue,10025,NY
R86797,Dragon Buffet R86797,(330) 725-6155,(330) 242-5966,1201 N Court St,44256,OH
R86805,Panda Chef R86805,(972) 442-3545,(682) 704-1980,7340 Hwy 78 Suite 200,TX 75048,TX
R86783,TASTE OF CHINA R86783,(813) 805-7272,(646) 339-5540,5827 S DALE MABRY HWY,33611,FL
R86852,GREAT WALL R86852,(864) 223-6442,(917) 916-2081,234 BY-PASS 72 NW,29649,SC
R86785,HIBACHI EXPRSEE R86785,(509) 567-5727,(646) 344-0848,1553 Brayton Point Road,2725,MA
R86788,TASTE OF ASIA R86788,(281) 256-8394,(832) 330-1775,26084 HIGHWAY 290 STE 190,77429,TX
R86789,WOK N ROLL R86789,(904) 278-4800,(912) 509-2899,1670 WELLS RD #108,32073,FL
R86802,Izumi Hibachi Express R86802,(651) 306-0150,(952) 388-8761,3035 80TH ST E,MN 55076,MN
R86799,Jackie Chan's R86799,(215) 222-1434,(267) 876-6777,4226 Lancaster Ave,PA 19104,PA
R86792,China Star R86792,(678) 342-2388,(917) 216-2280,13015 BROWN BRIDGE RD #320,30016,GA
R86819,perfect chinese R86819,"51,789,722,025,178,900,000",(517) 505-6808,1122 W Holmes Rd,48910,MI
R86798,CHINA WAH ON R86798,-,(347) 784-6787,6288 COMMERCIAL WAY,34613,FL
R86958,Great Wall Restaurant R86958,(316) 721-9888,(646) 385-9882,13303 W Maple St #105,67235,KS
R86938,Peking Chinese R86938,(662) 574-4439,(662) 549-8011,1614 Hwy 45 N,39705,MS
R86801,NO.1 SZECHUAN CHINESE RESTAURANT 歡盛 R86801,(717) 235-2828,(717) 309-2460,14625 Mount Airy Road,17361,PA
R86882,Food Lee R86882,(563) 355-5573,(646) 249-6479,2329 Cumberland Square Dr,52722,IA
R86817,Beijing Chinese Restaurant R86817,(765) 359-1885,(765) 307-1881,1408 A Darlington Ave.,47933,IN
R87001,ORIENTAL EXPRESS R87001,(813) 224-9888,(917) 215-3030,510 E JACKSON ST,33602,FL
R86931,CHINA TASTE R86931,(352) 369-1688,(813) 789-7992,2775 NW 49TH AVE #203,34482,FL
R86809,GOLDEN CHINA R86809,(812) 335-9688,(812) 391-5244,2478 S WALNUT ST,47401,IN
R86861,TIN TIN R86861,(570) 823-2882,(413) 204-8137,487 Johnson Street & Route 309,18702,PA
R86839,Happy Chef R86839,(708) 488-8181,(312) 752-8638,1215 Harlem Avenue,60130,IL
R86811,CHINA STAR R86811,(407) 253-0388,(718) 200-2127,5728 N Orange Blossom Trail,32810,FL
R86823,GOLDEN CHINA R86823,(317) 390-0688,(646) 407-8156,1221 S GIRLS SCHOOL RD,46231,IN
R86816,CHINA III R86816,(908) 437-1388,(215) 316-3803,1386 U.S. 22,8833,NJ
R86856,Dragon II R86856,(630) 231-9888,(312) 877-8789,125 W Roosevelt Rd,60185,IL
R87116,HAPPY WOK R87116,(904) 620-0788,(904) 610-1722,8595 BEACH BLVD #348,32216,FL
R86821,Yummy Tokyo R86821,(941) 729-9777,(646) 812-5388,9552 Buffalo Rd,34221,FL
R86812,NEW CENTURY BUFFET R86812,(270) 629-6888,(615) 829-3363,924 HAPPY VALLEY RD,42141,KY
R86822,XING WANG KITCHEN R86822,(631) 667-1888,(646) 419-3645,36 BAY SHORE RD,11706,NY
R86818,Miyako Sushi R86818,(540) 960-2207,(689) 200-9856,1134 S Highland Ave,24426,VA
R87092,Test Jo R87092,(555) 555-5555,(202) 701-9503,Test test test,91942,CA
R86815,Wacky Mongolian grill R86815,(281) 288-3232,(646) 462-9985,"21212 Kuykendahl Road, Suite A",77379,TX
R86829,China 1 (Newport) R86829,(865) 696-7701,(865) 719-8462,133 Western Plaza Dr,37821,TN
R86835,Fire King R86835,(803) 593-7771,(843) 957-4136,4395 JEFFERSON DAVIS HWY,29842,SC
R86827,Firey Crab（brea CA） R86827,(225) 202-2282,(714) 256-1666,250 South State College Boulevard,92821,CA
R86836,Hibachi House R86836,(336) 524-6368,(646) 510-7222,1609 South Church Street,27215,NC
R86898,New Panda R86898,(610) 544-8555,(646) 301-8179,618 South Avenue,19018,PA
R86832,HONG KONG GOURMET R86832,(410) 672-3970,(347) 651-7142,1215 Annapolis Rd,21113,MD
R86838,Blue Bay R86838,(816) 786-9735,(816) 286-7799,18607 E. Green Valley Ranch Blvd #106,80249,CO
R86895,Quick Grill Japan R86895,(347) 294-0722,(646) 286-5336,789 Flushing Avenue,11206,NY
R86851,King's Wok III R86851,(407) 834-7878,(407) 668-9959,192 S US HWY 17 92,32750,FL
R86858,Evergreen R86858,(352) 799-8998,(352) 397-8664,1238 S BROAD ST,34601,FL
R86857,MAIN MOON R86857,(262) 681-9888,(414) 429-7658,3900 ERIE ST # J,53402,WI
R86853,DRAGON CITY R86853,(815) 433-3388,(917) 517-1205,517 East Norris Drive,61350,IL
R87161,China Hut R87161,(561) 735-3838,(765) 329-0755,4956 LE CHALET BLVD #18,33436,FL
R87015,New Century Kitchen R87015,(917) 859-5184,(917) 859-5081,1079 Main Street,11741,NY
R86855,RED BOWL R86855,(501) 319-7755,(501) 533-0895,9700 North Rodney Parham Road,72227,AR
R86899,A1 Japan Hibachi & Sushi R86899,"23,425,293,202,342,500,000",(330) 224-4119,704 West Main Street,44641,OH
R86871,Cottage Chinese Restaurant R86871,(704) 503-9662,(646) 266-9716,7705 South Tryon Street,28217,NC
R86863,China Inn R86863,(929) 238-2338,(917) 932-6958,"156 S Plaza Trail, Suite 102",24352,VA
R86877,HALTOM CHINESE RESTAURANT R86877,(817) 281-5988,(682) 239-1150,4616 DENTON HWY,76117,TX
R86865,New Century R86865,(864) 703-3000,(917) 657-8288,400 South Alabama Ave,29323,SC
R86867,SHANGHAI GARDEN R86867,(315) 468-9898,(646) 731-0919,112 Kasson Road,13031,NY
R86878,CHINA ROSE R86878,(508) 975-4953,(857) 919-3918,15 East Plain Street,1778,MA
R86885,Krabs Hut R86885,(404) 343-0407,(678) 770-0566,1162 Moreland Ave SE Suite 600,30316,GA
R86869,NO.1Chinese Food R86869,(270) 554-8800,(917) 362-1590,2927 Lone Oak Road,42003,KY
R86873,Tokyo Mandarin R86873,(856) 881-7599,(215) 391-7553,370 Delsea Dr N,8028,NJ
R86875,NEIGHBOR'S KITCHEN R86875,(713) 996-8262,(646) 719-5520,4410 Westway Park Blvd,77041,TX
R86896,Chef Lin's R86896,(501) 679-0685,(501) 206-6789,148 S Broadview St,72058,AR
R86907,J Burger n Wings R86907,(616) 551-1891,(917) 709-5816,2023 Eastern Avenue Southeast,49507,MI
R86881,NEW GARDEN CHINESE RESTAURANT R86881,(215) 379-8199,(215) 206-5869,578 COTTMAN AVE,19012,PA
R87101,Happy World R87101,(212) 781-6648,(646) 243-8889,1309 St. Nicholas Avenue,10033,NY
R86883,Koi R86883,(270) 212-0558,(629) 888-7227,1999 US Hwy 60 East,42420,KY
R87055,Wing Station R87055,(352) 512-9299,(212) 920-0587,619 S Pine Ave,34471,FL
R86891,China House R86891,(708) 226-5669,(929) 513-0820,11933 West 143rd Street,60467,IL
R86908,Sushi Edo R86908,(503) 489-5170,(503) 415-1167,1383 Northeast 181st Avenue,97230,OR
R86969,Shanghai Express R86969,(336) 838-9996,(646) 350-9834,23f Sparta Road,28659,NC
R86893,Seafood & Wings R86893,(863) 438-2156,(646) 267-6127,472 U.S. Hwy 17-92 N,33844,FL
R87051,Hung Lung R87051,(937) 325-0438,(614) 390-3403,1059 North Bechtle Avenue,45504,OH
R86901,King's Seafood (Abbeville) R86901,(337) 283-0135,(337) 322-9590,3011 Veterans Memorial Dr,70510,LA
R86897,YAMATO STEAK HOUSE R86897,(937) 325-7338,(917) 833-5080,3467 East National Rd,45505,OH
R86903,ORIENTAL EXPRESS R86903,(973) 627-9188,(917) 650-1006,29 BROADWAY,7834,NJ
R86902,sing on pho R86902,(720) 600-0579,(720) 232-5741,1104 Francis Street,80501,CO
R86905,CHING'S CHINESE KITCHEN R86905,(210) 681-1593,(210) 367-4938,5764 EVERS RD,78238,TX
R86929,The China Palace R86929,(913) 306-2836,(785) 304-4682,910 South Main Street,66067,KS
R86972,BEST WOK R86972,(717) 901-5608,(646) 269-7278,3407 DERRY ST,17111,PA
R86995,Great Wall Chinese Restaurant R86995,(304) 291-3412,(304) 692-1933,162 High St,26505,WV
R86912,PHILLY STEAK & WINGS & HIBACHI POKE R86912,(863) 866-2903,(910) 358-3943,39859 US HWY 27,33837,FL
R86919,Taste of China R86919,(718) 533-0883,(646) 763-3135,80-26 Baxter Avenue,11373,NY
R86918,CHINA SUN R86918,(215) 639-3955,(267) 210-8339,1869 Street Road,19020,PA
R87138,KYOTO SUSHI & HIBACHI STEAK HOUSE R87138,(610) 663-5196,(646) 894-4086,2342 Easton Avenue,18017,PA
R86915,EAST CHINA KING R86915,(319) 233-8833,(779) 774-5401,112 S EVANS RD,50707,IA
R86933,CHERRY HOUSE II R86933,(704) 552-8888,(704) 340-2362,7631 SHARON LAKES RD,28210,NC
R86927,Chang's China R86927,(908) 829-5278,(908) 279-4622,256 U.S. 206,8844,NJ
R86973,HAPPY DRAGON R86973,(317) 826-1779,(317) 383-7777,11665 FOX RD,46236,IN
R86935,Silver Ocean Restaurant R86935,(510) 223-0688,(925) 325-6668,3340 San Pablo Dam Road,94803,CA
R87037,JT Restaurant R87037,(905) 765-0088,(647) 867-7711,68 Argyle Street North,N3W 1B9,ON
R86937,Golden Chinese Gourmet R86937,(973) 783-1583,(917) 833-2722,133 Grove Street,7042,NJ
R86952,Orient Garden R86952,(919) 380-1323,(919) 592-3678,1233 NW Maynard Rd,27513,NC
R86939,TOP'S CHINA RESTAURANT R86939,(757) 366-8993,(347) 654-6665,5660 INDIAN RIVER RD # 115,23464,VA
R86955,Great Wall R86955,(678) 489-2082,(678) 451-7778,3600A Hwy 138 SE,30281,GA
R86959,ASIA CAFE R86959,(919) 550-2688,(917) 283-0779,14 FLOWERS CROSSROADS WAY #B-104,27527,NC
R86953,Sakura R86953,(610) 351-8282,(917) 601-5643,1601 Liberty Street,18102,PA
R86956,Mai Pearl Chinese Restaurant R86956,(508) 698-2600,(617) 610-9988,121 Main St,2035,MA
R86963,BEST WOK R86963,(985) 792-5022,(646) 341-7141,70325 LA-1077,70433,LA
R86957,Great Dragon R86957,(612) 327-8031,(612) 227-8856,1916 Chicago Ave. South,55404,MN
R86965,Great Wall R86965,(217) 483-8885,(646) 284-2727,1045 Jason Pl,62629,IL
R86967,Xian Sushi And Noodle R86967,(512) 469-7878,(646) 512-8223,1801 E 51St C370,78723,TX
R86961,King Ocean Crab R86961,(517) 708-7879,(929) 680-9944,727 East Miller Road,48911,MI
R86966,Red Crab R86966,(410) 532-1888,(646) 425-8888,438 E Belvedere Ave,21212,MD
R86988,SUSHI AI R86988,(269) 888-2130,(847) 752-9999,2804 West Michigan Avenue,49006,MI
R86976,C & Y DRAGON R86976,(608) 655-1388,(608) 469-6782,514 Plaza Drive,53559,WI
R86978,WANG CHINESE RESTAURANT R86978,(585) 262-3888,(929) 410-1558,804 North Clinton Avenue,14605,NY
R86971,Little Koi (Saginaw ) R86971,(502) 257-2457,(989) 501-3501,4632 State Street,48603,MI
R86968,Panda Chinese R86968,(262) 456-1875,(262) 221-0982,8020 Durand Ave g,53177,WI
R87025,THE SAUCY CRAB R87025,(786) 328-4545,(270) 556-4566,17628 Halsted St,60430,IL
R86993,Rainbow Hibachi R86993,(412) 331-5502,(646) 756-9398,807 Broadway Ave,15136,PA
R86975,China King R86975,(920) 623-0113,(920) 344-8861,107 North Ludington Street,53925,WI
R86979,STEAMING SEAFOOD RESTAURANT R86979,(916) 248-6559,(916) 562-6750,1665 North Beale Road,95901,CA
R86985,Kibo Japanese Cuisine R86985,(516) 612-7888,(917) 770-1551,527 West Merrick Road,11580,NY
R86983,Hong Kong Buffet R86983,(229) 758-2736,(229) 400-6982,118 West Main Street,39837,GA
R86982,China King R86982,(941) 486-0088,(646) 306-7966,2450 Laurel Rd E,34275,FL
R87011,Mizu Ramen R87011,(334) 772-0088,(334) 707-4038,1463 Opelika Rd,36830,AL
R86992,New China R86992,(704) 829-1010,(646) 673-3986,6517 Wilkinson Blvd,28012,NC
R87016,GOLDEN CHINA RESTAURANT R87016,(662) 574-4439,(662) 549-8011,1313 CITY AVE N,38663,MS
R87036,Kumo Sushi - 陳經理 @9179522536 R87036,(706) 278-8886,(917) 952-2536,1277 N Glenwood Ave,30721,GA
R86987,China Sea Restaurant R86987,(301) 682-2519,(347) 272-8452,6944 Crestwood Boulevard,21703,MD
R86998,Gourmet House R86998,(308) 995-6980,(916) 804-6177,1503 Burlington Street,68949,NE
R86989,CHINA A GO GO（8431 R86989,(702) 456-4444,(702) 882-5985,8431 Farm Road,89131,NV
R86996,Grill & Wings R86996,(407) 201-7076,(863) 657-9278,377 Cypress Parkway,34759,FL
R87079,SINGAPORE CHINESE & INDOCHINA RESTAURANT R87079,(210) 899-9181,(210) 863-6866,7114 UTSA BOULEVARD,78249,TX
R87033,China King R87033,(910) 642-1188,(646) 709-5703,28Northfield Center,28472,NC
R87005,CHINA ONE R87005,(320) 557-0388,(917) 862-5559,710 CO RD 75 #108,56374,MN
R86999,Eat Rice R86999,(804) 232-8888,(929) 603-8870,6104 Jahnke Road,23225,VA
R87008,Kenny's Sub Shop R87008,(301) 963-2038,(917) 856-1288,288 N Frederick Ave,20877,MD
