Snowball Map,List Source,Restaurant Name,Mailing Address,City Name,State,TELEPHONENUMBER,Zip Code,Contact First Name,Contact Last Name,Employee Count Est.,Small Business Entrepreneur Indicator,Year Established,Ethnic Code Desc
68626,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE,19900 OLD SCENIC HWY,ZACHARY,LA,(225) 654-4534,70791-7368,CHERYL,FONTENOT,1,N,,Cajun Seafood
68627,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE,6725 SIEGEN LN STE G,BATON ROUGE,LA,(225) 218-6760,70809-4589,,,2,Y,,Cajun Seafood
68628,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE,9634 AIRLINE HWY STE F5,BATON ROUGE,LA,(225) 389-6951,70815-5553,PAUL,PERLSTONE,40,N,,Cajun Seafood
68629,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE,2565 ONEAL LN,BATON ROUGE,LA,(225) 400-9733,70816-3422,,,,,,Cajun Seafood
68630,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE - ACADIAN,3617 PERKINS RD # 1E,BATON ROUGE,LA,(225) 300-4526,70808-2946,,,,,,Cajun Seafood
68631,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE - BATON ROUGE,549 MAIN ST,BATON ROUGE,LA,(225) 387-3022,70801-1909,,,,,,Cajun Seafood
68632,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE - BATON ROUGE,13241 PERKINS RD STE B,BATON ROUGE,LA,(225) 769-1161,70810-2032,CHET,FONTENOT,5,N,,Cajun Seafood
68633,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE - GONZALES,1542 N AIRLINE HWY,GONZALES,LA,(225) 647-6050,70737-2433,MADISON,SCHARWARTH,85,Y,,Cajun Seafood
68634,Yelp Greendot (Q42022),THE JAZZ KITCHEN,5377 N COLLEGE AVE,INDIANAPOLIS,IN,(317) 253-4900,46220-3141,LAURA,AMBRIZ,7,Y,,Cajun Seafood
68635,Yelp Greendot (Q42022),THE JIN,856 10TH AVE,NEW YORK,NY,(212) 223-3488,10019-2900,,,,,,Japanese
68636,Yelp Greendot (Q42022),THE JUICY CRAB,5700 UNIVERSITY POINTE BLVD,CHARLOTTE,NC,(980) 219-7060,28262-5026,,,,,,Cajun Seafood
68637,Yelp Greendot (Q42022),THE JUICY CRAB,4001 S MEMORIAL DR,WINTERVILLE,NC,(252) 689-1618,28590-8656,,,,,,Cajun Seafood
68638,Yelp Greendot (Q42022),THE JUICY CRAB,1304 BOWER PKWY,COLUMBIA,SC,(803) 995-5402,29212-3722,,,,,,Cajun Seafood
68639,Yelp Greendot (Q42022),THE JUICY CRAB,1170 SCENIC HWY,LAWRENCEVILLE,GA,(470) 822-1223,30045-6357,,,,,,Cajun Seafood
68640,Yelp Greendot (Q42022),THE JUICY CRAB,2524 COBB PKWY SE,SMYRNA,GA,(678) 403-1677,30080-3060,,,7,Y,,Cajun Seafood
68641,Yelp Greendot (Q42022),THE JUICY CRAB,4349 LAWRENCEVILLE HWY STE 19,TUCKER,GA,(770) 674-5646,30084-3700,JEFFERY,BLOOMQUIST,7,Y,,Cajun Seafood
68642,Yelp Greendot (Q42022),THE JUICY CRAB,1345 E WEST CONNECTOR,AUSTELL,GA,(678) 741-7980,30106-1347,,,,,,Cajun Seafood
68643,Yelp Greendot (Q42022),THE JUICY CRAB,3171 HIGHWAY 5 STE B2,DOUGLASVILLE,GA,(678) 247-6189,30135-2303,,,7,Y,,Cajun Seafood
68644,Yelp Greendot (Q42022),THE JUICY CRAB,5096 JIMMY LEE SMITH PKWY,HIRAM,GA,(678) 503-8374,30141-2769,,,,,,Cajun Seafood
68645,Yelp Greendot (Q42022),THE JUICY CRAB,6608 TARA BLVD STE A,JONESBORO,GA,(678) 489-2685,30236-1265,JUSTIN,DOHRMAN,4,Y,,Cajun Seafood
68646,Yelp Greendot (Q42022),THE JUICY CRAB,1873 JONESBORO RD STE 3,MCDONOUGH,GA,(678) 782-7210,30253-5922,,,7,Y,,Cajun Seafood
68647,Yelp Greendot (Q42022),THE JUICY CRAB,3650 MARKETPLACE BLVD STE 920,EAST POINT,GA,(404) 963-6966,30344-5742,,,,,,Cajun Seafood
68648,Yelp Greendot (Q42022),THE JUICY CRAB,3125 WOODWARD CROSSING BLVD STE 2000,BUFORD,GA,(678) 804-9086,30519-4931,,,,,,Cajun Seafood
68649,Yelp Greendot (Q42022),THE JUICY CRAB,168 TOM HILL SR BLVD,MACON,GA,(478) 259-6880,31210-1814,,,,,,Cajun Seafood
68650,Yelp Greendot (Q42022),THE JUICY CRAB,2524 ARCHWOOD DR,ALBANY,GA,(229) 496-2375,31707-1636,,,,,,Cajun Seafood
68651,Yelp Greendot (Q42022),THE JUICY CRAB,13150 CITY STATION DR,JACKSONVILLE,FL,(904) 683-3676,32218-7225,,,,,,Cajun Seafood
68652,Yelp Greendot (Q42022),THE JUICY CRAB,1115 MARY SUSAN DR,JACKSONVILLE,FL,(904) 374-8687,32246-8567,JI,LE NI,8,Y,,Cajun Seafood
68653,Yelp Greendot (Q42022),THE JUICY CRAB,296 E MICHIGAN ST,ORLANDO,FL,(407) 704-2276,32806-4553,,,,,,Cajun Seafood
68654,Yelp Greendot (Q42022),THE JUICY CRAB,2258 S KIRKMAN RD,ORLANDO,FL,(407) 250-4571,32811-2308,,,,,,Cajun Seafood
68655,Yelp Greendot (Q42022),THE JUICY CRAB,7308 INTERNATIONAL DR,ORLANDO,FL,(407) 751-2381,32819-8232,,,7,Y,,Cajun Seafood
68656,Yelp Greendot (Q42022),THE JUICY CRAB,10281 PINES BLVD,PEMBROKE PINES,FL,(954) 589-5158,33026-6008,,,,,,Cajun Seafood
68657,Yelp Greendot (Q42022),THE JUICY CRAB,3964 W HILLSBORO BLVD,DEERFIELD BEACH,FL,(754) 600-5433,33442-9415,,,,,,Cajun Seafood
68658,Yelp Greendot (Q42022),THE JUICY CRAB,2740 JOHN HAWKINS PKWY,HOOVER,AL,(205) 238-5130,35244-4001,,,,,,Cajun Seafood
68659,Yelp Greendot (Q42022),THE JUICY CRAB,6814 EASTCHASE PKWY,MONTGOMERY,AL,(334) 416-8266,36117-6868,,,,,,Cajun Seafood
68660,Yelp Greendot (Q42022),THE JUICY CRAB,2020 GUNBARREL RD STE 150,CHATTANOOGA,TN,(423) 475-6301,37421-4672,,,,,,Cajun Seafood
68661,Yelp Greendot (Q42022),THE JUICY CRAB,7684 WINCHESTER RD,MEMPHIS,TN,(901) 800-1694,38125-2203,,,,,,Cajun Seafood
68662,Yelp Greendot (Q42022),THE JUICY CRAB,2828 WOLFCREEK PKWY,MEMPHIS,TN,(901) 672-7037,38133-8152,,,,,,Cajun Seafood
68663,Yelp Greendot (Q42022),THE JUICY CRAB,6163 US 98,HATTIESBURG,MS,(601) 402-9014,39402,,,,,,Cajun Seafood
68664,Yelp Greendot (Q42022),THE JUICY CRAB,17278 TOMBALL PKWY,HOUSTON,TX,(832) 869-4955,77064-1106,,,,,,Cajun Seafood
68665,Yelp Greendot (Q42022),THE JUICY CRAB,6501 HIGHWAY 6 N,HOUSTON,TX,(832) 427-6979,77084-1311,,,,,,Cajun Seafood
68666,Yelp Greendot (Q42022),THE JUICY CRAB - FOREST DR COLUMBIA,5590 FOREST DR,COLUMBIA,SC,(803) 220-3661,29206-5000,,,,,,Cajun Seafood
68667,Yelp Greendot (Q42022),THE JUICY CRAWFISH,3804 SALEM RD,COVINGTON,GA,(678) 660-3335,30016-4528,,,,,,Cajun Seafood
68668,Yelp Greendot (Q42022),THE JUICY SEAFOOD,7724 LUDINGTON LN,IRONDALE,AL,(205) 777-5289,35210-1918,,,,,,Cajun Seafood
68669,Yelp Greendot (Q42022),THE KETCH SEAFOOD GRILL,2012 REGENCY RD,LEXINGTON,KY,(859) 277-5919,40503-2309,LELIA,MORRIS,25,Y,,Cajun Seafood
68670,Yelp Greendot (Q42022),THE KICKIN CRAB,12130 CARSON ST STE E-F,HAWAIIAN GARDENS,CA,(562) 420-0111,90716-1172,,,,,,Cajun Seafood
68671,Yelp Greendot (Q42022),THE KICKIN CRAB,6777 WESTMINSTER BLVD STE A,WESTMINSTER,CA,(714) 799-7770,92683-8057,,,,,,Cajun Seafood
68672,Yelp Greendot (Q42022),THE KICKIN CRAB,3611 S BRISTOL ST STE C,SANTA ANA,CA,(714) 754-8888,92704-7311,,,,,,Cajun Seafood
68673,Yelp Greendot (Q42022),THE KICKIN CRAB,482 N MAIN ST STE 102,CORONA,CA,(951) 256-1495,92878-3452,,,,,,Cajun Seafood
68674,Yelp Greendot (Q42022),THE KICKIN' CRAB,3755 SANTA ROSALIA DR UNIT F,LOS ANGELES,CA,(323) 294-8888,90008-3603,,,7,Y,,Cajun Seafood
68675,Yelp Greendot (Q42022),THE KICKIN' CRAB,101 W PACIFIC COAST HWY,LONG BEACH,CA,(562) 528-8335,90806-5403,,,,,,Cajun Seafood
68676,Yelp Greendot (Q42022),THE KICKIN' CRAB,13925 CITY CENTER DR STE 2005,CHINO HILLS,CA,(909) 627-8188,91709-5438,,,8,Y,,Cajun Seafood
68677,Yelp Greendot (Q42022),THE KICKIN' CRAB,2555 CANYON SPRINGS PKWY,RIVERSIDE,CA,(951) 653-0880,92507-0953,,,8,Y,,Cajun Seafood
68678,Yelp Greendot (Q42022),THE KICKIN' CRAB,2740 ALTON PKWY DIAMOND JAMBOREE CENTER,IRVINE,CA,(949) 851-8889,92606-8283,TIFFANI,TRAN,8,Y,,Cajun Seafood
68679,Yelp Greendot (Q42022),THE KICKIN' CRAB,15496 MAGNOLIA ST STE 101,WESTMINSTER,CA,(714) 892-9888,92683-6407,DARIEL,IBARRA,10,Y,,Cajun Seafood
68680,Yelp Greendot (Q42022),THE KICKIN' CRAB,1735 E CAPITOL EXPY,SAN JOSE,CA,(408) 809-8888,95121-1561,,,8,Y,,Cajun Seafood
68681,Yelp Greendot (Q42022),THE KICKIN' CRAB,1051 BLOSSOM HILL RD,SAN JOSE,CA,(408) 622-3997,95123-1107,,,,,,Cajun Seafood
68682,Yelp Greendot (Q42022),THE KICKIN' CRAB,2675 CROPLEY AVE,SAN JOSE,CA,(408) 945-0888,95132-3707,,,,,,Cajun Seafood
68683,Yelp Greendot (Q42022),THE KICKIN' CRAB - LYNWOOD,3170 E IMPERIAL HWY STE B-102,LYNWOOD,CA,(310) 632-1983,90262-3200,,,7,Y,,Cajun Seafood
68684,Yelp Greendot (Q42022),THE KICKIN' CRAB EXPRESS,133 LOS CERRITOS MALL,CERRITOS,CA,(562) 865-3698,90703-5420,,,7,Y,,Cajun Seafood
68685,Yelp Greendot (Q42022),THE KING CRAB SHACK,4449 OKEECHOBEE BLVD,WEST PALM BEACH,FL,(561) 687-2122,33409-3125,,,,,,Cajun Seafood
68686,Yelp Greendot (Q42022),THE KING CRAB SHACK,1330 E BRADY ST,MILWAUKEE,WI,(414) 210-4287,53202-1613,SONG,TRAN,3,Y,,Cajun Seafood
68687,Yelp Greendot (Q42022),THE KING CRAWFISH SHACK,3137 GULFWAY DR,PORT ARTHUR,TX,(409) 985-2393,77642-5057,JAVIER,BARAJAN,9,Y,,Cajun Seafood
68688,Yelp Greendot (Q42022),THE KITCHEN,156 4TH AVE N,SAFETY HARBOR,FL,(727) 669-6762,34695-3629,,,,,,Japanese
68689,Yelp Greendot (Q42022),THE KITCHEN,4801 GENERAL MEYER AVE,NEW ORLEANS,LA,(504) 394-3780,70131-4320,CRUC,RALEN,8,Y,,Cajun Seafood
68690,Yelp Greendot (Q42022),THE KITCHEN @ CITYSEN LOUNGE,61 E 7TH ST CITYFLATSHOTEL,HOLLAND,MI,(616) 796-2100,49423-2913,KATHERINE,WILLIAMS,7,Y,,Japanese
68691,Yelp Greendot (Q42022),THE KOI WAY,975 HWY 121 STE 100,ALLEN,TX,(303) 501-7885,75013,NOOR,MIKASARI,5,Y,,Chinese
68692,Yelp Greendot (Q42022),THE KRAB HUT FORT MYERS,5100 S CLEVELAND AVE STE 401,FORT MYERS,FL,(239) 270-5769,33907-2191,,,,,,Cajun Seafood
68693,Yelp Greendot (Q42022),THE LAVA LOUNGE,26505 FORD RD,DEARBORN HEIGHTS,MI,(313) 914-4940,48127-2887,ANGELA,JAAFAR,15,Y,,Japanese
68694,Yelp Greendot (Q42022),THE LEAKY BUCKET,713 TAYLOR ST,NEW ULM,TX,(979) 992-3200,78950-2022,,,,,,Cajun Seafood
68695,Yelp Greendot (Q42022),THE LITTLE DOT,646 HIGH ST,WORTHINGTON,OH,(614) 806-5211,43085-4106,,,,,,Chinese
68696,Yelp Greendot (Q42022),THE LOBSTER POT,81 CANADA ST,LAKE GEORGE,NY,(518) 668-2429,12845-1526,SCOTT,WOOD,36,Y,,Japanese
68697,Yelp Greendot (Q42022),THE LOFT RAW BAR AND SEAFOOD LOUNGE,53 MAIN ST,BAR HARBOR,ME,(207) 801-8638,04609-1865,,,,,,Cajun Seafood
68698,Yelp Greendot (Q42022),THE LOST CAJUN,108 HUFFMAN MILL RD,BURLINGTON,NC,(336) 270-3080,27215-5113,,,,,,Cajun Seafood
68699,Yelp Greendot (Q42022),THE LOST CAJUN,9709 SAM FURR RD STE A,HUNTERSVILLE,NC,(980) 689-2924,28078-4916,,,,,,Cajun Seafood
68700,Yelp Greendot (Q42022),THE LOST CAJUN,2106 W LUCAS ST UNIT 30 & 40,FLORENCE,SC,(843) 407-1077,29501-1253,,,,,,Cajun Seafood
68701,Yelp Greendot (Q42022),THE LOST CAJUN,116 N MAIN ST,GREENVILLE,SC,(864) 203-2827,29601-2721,,,4,Y,,Cajun Seafood
68702,Yelp Greendot (Q42022),THE LOST CAJUN,3612 PELHAM RD STE A,GREENVILLE,SC,(864) 605-7117,29615-7413,BELINDA,GRIFFIN,8,Y,,Cajun Seafood
68703,Yelp Greendot (Q42022),THE LOST CAJUN,170 COBBLER CIR,HENDERSONVILLE,TN,(615) 447-3697,37075-3963,ROBERT,ESTRADA,7,Y,,Cajun Seafood
68704,Yelp Greendot (Q42022),THE LOST CAJUN,176 TOWN CENTER PKWY,SLIDELL,LA,(985) 265-4611,70458-8087,BELINDA,GRIFFIN,7,N,,Cajun Seafood
68705,Yelp Greendot (Q42022),THE LOST CAJUN,7042 FM 1960 RD E,HUMBLE,TX,(281) 570-4759,77346-2704,BELINDA,GRIFFIN,8,Y,,Cajun Seafood
68706,Yelp Greendot (Q42022),THE LOST CAJUN,3010 GULF FWY S STE I,LEAGUE CITY,TX,(832) 820-8781,77573,,,,,,Cajun Seafood
68707,Yelp Greendot (Q42022),THE LOST CAJUN,2401 I-40 WEST FRONTAGE RD,AMARILLO,TX,(806) 576-0019,79109,,,8,Y,,Cajun Seafood
68708,Yelp Greendot (Q42022),THE LOST CAJUN,6105 S MAIN ST UNIT F-104,AURORA,CO,(303) 627-5747,80016-5360,,,15,Y,,Cajun Seafood
68709,Yelp Greendot (Q42022),THE LOST CAJUN,3013 W 104TH AVE UNIT 100,WESTMINSTER,CO,(720) 772-7773,80031-2348,,,7,Y,,Cajun Seafood
68710,Yelp Greendot (Q42022),THE LOST CAJUN,5350 S SANTA FE DR UNIT F,LITTLETON,CO,(720) 535-8862,80120-8226,RAYMOND,GRIFFIN,8,Y,,Cajun Seafood
68711,Yelp Greendot (Q42022),THE LOST CAJUN,2201 W WILDCAT RESERVE PKWY UNIT C10,HIGHLANDS RANCH,CO,(303) 600-8769,80129-5491,,,,,,Cajun Seafood
68712,Yelp Greendot (Q42022),THE LOST CAJUN,331 S MELDRUM ST UNIT 2,FORT COLLINS,CO,(970) 232-9028,80521-2685,BELINDA,GRIFFIN,11,Y,,Cajun Seafood
68713,Yelp Greendot (Q42022),THE LOST CAJUN,438 PAGOSA ST STE C,PAGOSA SPRINGS,CO,(970) 264-0608,81147,,,,,,Cajun Seafood
68714,Yelp Greendot (Q42022),THE LOST CAJUN,121 JUSTICE CENTER RD STE A,CANON CITY,CO,(719) 345-4280,81212-9392,,,,,,Cajun Seafood
68715,Yelp Greendot (Q42022),THE LUCKY CRAB,333 W SAINT LOUIS AVE,LAS VEGAS,NV,(702) 819-9768,89102-4709,,,,,,Cajun Seafood
68716,Yelp Greendot (Q42022),THE MAIN INGREDIENT,113 MAIN AVE,PASSAIC,NJ,(973) 614-6246,07055-4426,DANIEL,STRIMBER,2,Y,,Japanese
68717,Yelp Greendot (Q42022),THE MANOR HOUSE,111 N POST OAK LN,HOUSTON,TX,(713) 685-6840,77024-7703,NIHAAL,TANDON,17,N,,Cajun Seafood
68718,Yelp Greendot (Q42022),THE MARIGNY BRASSERIE,640 FRENCHMEN ST,NEW ORLEANS,LA,(504) 945-4472,70116-2002,ROLAND,ADAMS,14,Y,,Cajun Seafood
68719,Yelp Greendot (Q42022),THE MARKETPLACE,590 MAIN ST,BURLINGTON,VT,(802) 656-3562,05405-1755,,,,,,Japanese
68720,Yelp Greendot (Q42022),THE MASON JAR COLDSPRING CAFE BAR & GRILL,35 HWY 1514,COLDSPRING,TX,(936) 653-2577,77331,JERRI,YOUNG,9,Y,,Cajun Seafood
68721,Yelp Greendot (Q42022),THE MATTERHORN,4969 MOUNTAIN RD,STOWE,VT,(802) 253-8198,05672-4805,JOHN,HURLEY,10,Y,,Japanese
68722,Yelp Greendot (Q42022),THE MERMAID CAFE,374 MAIN ST,CATSKILL,NY,(518) 217-8811,12414-1499,,,,,,Japanese
68723,Yelp Greendot (Q42022),THE MIGHTY CRAB,4101 PECANLAND MALL DR,MONROE,LA,(318) 807-8000,71203-7009,,,,,,Cajun Seafood
68724,Yelp Greendot (Q42022),THE MIGHTY CRAB,4030 GIBSON LN,TEXARKANA,TX,(903) 280-7553,75503-1114,,,,,,Cajun Seafood
68725,Yelp Greendot (Q42022),THE MILL STREET TAVERN,504 MILL ST,MOUNT PLEASANT,SC,(843) 892-1120,29464-4349,,,,,,Japanese
68726,Yelp Greendot (Q42022),THE MOJO GRILL & CATERING,4496 SE 100TH PL,BELLEVIEW,FL,(352) 307-6656,34420-3016,RONALD,FERNANDEZ,12,N,,Cajun Seafood
68727,Yelp Greendot (Q42022),THE MONGOLIAN BAR-B-Q,8069 GREENBACK LN,CITRUS HEIGHTS,CA,(916) 721-3399,95610-6909,EMEE,JONG,7,Y,,Chinese
68728,Yelp Greendot (Q42022),THE MONK'S,3145 SILVERLAKE VILLAGE DR STE 112,PEARLAND,TX,(281) 406-8785,77584-8039,,,,,,Chinese
68729,Yelp Greendot (Q42022),THE MONKS DESI CHINESS,776 ILLINOIS RTE 59 STE 171,NAPERVILLE,IL,(630) 635-7777,60540,VASU,VALLABHANENI,2,Y,,Chinese
68730,Yelp Greendot (Q42022),THE MOUZON HOUSE,1 YORK ST,SARATOGA SPRINGS,NY,(518) 226-0014,12866-2309,REBECCA,PEDINOTTI,4,Y,,Cajun Seafood
68731,Yelp Greendot (Q42022),THE NAMU,10317 ROYAL PALM BLVD,CORAL SPRINGS,FL,(754) 229-6772,33065-4817,DAS,FERNSTUDIUM,7,Y,,Japanese
68732,Yelp Greendot (Q42022),THE NET RESULT,79 BEACH RD,VINEYARD HAVEN,MA,(508) 693-6071,02568-2600,SHIRLEY,VANDERSCHUEREN,20,Y,,Japanese
68733,Yelp Greendot (Q42022),THE NIGHT MARKET,230B S SPRUCE AVE,SOUTH SAN FRANCISCO,CA,(650) 634-8388,94080-4550,,,,,,Chinese
68734,Yelp Greendot (Q42022),THE NINJA COOK,27568 SIERRA HWY,SANTA CLARITA,CA,(661) 309-4863,91351-3091,,,,,,Japanese
68735,Yelp Greendot (Q42022),THE NOODLE DEN,2535 LAS VEGAS BLVD S,LAS VEGAS,NV,(702) 761-7000,89109-1137,MARISSA,PARKER ZUNIGA,"2,500",N,,Chinese
68736,Yelp Greendot (Q42022),THE NOODLE LOVER CLUB,1700 PARK ST,ALAMEDA,CA,(510) 522-8200,94501-1571,,,7,Y,,Chinese
68737,Yelp Greendot (Q42022),THE NOSHERY,6035 N KNOXVILLE AVE STE 204A,PEORIA,IL,(309) 322-8282,61614-3554,,,,,,Japanese
68738,Yelp Greendot (Q42022),THE OAKS CORNER,4099 SAN PABLO AVE,EMERYVILLE,CA,(510) 652-2259,94608-3611,BRIAN,CABINA,90,Y,,Chinese
68739,Yelp Greendot (Q42022),THE OAR,221 JOBS HILL RD,BLOCK ISLAND,RI,(401) 466-8820,2807,,,,,,Japanese
68740,Yelp Greendot (Q42022),THE OKIPOK+Ź,8 CORNERSTONE SQ UNIT B,WESTFORD,MA,(978) 577-6372,01886-1468,,,5,Y,,Japanese
68741,Yelp Greendot (Q42022),THE OLD SPOT,523 JERSEY AVE,JERSEY CITY,NJ,(201) 706-3813,07302-3971,,,7,Y,,Chinese
68742,Yelp Greendot (Q42022),THE ONE CAFE,122 E 15TH ST,EDMOND,OK,(405) 340-0333,73013-4303,BENNY,FONG,10,Y,,Japanese
68743,Yelp Greendot (Q42022),THE ORIENT RESTAURANT,9545 BEL AIR RD,PERRY HALL,MD,(410) 256-8100,21128,DAVID,HUNG,9,Y,,Chinese
68744,Yelp Greendot (Q42022),THE ORIGINAL CHOW'S EXPRESS,1525 N HIGH ST,MILLVILLE,NJ,(856) 327-3427,8332,,,,,,Chinese
68745,Yelp Greendot (Q42022),THE ORIGINAL FRENCH MARKET RESTAURANT AND BAR,1001 DECATUR ST,NEW ORLEANS,LA,(504) 525-7879,70116-3309,RYAN,NEAL,33,Y,,Cajun Seafood
68746,Yelp Greendot (Q42022),THE ORIGINAL MOMIJI SUSHI RESTAURANT,4590 SILVERTON RD NE,SALEM,OR,(503) 363-8613,97305-2937,BRUCE,ZHEN,8,Y,,Japanese
68747,Yelp Greendot (Q42022),THE PALMS TOO,8001 SAINT BERNARD HWY STE B,ARABI,LA,(504) 277-6996,70032-1867,SCOTT,ESTEVE,3,Y,,Cajun Seafood
68748,Yelp Greendot (Q42022),THE PANHANDLER FOOD TRUCK,1957 HIGHWAY 87,NAVARRE,FL,(850) 860-6632,32566-1057,,,,,,Cajun Seafood
68749,Yelp Greendot (Q42022),THE PATTEN HOUSE RESTAURANT AND BAR,124 S 2ND ST,GENEVA,IL,(630) 492-5040,60134-2712,,,,,,Cajun Seafood
68750,Yelp Greendot (Q42022),THE PEACOCK ROUXM,711 N STEELE AVE,CUSHING,OK,(918) 306-4041,74023-2248,,,,,,Cajun Seafood
68751,Yelp Greendot (Q42022),THE PHO,609 CLAYTON LN STE 100,AUSTIN,TX,(512) 551-3379,78752-0601,,,,,,Chinese
68752,Yelp Greendot (Q42022),THE PIN SEAFOOD HOUSE,145 E HIGHLAND AVE,SAN BERNARDINO,CA,(909) 639-4180,92404-3659,,,,,,Cajun Seafood
68753,Yelp Greendot (Q42022),THE PLACIDA PEARL,2643 PLACIDA RD,ENGLEWOOD,FL,(941) 474-8730,34224-5534,DAVID,WEAN,6,Y,,Japanese
68754,Yelp Greendot (Q42022),THE PLANT LAB VEGAN,5420 HOLLYWOOD BLVD,LOS ANGELES,CA,(323) 380-5854,90027-3406,,,,,,Japanese
68755,Yelp Greendot (Q42022),THE POK+Ź COMPANY,11940 US 1,NORTH PALM BEACH,FL,(561) 408-3986,33408-2832,DONALD,SCOTT,2,Y,,Japanese
68756,Yelp Greendot (Q42022),THE POK+Ź SHACK,804 EASTWOOD DR STE 1,MAHOMET,IL,(217) 586-7425,61853-7039,BUNKUNZIE,LUN,7,Y,,Japanese
68757,Yelp Greendot (Q42022),THE POKE CO.,363 W BONITA AVE,CLAREMONT,CA,(909) 447-1212,91711-4730,,,7,Y,,Japanese
68758,Yelp Greendot (Q42022),THE PORCH LIGHT GRILL,37306 PERKINS RD,PRAIRIEVILLE,LA,(225) 744-6704,70769-3719,,,,,,Cajun Seafood
68759,Yelp Greendot (Q42022),THE PORCH ON LONG CREEK,2109 W GREAT NECK RD STE 102,VIRGINIA BEACH,VA,(757) 496-4350,23451-1546,STEPHEN,MICHAELS,36,Y,,Japanese
68760,Yelp Greendot (Q42022),THE PORKLET,12201 E MISSISSIPPI AVE # 123B,AURORA,CO,(303) 364-1287,80012-3467,,,,,,Japanese
68761,Yelp Greendot (Q42022),THE POTLUCK,5700 MENCHACA RD,AUSTIN,TX,(737) 781-2893,78745-3679,,,,,,Cajun Seafood
68762,Yelp Greendot (Q42022),THE POTS HOT POT,2652 JUDAH ST,SAN FRANCISCO,CA,(415) 682-7889,94122-1432,MIKE,LIN,9,Y,,Chinese
68763,Yelp Greendot (Q42022),THE POUR HOUSE BISTRO,42 NORTH ST,CROSSVILLE,TN,(931) 456-0066,38555-4442,DUSTIN,MULLINAX,12,Y,,Japanese
68764,Yelp Greendot (Q42022),THE POWDERED DOUGH,8004 NW 154TH ST PMB 647,MIAMI LAKES,FL,(305) 791-5539,33016-5814,,,,,,Cajun Seafood
68765,Yelp Greendot (Q42022),THE POYNT NEWBURYPORT,31 WATER ST,NEWBURYPORT,MA,(978) 358-8501,01950-2754,MICHAEL,SPENCER,11,Y,,Japanese
68766,Yelp Greendot (Q42022),THE PURPLE SHRIMP,313 N SAPODILLA AVE,WEST PALM BEACH,FL,(561) 386-2303,33401-4413,,,,,,Cajun Seafood
68767,Yelp Greendot (Q42022),THE QUARRY THORNTON,121 S WILLIAMS ST,THORNTON,IL,(708) 564-5154,60476-1247,,,,,,Cajun Seafood
68768,Yelp Greendot (Q42022),THE QUARTER CAFE,3302 MAIN ST,VERNON,FL,(850) 535-4530,32462-2307,LYNN,MCGEE,8,Y,,Cajun Seafood
68769,Yelp Greendot (Q42022),THE QUARTER GROUP,126 E MAIN ST,BELLEVILLE,IL,(618) 416-1000,62220-1607,,,,,,Cajun Seafood
68770,Yelp Greendot (Q42022),THE RED MAPLE,2471 BROOKWILLOW LOOP,GRAND JUNCTION,CO,(970) 644-5551,81505-4825,,,,,,Chinese
68771,Yelp Greendot (Q42022),THE RICE TABLE,5806 119TH AVE SE,BELLEVUE,WA,(425) 644-6415,98006-3749,EUIWONG,PARK,4,Y,,Japanese
68772,Yelp Greendot (Q42022),THE RIVER HOUSE,313 DEMONBREUN ST,NASHVILLE,TN,(615) 271-7868,37201-2215,,,,,,Japanese
68773,Yelp Greendot (Q42022),THE ROTI ROLL,600 LINDEN AVE,SOUTH SAN FRANCISCO,CA,(415) 875-0381,94080-2965,,,,,,Japanese
68774,Yelp Greendot (Q42022),THE ROUX,9515 HIGHWAY 19 N,COLLINSVILLE,MS,(601) 626-8267,39325-9747,,,,,,Cajun Seafood
68775,Yelp Greendot (Q42022),THE ROUX SOUTHERN KITCHEN,252 FM 3162,SANDIA,TX,(361) 547-8150,78383-5751,BRENDA,MENARD,8,Y,,Cajun Seafood
68776,Yelp Greendot (Q42022),THE RUDDY DUCK TAVERN,509 EVANS ST,MOREHEAD CITY,NC,(252) 726-7500,28557-4218,ROBIN,TOLBERT,10,Y,,Cajun Seafood
68777,Yelp Greendot (Q42022),THE SALT BLOCK,4434 LAFAYETTE ST,MARIANNA,FL,(850) 526-1156,32446-3405,MANNY,DAVILA,8,Y,,Cajun Seafood
68778,Yelp Greendot (Q42022),THE SARAH STREET GRILL,550 QUAKER ALY,STROUDSBURG,PA,(570) 424-9120,18360-2127,KELLY,YURKOVITCH,28,Y,,Japanese
68779,Yelp Greendot (Q42022),THE SAUCY CRAB,17628 HALSTED ST,HOMEWOOD,IL,(708) 960-0591,60430-2008,,,,,,Cajun Seafood
68780,Yelp Greendot (Q42022),THE SAUCY CRAB - BOURBONNAIS,1315 E ARMOUR RD,BOURBONNAIS,IL,(815) 614-3595,60914-4485,,,,,,Cajun Seafood
68781,Yelp Greendot (Q42022),THE SAUCY CRAWFISH,3142 53RD AVE E,BRADENTON,FL,(941) 251-6663,34203-4311,,,11,Y,,Cajun Seafood
