Snowball Map,Dupe (Y/N),Match Brizo 1,Match Brizo 2,Match Print 1,Name,CBE Contact Last Name,CBE Contact First Name,Price,Category,Phone Number,Street,City,State,Zip,CBE Location Employment Size Description,CBE Vendor Ethnicity Description
,TRUE,8390 Granville St,-,-,Wang's Taiwan Beef Noodle House,LEE,WILLIAM,$,Chinese,(604) 266-7966,8390 Granville St,Vancouver,BC,V6P 4Z7,1-4,English
100751,FALSE,-,-,-,Jasmine Flower Shanghai,,,$$,Chinese,(604) 264-7663,8532 Granville St,Vancouver,BC,V6P 4Z7,,
100752,FALSE,-,-,-,Spicy Pro Hot Pot,,,null,Chinese,(604) 336-9979,8542 Granville St,Vancouver,BC,V6P 4Z7,,
100753,FALSE,-,-,-,Mountaintop Beef House,,,null,Chinese,(604) 566-5805,8542 Granville St,Vancouver,BC,V6P 4Z7,,
100754,FALSE,-,-,-,Ming Tak Hong Kong Style Restaurant,,,$$,Chinese,(604) 263-1388,8363 Granville St,Vancouver,BC,V6P 4Z8,,
,TRUE,8646 Granville St,-,-,Ikura Japanese Restaurant,LIN,HUA,$$,Japanese,(604) 261-6382,8646 Granville St,Vancouver,BC,V6P 5A1,1-4,Chinese
100755,FALSE,-,-,-,Oriole Cafe,DAN,MICHAEL,null,Cajun Seafood,(604) 263-2691,1200 73rd Avenue W,Vancouver,BC,V6P 6G5,1-4,Czech
100756,FALSE,-,-,-,Hitoe Sushi Japanese Restaurant,,,$$,Japanese,(778) 371-4619,3347 4th Ave W,Vancouver,BC,V6R 1N6,5-9,Unknown
100757,FALSE,-,-,-,Irori Sushi,LEE,JOHN,$$,Japanese,(604) 558-0885,3692 4th Ave W,Vancouver,BC,V6R 1P1,5-9,English
,TRUE,-,(604) 739-7181,-,Simply Sushi áBar,,,$,Japanese,(604) 739-7181,3309 Broadway W,Vancouver,BC,V6R 2B1,,
,TRUE,-,(604) 568-9406,-,Green Leaf Sushi,LEE,KYOUNGMIN,$$,Japanese,(604) 568-9406,3416 Broadway W,Vancouver,BC,V6R 2B3,5-9,English
100758,FALSE,-,-,-,The Eatery,OYAMA,MAS,$$,Japanese,(604) 738-5298,3431 Broadway W,Vancouver,BC,V6R 2B4,5-9,Japanese
100759,FALSE,-,-,-,Itosugi Kappo Cuisine,,,null,Japanese,(604) 779-8528,3648 Broadway W,Vancouver,BC,V6R 2B7,,
100760,FALSE,-,-,-,Ton Ton Sushi,,,null,Japanese,(604) 732-4568,3667 Broadway W,Vancouver,BC,V6R 2B8,,
100761,FALSE,-,-,-,The PokΘMan,ELLIOTT,JASON,$$,Japanese,(604) 428-7653,3742 10th Ave W,Vancouver,BC,V6R 2G4,1-4,English
,TRUE,-,(604) 739-3818,-,Sushi Inn,,,$$,Japanese,(604) 739-3818,3772 10th Ave W,Vancouver,BC,V6R 2G4,,Unknown
100762,FALSE,-,-,-,Rajio Japanese Public House,,,$$,Japanese,(604) 558-1679,3763 10th Ave W,Vancouver,BC,V6R 2G5,,
100763,FALSE,-,-,-,Maeda Kanazawa Sashimi Bowl,,,null,Japanese,(604) 558-1679,3763 10th Ave W,Vancouver,BC,V6R 2G5,,
100764,FALSE,-,-,-,Karaage Chicken Tokyo,,,$$,Japanese,(604) 558-1679,3763 10th Ave W,Vancouver,BC,V6R 2G5,,
100765,FALSE,-,-,-,Ginger & Chili Restaurant,NG,JENNY,$,Chinese,(604) 222-2223,4409 10th Ave W,Vancouver,BC,V6R 2H8,5-9,Chinese
100766,FALSE,-,-,-,Takumi Japanese Restaurant,YAMAGISHI,YAMI,$$,Japanese,(604) 730-0330,4422 10th Ave W,Vancouver,BC,V6R 2H9,5-9,Japanese
100767,FALSE,-,-,-,Hime Sushi,,,null,Japanese,(604) 224-2121,4490 10th Ave W,Vancouver,BC,V6R 2H9,,
100768,FALSE,-,-,-,Sun Sushi,YANTI,ANNI,$,Japanese,(604) 222-8868,4512 10th Ave W,Vancouver,BC,V6R 2J1,10-19,Unknown
100769,FALSE,-,-,-,Koi Sushi,,,null,Japanese,(604) 620-1031,4532 10th Ave W,Vancouver,BC,V6R 2J1,,
100770,FALSE,-,-,-,Kuroishi Sushi,,,null,Japanese,(604) 620-1031,4532 10th Ave W,Vancouver,BC,V6R 2J1,,
100771,FALSE,-,-,-,Everyday Sushi,WANG,HOWARD,$,Japanese,(604) 228-9266,4572W 10th Ave W,Vancouver,BC,V6R 2J1,1-4,Chinese
100772,FALSE,-,-,-,Sasamat Seafood Market,,,$,Japanese,(604) 224-4640,4513 10th Ave W,Vancouver,BC,V6R 2J2,,
100773,FALSE,-,-,-,Dunbar Sushi,,,$$,Japanese,(604) 568-5959,3626 16th Ave W,Vancouver,BC,V6R 3C4,5-9,Unknown
,TRUE,2535 Alma St,-,-,The Kitchen Dada,,,null,Japanese,(778) 724-1133,2535 Alma St,Vancouver,BC,V6R 3R8,5-9,Unknown
,TRUE,2630 Sasamat St,-,-,Rice Burger,,,$$,Japanese,(604) 716-9686,2630 Sasamat St,Vancouver,BC,V6R 4A8,,
100774,FALSE,-,-,-,Iron Wok Chinese Express,TSANG,WILLIAM,$$,Chinese,(604) 228-0777,2083 Alma St Suite 255,Vancouver,BC,V6R 4N6,1-4,Chinese
100775,FALSE,-,-,-,Yuji's From Japan,,,$$,Japanese,(604) 428-4688,2083 Alma Street,Vancouver,BC,V6R 4N6,,
100776,FALSE,-,-,-,Togo Sushi,KIM,TAEJIN,$,Japanese,(604) 222-9288,3380 Shrum Lane,Vancouver,BC,V6S 0B9,10-19,Korean
100777,FALSE,-,-,-,Chef Hung Taiwanese Beef Noodle,,,$$,Chinese,(604) 228-8765,3313 Shrum Lane Unit 102,Vancouver,BC,V6S 0C8,,
100778,FALSE,-,-,-,Neptune  Chinese Kitchen,,,null,Chinese,(604) 559-7098,3337 Shrum Lane,Vancouver,BC,V6S 0C8,,
,TRUE,3446 Dunbar St,(604) 739-0170,-,Kuma Japanese Restaurant,CHEN,WILLIAM,$$,Japanese,(604) 739-0170,3446 Dunbar St,Vancouver,BC,V6S 2C2,5-9,Chinese
,TRUE,4288 Dunbar St,(604) 568-9668,-,Wild Sushi,LAI,EDDY,$$,Japanese,(604) 568-9668,4288 Dunbar St,Vancouver,BC,V6S 2E9,5-9,Chinese
100779,FALSE,-,-,-,Moon Sushi Japanese Restaurant,,,$$,Japanese,(604) 221-7874,4385 Dunbar St,Vancouver,BC,V6S 2G2,5-9,Unknown
100780,FALSE,-,-,-,Nori Bento & Udon,,,$$,Japanese,(),6055 University Blvd,Vancouver,BC,V6T 0C5,,Unknown
100781,FALSE,-,-,-,Kinton Ramen,,,$$,Japanese,(604) 423-5452,102-6111 University Blvd,Vancouver,BC,V6T 0C7,,
100782,FALSE,-,-,-,Sesame,,,null,Chinese,(604) 423-9008,103-6111 University Blvd,Vancouver,BC,V6T 0C7,,
100783,FALSE,-,-,-,Kokoro Tokyo Mazesoba,,,null,Japanese,(),5728 University Blvd Unit 206,Vancouver,BC,V6T 1K6,,
100784,FALSE,-,-,-,Want Want Hot & Spicy House,,,null,Chinese,(604) 336-5728,B1-5728 University Blvd,Vancouver,BC,V6T 1K6,,
100785,FALSE,-,-,-,My Home Cuisine,HUA,HONG,$,Chinese,(604) 221-7482,5728 University Blvd Suite B9,Vancouver,BC,V6T 1K6,1-4,Vietnamese
100786,FALSE,-,-,-,Suga Sushi Japanese Restaurant,,,$$,Japanese,(604) 228-9912,5728 University Boulevard,Vancouver,BC,V6T 1K6,,
100787,FALSE,-,-,-,Kung Fu Noodle,,,$$,Chinese,(778) 379-6456,5728 University Boulevard,Vancouver,BC,V6T 1K6,,
100788,FALSE,-,-,-,Dawdlers Kitchen,,,null,Chinese,(),2158 Western Pky,Vancouver,BC,V6T 1V6,,
100789,FALSE,-,-,-,Honour Roll,,,null,Japanese,(604) 822-2901,6133 University Boulevard,Vancouver,BC,V6T 1Z1,,
100790,FALSE,-,-,-,Grand Noodle Emporium,,,null,Chinese,(604) 822-2901,6133 University Boulevard,Vancouver,BC,V6T 1Z1,,
,TRUE,5980 University Blvd,-,-,Ryuu Japanese Kitchen UBC,,,null,Japanese,(),5980 University Blvd,Vancouver,BC,V6T 1Z3,,
100791,FALSE,-,-,-,Bento Sushi,,,null,Japanese,(),2205 Lower Mall,Vancouver,BC,V6T 1Z4,,
100792,FALSE,-,-,-,Tsujiri,,,null,Japanese,(604) 821-2711,13100 Smallwood Pl 1st Floor,Richmond,BC,V6V 1W8,,
100793,FALSE,-,-,-,Gah Lok,,,null,Chinese,(604) 873-2233,5-12760 Bathgate Way,Richmond,BC,V6V 1Z4,,
100794,FALSE,-,-,-,Pearl House Richmond,,,$$,Chinese,(604) 270-3188,4611 No. 6 Rd Unit 170,Richmond,BC,V6V 2L3,,
100795,FALSE,-,-,-,Hashi Sushi Japanese Restaurant,,,$$,Japanese,(604) 445-6818,3757 Jacombs Rd Suite 105,Richmond,BC,V6V 2R3,5-9,Unknown
100796,FALSE,-,-,-,Big Bang Sushi,,,$$,Japanese,(604) 214-8583,1118-13351 Commerce Pky,Richmond,BC,V6V 2X7,,
100797,FALSE,-,-,-,Sushi Crave,,,null,Japanese,(604) 285-6077,10880 NO 5 Road,Richmond,BC,V6W 0B3,,
,TRUE,4151 Hazelbridge Way,-,-,Sichuan Kungfu Fish,,,null,Chinese,(778) 919-1238,4151 Hazelbridge Way,Richmond,BC,V6X 0A4,,Unknown
100798,FALSE,-,-,-,Sea Harbour Seafood Restaurant,,,$$,Chinese,(604) 232-0816,150-8888 River Rd,Richmond,BC,V6X 0E1,5-9,Unknown
100799,FALSE,-,-,-,I Love Fish,,,null,Chinese,(778) 239-0019,4200 No. 3 Road,Richmond,BC,V6X 0E4,,
100800,FALSE,-,-,-,Northern Style Chinese Restaurant,,,null,Chinese,(604) 279-1728,4200 No. 3 Road,Richmond,BC,V6X 0E4,,
100801,FALSE,-,-,-,Le Tang,,,null,Chinese,(),135-4200 NO 3 Road,Richmond,BC,V6X 0E4,,
100802,FALSE,-,-,-,LuRouFan Tasty,,,null,Chinese,(604) 370-8966,3305-4000 No.3 Road,Richmond,BC,V6X 0J1,,
100803,FALSE,-,-,-,Ai-Boiled,,,null,Chinese,(604) 366-8897,3310-4000 No. 3 Rd,Richmond,BC,V6X 0J8,,
100804,FALSE,-,-,-,Monga Fried Chicken,,,null,Chinese,(604) 285-5168,4000 No. 3 Rd Unit 3325,Richmond,BC,V6X 0J8,,
100805,FALSE,-,-,-,Tanlu Grill,,,null,Chinese,(604) 370-2833,1430-4771 McClelland Rd,Richmond,BC,V6X 0M5,5-9,Unknown
100806,FALSE,-,-,-,Happy Day Cafe,,,$$,Chinese,(604) 273-3308,1450-4771 McClelland Rd,Richmond,BC,V6X 0M5,,
100807,FALSE,-,-,-,TSUJIRI,,,$$,Japanese,(),1535-4777 McClelland Rd,Richmond,BC,V6X 0M5,,
100808,FALSE,-,-,-,Ajishou Japanese Cuisine,,,$$,Japanese,(604) 214-1402,1610-4791 McClelland Rd,Richmond,BC,V6X 0M5,5-9,Unknown
100809,FALSE,-,-,-,Royal Beef,,,null,Chinese,(778) 986-8888,1620-4791 McClelland Rd,Richmond,BC,V6X 0M5,,
100810,FALSE,-,-,-,Pepper Lunch,,,$$,Japanese,(604) 370-1222,4791 McClelland Rd Unit 1625,Richmond,BC,V6X 0M5,,
100811,FALSE,-,-,-,Golden Sichuan Hotpot,,,null,Chinese,(604) 370-5969,1705-4700 McClelland Rd,Richmond,BC,V6X 0M6,,
100812,FALSE,-,-,-,Boil it World MaLaTang,,,null,Chinese,(),5599 Cooney Road,Richmond,BC,V6X 0N8,,
100813,FALSE,-,-,-,Oo La Cha,,,null,Cajun Seafood,(604) 242-2760,8400 West Road,Richmond,BC,V6X 0S7,,
100814,FALSE,-,-,-,Cool Chinese Restaurant,LING,HONG,null,Chinese,(778) 297-6000,7260 Westminster Highway,Richmond,BC,V6X 1A1,10-19,Vietnamese
,TRUE,7260 Westminster Hwy,-,-,South Silk Road,,,null,Chinese,(),7260 Westminster Hwy,Richmond,BC,V6X 1A1,,
100815,FALSE,-,-,-,Tasty BBQ & Beer Bar,,,null,Chinese,(604) 370-8533,180-7771 Westminster Hwy,Richmond,BC,V6X 1A4,,
100816,FALSE,-,-,-,Chicken Winner,,,null,Chinese,(604) 370-0277,7771 Westminster Hwy Unit 180,Richmond,BC,V6X 1A4,,
100817,FALSE,-,-,-,Parkhill Seafood Restaurant,HO,ALAN,$$,Chinese,(604) 273-0888,7997 Westminster Hwy Unit 200 London Plaza,Richmond,BC,V6X 1A4,20-49,Vietnamese
100818,FALSE,-,-,-,Real Love BBQ Restaurant,,,null,Japanese,(604) 370-0058,7997 Westminster Hwy Suite 250,Richmond,BC,V6X 1A4,,
,TRUE,6920 No 3 Rd,-,-,Bamboo Grove,,,$$,Chinese,(604) 278-9585,6920 NO 3 Rd,Richmond,BC,V6X 1A5,,
100819,FALSE,-,-,-,Kirin Seafood Restaurant,HUNG,RAYMOND,$$,Chinese,(604) 303-8833,"7900 Westminster Hwy, 2nd Fl",Richmond,BC,V6X 1A5,50-99,Chinese
,TRUE,8260 Westminster Hwy,-,8260 Westminster Hwy,Chongqing Family Food,,,$,Chinese,(604) 821-1889,8260 Westminster Hwy,Richmond,BC,V6X 1A6,,
100820,FALSE,-,-,-,Captain Wa,CRINH,VIN,$,Chinese,(604) 214-8162,8260 Westminster Highway,Richmond,BC,V6X 1A7,1-4,Vietnamese
100821,FALSE,-,-,-,Lee Chong Asian Foods,,,$,Chinese,(),8260 Westminster Highway,Richmond,BC,V6X 1A7,1-4,Vietnamese
100822,FALSE,-,-,-,G L G W,,,null,Chinese,(778) 297-7836,8291 Westminster Highway,Richmond,BC,V6X 1A7,,
100823,FALSE,-,-,-,New Concept Hotpot,,,$$,Chinese,(604) 303-9555,8131 Westminster Hwy Suite 168,Richmond,BC,V6X 1A7,,
100824,FALSE,-,-,-,Enjoy Cafe 1 Plus1,NG,ALAN,$$,Chinese,(604) 231-0037,8171 Westminster Hwy Ste 200,Richmond,BC,V6X 1A7,10-19,Chinese
,TRUE,8191 Westminster Hwy,-,-,Paterson Restaurant,,,null,Cajun Seafood,(604) 276-0868,8191 Westminster Hwy,Richmond,BC,V6X 1A7,,
100825,FALSE,-,-,-,Kowloon Restaurant Group,AU,CHI K,null,Chinese,(604) 273-7071,150-8191 Westminster Hwy,Richmond,BC,V6X 1A7,1-4,Korean
100826,FALSE,-,-,-,Juicy BBQ,,,null,Chinese,(604) 273-7071,150-8191 Westminster Hwy,Richmond,BC,V6X 1A7,1-4,Korean
100827,FALSE,-,-,-,Grains Fish Noodle,,,null,Chinese,(604) 370-6369,160-8191 Westminster Hwy,Richmond,BC,V6X 1A7,5-9,Unknown
100828,FALSE,-,-,-,Samsoonie Noodle & Rice,,,$$,Japanese,(778) 297-7798,8211 Westminster Hwy Suite 140,Richmond,BC,V6X 1A7,,
100829,FALSE,-,-,-,Banzai Sushi House,TRAN,NORMAN,$,Japanese,(604) 821-0355,8251 Westminster Hwy Suite 40,Richmond,BC,V6X 1A7,1-4,Vietnamese
100830,FALSE,-,-,-,Tsim Chai Noodle Restaurant,WONG,ANDY,$,Chinese,(604) 273-6288,8251 Westminster Hwy Suite 50,Richmond,BC,V6X 1A7,10-19,Chinese
100831,FALSE,-,-,-,Beijing Hot Pot,,,null,Chinese,(604) 233-1551,60-8251 Westminster Hwy,Richmond,BC,V6X 1A7,,
,TRUE,8260 Westminster Hwy,-,8260 Westminster Hwy,Chef Liu Kitchen,,,$$,Chinese,(),8260 Westminster Hwy,Richmond,BC,V6X 1A7,,
100832,FALSE,-,-,-,Chuan BBQ Restaurant,,,$$$,Chinese,(778) 297-5577,8291 Westminster Hwy Suite 130,Richmond,BC,V6X 1A7,5-9,Unknown
100833,FALSE,-,-,-,Kingspark Steak House,NG,WILLIAM,$,Chinese,(604) 231-8798,8291 Westminster Hwy Ste 180,Richmond,BC,V6X 1A7,10-19,Chinese
100834,FALSE,-,-,-,Kingspark Restaurant,NG,WILLIAM,$$,Chinese,(604) 273-0197,180-8291 Westminster Hwy,Richmond,BC,V6X 1A7,10-19,Chinese
100835,FALSE,-,-,-,AAA Restaurant,,,$,Chinese,(604) 284-3111,8053 Alexandra Rd,Richmond,BC,V6X 1C3,5-9,Unknown
100836,FALSE,-,-,-,Yuan's Garden Restaurant,,,$$,Chinese,(778) 297-6098,101-8077 Alexandra Rd,Richmond,BC,V6X 1C3,,
100837,FALSE,-,-,-,Koto Izakaya,,,$$,Japanese,(604) 278-4601,8171 Alexandra Rd Suite 101,Richmond,BC,V6X 1C3,5-9,Unknown
100838,FALSE,-,-,-,Happy Tree House BBQ,,,$$,Chinese,(778) 297-1386,105-8171 Alexandra Rd,Richmond,BC,V6X 1C3,5-9,Unknown
,TRUE,-,-,8251 Alexandra Rd,Tian Shi Fu,,,$$,Chinese,(604) 276-9168,8251 Alexandra Rd,Richmond,BC,V6X 1C3,,
,TRUE,-,(604) 284-5181,-,Claypot Hot Pot & BBQ,,,$$,Chinese,(604) 284-5181,8291 Alexandra Rd Unit 105,Richmond,BC,V6X 1C3,,
,TRUE,-,-,125-8291 Alexandra Rd,Szechuan Delicious,,,null,Chinese,(604) 370-1479,125-8291 Alexandra Rd,Richmond,BC,V6X 1C3,,
100839,FALSE,-,-,-,Max Noodle House,LUI,EDMOND,$,Chinese,(604) 231-8141,190-8291 Alexandra Rd Suite 185,Richmond,BC,V6X 1C3,10-19,Chinese
,TRUE,8511 Alexandra Rd,-,8511 Alexandra Rd,Marine Bay Restaurant,,,null,Chinese,(604) 285-3668,8511 Alexandra Rd,Richmond,BC,V6X 1C3,5-9,Unknown
,TRUE,8511 Alexandra Rd,-,8511 Alexandra Rd,Emperor's Kitchen,,,null,Chinese,(604) 279-9997,8511 Alexandra Rd,Richmond,BC,V6X 1C3,5-9,Unknown
100840,FALSE,-,-,-,Joy G,,,$,Chinese,(778) 317-8666,8291-8511 Alexandra Rd,Richmond,BC,V6X 1C3,,
100841,FALSE,-,-,-,Me + Crepe,,,$$,Chinese,(604) 332-0698,128-8531 Alexandra Rd,Richmond,BC,V6X 1C3,5-9,Unknown
100842,FALSE,-,-,-,Chef Pin,,,null,Chinese,(),8571 Alexandra Rd,Richmond,BC,V6X 1C3,,
100843,FALSE,-,-,-,La Amigo Restaurant,CHAN,MAY,$$,Chinese,(604) 231-6028,8291 Alexandra Road,Richmond,BC,V6X 1C3,10-19,Chinese
100844,FALSE,-,-,-,Yue Restaurant,IP,BEN,$$,Chinese,(604) 233-1219,8351 Alexandra Road,Richmond,BC,V6X 1C3,20-49,Chinese
100845,FALSE,-,-,-,True's Tea,CHUNG,MING,$$,Chinese,(604) 207-8469,"8400 Alexandra Road, Unit 1",Richmond,BC,V6X 1C3,5-9,Chinese
,TRUE,8320 Alexandra Rd,-,-,Xiaolongkan Hotpot,,,null,Chinese,(778) 222-1888,8320 Alexandra Rd,Richmond,BC,V6X 1C4,5-9,Unknown
100846,FALSE,-,-,-,Simmer Huang,,,null,Chinese,(604) 273-2931,4660 Alderbridge Way,Richmond,BC,V6X 1C5,,
100847,FALSE,-,-,-,Lu Charcoal Grill,,,$,Chinese,(604) 285-3399,100-8031 Leslie Rd,Richmond,BC,V6X 1E4,,
100848,FALSE,-,-,-,Kizami Japanese Cuisine,,,null,Japanese,(604) 247-2682,120-8031 Leslie Rd,Richmond,BC,V6X 1E4,5-9,Unknown
,TRUE,8080 Leslie Rd,-,-,Ying Kee Seafood Hot Pot Restaurant,,,null,Chinese,(604) 278-6926,8080 Leslie Rd,Richmond,BC,V6X 1E4,,
100849,FALSE,-,-,-,Szechuan Tales,,,null,Chinese,(778) 628-5211,8111 Leslie Rd,Richmond,BC,V6X 1E4,,
100850,FALSE,-,-,-,Sweet Memory,,,$$,Chinese,(604) 370-2882,8080 Leslie Road,Richmond,BC,V6X 1E4,,
100851,FALSE,-,-,-,Excelsior Curry House,,,null,Chinese,(778) 589-5068,"4580 No. 3 Road, Unit 2085",Richmond,BC,V6X 1E4,,
,TRUE,11780 Thorpe Rd,-,-,Lucky Joy BBQ Restaurant,CHEUNG,PETER,$$,Chinese,(604) 303-8172,11780 Thorpe Rd,Richmond,BC,V6X 1J5,5-9,Chinese
100852,FALSE,-,-,-,Chongqing Noodle House,,,$$,Chinese,(604) 285-2926,3779 Sexsmith Road,Richmond,BC,V6X 1J8,5-9,Unknown
100853,FALSE,-,-,-,Continental Seafood Restaurant,MAH,TOM,$$,Chinese,(604) 278-6331,11700 Cambie Rd Suite 150,Richmond,BC,V6X 1L5,20-49,Chinese
100854,FALSE,-,-,-,Typhoon BBT,,,$,Chinese,(604) 278-1335,175-11700 Cambie Rd,Richmond,BC,V6X 1L5,,
100855,FALSE,-,-,-,Sushi Kiwami,,,$$$$,Japanese,(604) 821-3366,8411 Bridgeport Rd Unit 130,Richmond,BC,V6X 1R7,5-9,Unknown
,TRUE,9260 Bridgeport Rd,-,-,Shanghai Wonderful Restaurant,PAN,YONG Y,$$,Chinese,(604) 278-8829,9260 Bridgeport Rd,Richmond,BC,V6X 1S1,5-9,Chinese
,TRUE,9260 Bridgeport Rd,-,-,Happy Hong Kong Restaurant,,,$$,Chinese,(),9260 Bridgeport Rd,Richmond,BC,V6X 1S1,5-9,Chinese
100856,FALSE,-,-,-,Richport Chinese Restaurant,LAI,DICKSON,$$,Chinese,(604) 279-9090,11600 Bridgeport Rd Suite 2,Richmond,BC,V6X 1T2,1-4,Chinese
100857,FALSE,-,-,-,Wasuta Pasta,,,$$,Japanese,(604) 370-9399,202-7080 River Rd,Richmond,BC,V6X 1X5,,
100858,FALSE,-,-,-,Richmond Night Market,,,$$,Chinese,(604) 244-8448,8351 River Road,Richmond,BC,V6X 1Y4,,
100859,FALSE,-,-,-,Maindoa Chinese Food,,,null,Chinese,(),"Night Market, 8351 River Road",Richmond,BC,V6X 1Y4,,
100860,FALSE,-,-,-,JiangHu Taiwanese Pot and Wok Cuisines,,,$$,Chinese,(604) 207-1388,7911 Alderbridge Way Unit 100,Richmond,BC,V6X 2A4,,
100861,FALSE,-,-,-,Hotpot Palace,,,$$$,Chinese,(604) 270-2588,168-7911 Alderbridge Way,Richmond,BC,V6X 2A4,,
100862,FALSE,-,-,-,Gyu-Kaku Japanese BBQ,,,$$,Japanese,(604) 558-3837,7971 Alderbridge Way Unit 120,Richmond,BC,V6X 2A4,,
100863,FALSE,-,-,-,AFURI ramen + dumpling,,,$$,Japanese,(604) 306-3063,140-7971 Alderbridge Way,Richmond,BC,V6X 2A4,,
100864,FALSE,-,-,-,Uno Beef Noodle,,,$$,Chinese,(604) 284-2225,135-2811 No. 3 Rd,Richmond,BC,V6X 2B2,,
100865,FALSE,-,-,-,Jade Seafood Restaurant,,,$$,Chinese,(604) 249-0082,2811 No. 3 Rd Unit 280,Richmond,BC,V6X 2B2,,
100866,FALSE,-,-,-,Maruhachi Ra-men,,,$$,Japanese,(),2780 No. 3 Rd,Richmond,BC,V6X 2B3,,
100867,FALSE,-,-,-,Tin Tin Seafood Harbour,KOON,PHILIP,$$,Chinese,(604) 370-3883,3711 No. 3 Rd,Richmond,BC,V6X 2B8,5-9,German
100868,FALSE,-,-,-,Marina One,,,null,Chinese,(),3631 No. 3 Rd Suite 170,Richmond,BC,V6X 2B9,,
,TRUE,-,(604) 370-4870,-,The Meat Up,,,null,Chinese,(604) 370-4870,3850 NO 3 Road,Richmond,BC,V6X 2C1,,
100869,FALSE,-,-,-,Countryside Chinese Noodle Restaurant,,,null,Chinese,(),"3700 NO 3 Road, Unit 1085",Richmond,BC,V6X 2C1,,
100870,FALSE,-,-,-,Sun Century Cafe,,,$,Chinese,(604) 278-0838,3700 NO 3 Road,Richmond,BC,V6X 2C1,,
100871,FALSE,-,-,-,Ah Wai Cart Noodles & Snacks,,,$,Chinese,(604) 231-9878,3700 NO 3 Road,Richmond,BC,V6X 2C1,,
100872,FALSE,-,-,-,Hongmao Restaurant,,,null,Chinese,(778) 297-0868,100-3600 No. 3 Rd,Richmond,BC,V6X 2C1,,
100873,FALSE,-,-,-,Ajea Noodle,,,null,Chinese,(236) 889-2036,3700 Number 3 Road,Richmond,BC,V6X 2C1,,
100874,FALSE,-,-,-,Fok Po Tong,,,$,Chinese,(604) 278-3345,"3700 NO 3 Road, Ste 1065",Richmond,BC,V6X 2C1,,
100875,FALSE,-,-,-,Dim Sum King,,,null,Chinese,(604) 232-9177,4540 NO 3 Road,Richmond,BC,V6X 2C2,,
,TRUE,-,(604) 276-8288,-,The Deluxe Chinese Restaurant,,,$$$,Chinese,(604) 276-8288,120-4260 3 Browngate Road,Richmond,BC,V6X 2C2,,
100876,FALSE,-,-,-,Meet Oyster,,,null,Japanese,(604) 238-6093,150-4160 No. 3 Rd,Richmond,BC,V6X 2C2,,
100877,FALSE,-,-,-,Master Rice Roll,,,$$,Chinese,(778) 297-9709,140-4200 No. 3 Rd,Richmond,BC,V6X 2C2,5-9,Unknown
100878,FALSE,-,-,-,Double East Cuisine,,,$$,Chinese,(604) 276-2716,4200 No. 3 Rd Suite 190,Richmond,BC,V6X 2C2,,
100879,FALSE,-,-,-,Sanpoutei Ramen,,,$$,Japanese,(604) 285-1226,160-4328 No. 3 Rd,Richmond,BC,V6X 2C2,,Unknown
100880,FALSE,-,-,-,Chef Tony,HE,HUI,$$,Chinese,(604) 279-0083,4600 No. 3 Rd Suite 101,Richmond,BC,V6X 2C2,50-99,Chinese
100881,FALSE,-,-,-,RGK BBQ,,,null,Chinese,(604) 370-8687,4600 No. 3 Rd Unit 111,Richmond,BC,V6X 2C2,,
100882,FALSE,-,-,-,Sanbo Restaurant,,,$,Chinese,(604) 278-2616,121-4600 No. 3 Rd,Richmond,BC,V6X 2C2,,
100883,FALSE,-,-,-,Double Double Restaurant,,,$$,Chinese,(604) 229-9075,4600 No. 3 Rd Suite 128,Richmond,BC,V6X 2C2,5-9,Unknown
100884,FALSE,-,-,-,Lai Leung Kee Noodle House,,,$$,Chinese,(604) 247-8893,4540 Number 3 Road,Richmond,BC,V6X 2C2,,
100885,FALSE,-,-,-,Connie's Curry Kitchen,,,$,Chinese,(604) 231-3773,"Parker Place, 1235-4380 NO 3 Road",Richmond,BC,V6X 2C2,,
100886,FALSE,-,-,-,Lai Taste,,,$,Chinese,(604) 285-1808,"4380 NO 3 Road, Unit 1240",Richmond,BC,V6X 2C2,,
100887,FALSE,-,-,-,Macau Cafe,,,$,Chinese,(604) 303-0029,"4380 NO 3 Road, Unit 1385",Richmond,BC,V6X 2C2,,
100888,FALSE,-,-,-,Xi'an Noodle Restaurant,,,null,Chinese,(),4351 No. 3 Road,Richmond,BC,V6X 2C3,,
100889,FALSE,-,-,-,Joy's Taiwanese Kitchen,,,$,Chinese,(604) 270-4898,4380 NO 3 Road,Richmond,BC,V6X 2C3,,
100890,FALSE,-,-,-,Kung Fu Noodles,,,null,Chinese,(),1150-4311 Hazelbridge Way,Richmond,BC,V6X 2C3,,
100891,FALSE,-,-,-,HK B.B.Q. Master,LEUNG,ROBBIN,$$,Chinese,(604) 272-6568,4651 No. 3 Rd Suite 145,Richmond,BC,V6X 2C4,5-9,Chinese
100892,FALSE,-,-,-,Fukuroku Express,NAKANO,MIKE,$,Japanese,(604) 279-0922,4651 No. 3 Rd Unit 155,Richmond,BC,V6X 2C4,10-19,Japanese
100893,FALSE,-,-,-,Old Street Express,,,null,Chinese,(),5300 NO 3 Road,Richmond,BC,V6X 2C7,,
100894,FALSE,-,-,-,The Dolar Shop - Richmond,,,$$$$,Chinese,(604) 370-7077,"720-5300 No. 3 Rd, Suite 720",Richmond,BC,V6X 2C7,,
