UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Q3'24,Q4'24
R83303,#N/A,0,0,0,"14,304",0,0,0,0,0,0,0,0,0
R83305,#N/A,0,0,0,"2,400",0,0,0,0,0,0,0,0,0
R83289,#N/A,0,0,0,"1,308",0,0,0,0,0,0,0,0,0
R83306,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83352,#N/A,0,0,0,"5,969",0,0,0,0,0,0,0,0,0
R83361,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83337,#N/A,0,0,0,"5,455","1,206",303,0,0,0,0,0,0,0
R83271,#N/A,0,0,0,680,91,0,0,0,0,0,0,0,0
R83365,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83516,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83553,#N/A,0,0,0,"1,284",653,0,653,0,0,0,0,0,0
R83557,#N/A,0,0,0,"13,369",0,0,0,0,0,0,0,0,0
R83563,#N/A,0,0,0,"9,969",0,0,0,0,0,0,0,0,0
R83569,#N/A,0,0,0,"13,015",0,0,0,0,0,0,0,0,0
R83583,#N/A,0,0,0,"5,541","2,400",0,0,0,0,0,0,0,0
R83526,#N/A,0,0,0,"48,692",0,0,0,0,0,0,0,0,0
R83588,#N/A,0,0,0,"5,588","5,158",0,0,0,0,0,0,0,0
R83591,#N/A,0,0,0,960,0,0,0,0,0,0,0,0,0
R83608,#N/A,0,0,0,"15,086","17,582",0,0,0,0,0,0,0,0
R83568,#N/A,0,0,0,"2,307",0,0,0,0,0,0,0,0,0
R83632,#N/A,0,0,0,44,0,0,0,0,0,0,0,0,0
R83668,#N/A,0,0,0,0,"2,400","2,400",0,0,120,0,0,0,0
R83695,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83713,#N/A,0,0,0,0,"5,051",0,0,0,0,0,0,0,0
R83715,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83716,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83657,#N/A,0,0,0,0,120,108,0,0,0,0,0,0,0
R83703,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83756,#N/A,0,0,0,0,"2,602",0,0,0,0,0,0,0,0
R83779,#N/A,0,0,0,0,"1,045",0,0,0,0,0,0,0,0
R83825,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83953,#N/A,0,0,0,0,"16,224",0,0,0,0,0,0,0,0
R83863,#N/A,0,0,0,0,35,0,0,0,0,0,0,0,0
R88107,FT,"1,200","27,465","25,757","25,394","1,200","34,984","32,327","28,720","26,226","27,338","21,309","23,995","22,134"
R85177,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85309,FT,0,0,0,0,0,0,0,0,0,653,653,648,648
R85707,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85753,FT,0,0,0,0,0,0,0,0,0,"25,249","26,551","27,383","5,131"
R86301,FT,0,0,0,0,0,0,0,0,0,"10,149","8,867","13,430","11,405"
R86563,FT,0,0,0,0,0,0,0,0,0,"12,453","12,148","10,383","10,068"
R86593,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86638,FT,0,0,0,0,0,0,0,0,0,"8,938","10,585","10,150","6,210"
R86639,PT,0,0,0,0,0,0,0,0,0,0,653,648,648
R86657,FT,0,0,0,0,0,0,0,0,0,"3,750",653,648,648
R86667,FT,0,0,0,0,0,0,0,0,0,"29,450","36,127",768,768
R86677,PT,0,0,0,0,0,0,0,0,0,0,"4,176","8,394","4,071"
R86678,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86679,FT,0,0,0,0,0,0,0,0,0,836,836,828,828
R86683,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86686,FT,0,0,0,0,0,0,0,0,0,"39,916","42,271","42,721","40,043"
R86688,FT,0,0,0,0,0,0,0,0,0,506,"3,543","2,823","2,753"
R86698,FT,0,0,0,0,0,0,0,0,0,"8,140","10,858","11,687","12,579"
R86699,FT,0,0,0,0,0,0,0,0,0,"2,995","3,264","2,871","5,473"
R86701,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86711,FT,0,0,0,0,0,0,0,0,0,91,0,0,0
R86712,FT,0,0,0,0,0,0,0,0,0,0,653,828,828
R86716,FT,0,0,0,0,0,0,0,0,0,"7,647","6,977","7,169","6,529"
R86718,FT,0,0,0,0,0,0,0,0,0,"15,189","11,710","12,013","11,073"
R86721,FT,0,0,0,0,0,0,0,0,0,"3,823","3,414","3,202","3,092"
R86722,PT,0,0,0,0,0,0,0,0,0,"18,123","8,544","7,938","8,144"
R86723,PT,0,0,0,0,0,0,0,0,0,"27,658","10,363","9,537",0
R86728,PT,0,0,0,0,0,0,0,0,0,"36,048","39,489",648,648
R86729,PT,0,0,0,0,0,0,0,0,0,"27,294",0,0,0
R86731,PT,0,0,0,0,0,0,0,0,0,36,0,0,0
R86732,FT,0,0,0,0,0,0,0,0,0,"15,875","13,597","14,408","13,105"
R86733,PT,0,0,0,0,0,0,0,0,0,"17,905","2,643","1,680","1,200"
R86736,FT,0,0,0,0,0,0,0,0,0,"29,848","27,563","25,842","28,152"
R86737,FT,0,0,0,0,0,0,0,0,0,"20,467","22,352","19,503","18,699"
R86738,FT,0,0,0,0,0,0,0,0,0,"3,810","2,273",648,648
R86739,FT,0,0,0,0,0,0,0,0,0,0,"50,470","38,107","34,697"
R86752,FT,0,0,0,0,0,0,0,0,0,429,587,693,648
R86753,FT,0,0,0,0,0,0,0,0,0,"72,840","65,731","66,997","67,779"
R86755,FT,0,0,0,0,0,0,0,0,0,"8,189","8,715","8,444","10,480"
R86756,FT,0,0,0,0,0,0,0,0,0,"15,107","14,577","15,400","14,305"
R86757,FT,0,0,0,0,0,0,0,0,0,0,653,828,828
R86758,FT,0,0,0,0,0,0,0,0,0,"7,004",0,180,180
R86759,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86761,FT,0,0,0,0,0,0,0,0,0,"8,332","9,659","10,428","9,674"
R86762,FT,0,0,0,0,0,0,0,0,0,653,653,648,648
R86763,FT,0,0,0,0,0,0,0,0,0,"17,830","14,256","17,738","21,377"
R86765,FT,0,0,0,0,0,0,0,0,0,"15,292",653,"1,008","1,008"
R86766,FT,0,0,0,0,0,0,0,0,0,"20,056","19,581","18,741","19,977"
R86767,FT,0,0,0,0,0,0,0,0,0,"21,041","21,345","16,682","20,027"
R86768,FT,0,0,0,0,0,0,0,0,0,"21,621","20,833","23,791","24,496"
R86769,FT,0,0,0,0,0,0,0,0,0,"4,503","5,510","5,876","6,065"
R86771,FT,0,0,0,0,0,0,0,0,0,"6,185","5,374","3,778","2,497"
R86772,FT,0,0,0,0,0,0,0,0,0,"28,171","29,737","27,833","24,679"
R86773,FT,0,0,0,0,0,0,0,0,0,"10,352","9,468",909,0
R86775,FT,0,0,0,0,0,0,0,0,0,"19,848","19,655","21,288","19,659"
R86776,PT,0,0,0,0,0,0,0,0,0,"14,340","13,028","6,632","1,200"
R86777,FT,0,0,0,0,0,0,0,0,0,"8,670","13,932","8,673","7,142"
R86778,FT,0,0,0,0,0,0,0,0,0,"17,826",0,0,0
R86779,FT,0,0,0,0,0,0,0,0,0,"19,956",653,828,828
R86781,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86782,FT,0,0,0,0,0,0,0,0,0,"8,265","10,017","6,451","7,436"
R86783,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86785,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86786,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86787,PT,0,0,0,0,0,0,0,0,0,"7,822","10,426","9,665","11,164"
R86788,FT,0,0,0,0,0,0,0,0,0,"13,074","14,127","13,410","12,947"
R86789,FT,0,0,0,0,0,0,0,0,0,"9,690","9,875","9,401","8,499"
R86791,FT,0,0,0,0,0,0,0,0,0,"2,826","2,393","3,892","3,765"
R86792,FT,0,0,0,0,0,0,0,0,0,"17,529","17,042","18,966","21,458"
R86793,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86797,FT,0,0,0,0,0,0,0,0,0,"3,021","4,011","4,084","3,800"
R86798,FT,0,0,0,0,0,0,0,0,0,"18,276","17,777","19,862","21,767"
R86799,FT,0,0,0,0,0,0,0,0,0,"5,183","9,889",648,648
R86801,FT,0,0,0,0,0,0,0,0,0,"11,106","11,341","12,204","11,438"
R86802,PT,0,0,0,0,0,0,0,0,0,"4,047",0,0,0
R86803,FT,0,0,0,0,0,0,0,0,0,"32,599","36,165","37,009","34,406"
R86805,FT,0,0,0,0,0,0,0,0,0,"7,151","6,119","5,786","6,704"
R86807,FT,0,0,0,0,0,0,0,0,0,"6,526","7,469","6,626","5,918"
R86808,PT,0,0,0,0,0,0,0,0,0,"7,203","6,557","7,311","11,063"
R86809,FT,0,0,0,0,0,0,0,0,0,"10,053","9,703","8,698","7,080"
R86811,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86812,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86813,FT,0,0,0,0,0,0,0,0,0,"36,277",0,0,0
R86815,FT,0,0,0,0,0,0,0,0,0,36,193,878,"2,185"
R86816,PT,0,0,0,0,0,0,0,0,0,"12,326",0,"12,926","11,767"
R86817,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86818,FT,0,0,0,0,0,0,0,0,0,"3,063",773,"2,760",948
R86819,FT,0,0,0,0,0,0,0,0,0,"5,928","3,559","3,042",828
R86821,FT,0,0,0,0,0,0,0,0,0,"16,110","14,837","1,112",924
R86822,FT,0,0,0,0,0,0,0,0,0,"13,851","14,476","16,588","17,647"
R86823,FT,0,0,0,0,0,0,0,0,0,"7,211","4,107","9,203","7,879"
R86825,FT,0,0,0,0,0,0,0,0,0,"2,107","2,540","4,406","2,676"
R86827,FT,0,0,0,0,0,0,0,0,0,0,"6,450",648,648
R86829,FT,0,0,0,0,0,0,0,0,0,"21,378","18,837","19,518","22,147"
R86832,FT,0,0,0,0,0,0,0,0,0,"7,103","6,888","5,583","7,170"
R86833,FT,0,0,0,0,0,0,0,0,0,"5,473","5,672","5,823","4,452"
R86835,FT,0,0,0,0,0,0,0,0,0,"9,340","9,143","9,904","10,191"
R86836,FT,0,0,0,0,0,0,0,0,0,"25,204","26,034","28,531","25,148"
R86837,PT,0,0,0,0,0,0,0,0,0,"2,323","5,424","5,558","5,771"
R86838,FT,0,0,0,0,0,0,0,0,0,"17,011","17,109","17,105","13,974"
R86839,FT,0,0,0,0,0,0,0,0,0,"22,316","21,942","20,494","17,577"
R86851,FT,0,0,0,0,0,0,0,0,0,"34,590","36,673","35,646","35,401"
R86852,FT,0,0,0,0,0,0,0,0,0,"8,090","8,569","8,520","7,715"
R86853,FT,0,0,0,0,0,0,0,0,0,"24,586","25,963","25,400","24,591"
R86855,FT,0,0,0,0,0,0,0,0,0,"3,465","3,677","3,684","3,094"
R86856,FT,0,0,0,0,0,0,0,0,0,"8,757",653,828,828
R86857,FT,0,0,0,0,0,0,0,0,0,"45,780","48,242","48,866","52,713"
R86858,FT,0,0,0,0,0,0,0,0,0,"27,721","26,050","24,682","23,439"
R86859,FT,0,0,0,0,0,0,0,0,0,"3,861","4,120",0,0
R86861,FT,0,0,0,0,0,0,0,0,0,"40,472","44,006","41,383","37,820"
R86862,FT,0,0,0,0,0,0,0,0,0,"20,312","8,908","7,401",648
R86863,FT,0,0,0,0,0,0,0,0,0,"17,484","23,869","14,895","14,353"
R86865,PT,0,0,0,0,0,0,0,0,0,"25,685","25,943","15,352","24,065"
R86866,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86867,PT,0,0,0,0,0,0,0,0,0,653,653,828,828
R86868,FT,0,0,0,0,0,0,0,0,0,"3,847","1,975","2,075","1,746"
R86869,FT,0,0,0,0,0,0,0,0,0,"19,679","18,464","18,893","22,434"
R86871,FT,0,0,0,0,0,0,0,0,0,"5,947","5,874","5,195",0
R86873,FT,0,0,0,0,0,0,0,0,0,"28,610","29,987","29,733","32,627"
R86875,FT,0,0,0,0,0,0,0,0,0,"14,408","13,899","13,317","10,051"
R86876,FT,0,0,0,0,0,0,0,0,0,"6,081","10,952","4,518","5,488"
R86877,FT,0,0,0,0,0,0,0,0,0,"19,794","19,567","15,281",648
R86878,PT,0,0,0,0,0,0,0,0,0,23,0,0,0
R86879,FT,0,0,0,0,0,0,0,0,0,"8,817","9,846","9,927","7,511"
R86881,FT,0,0,0,0,0,0,0,0,0,"9,374","16,366","9,973",0
R86882,FT,0,0,0,0,0,0,0,0,0,"14,441","13,977","6,352",0
R86883,FT,0,0,0,0,0,0,0,0,0,"32,614","30,286","27,592","27,184"
R86885,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86886,FT,0,0,0,0,0,0,0,0,0,"6,101","6,274","5,509","3,957"
R86887,FT,0,0,0,0,0,0,0,0,0,"16,141","15,644","16,719","14,410"
R86888,FT,0,0,0,0,0,0,0,0,0,832,653,0,0
R86889,FT,0,0,0,0,0,0,0,0,0,"3,372","7,460","6,529",0
R86891,FT,0,0,0,0,0,0,0,0,0,"15,853","14,400","14,626","15,198"
R86892,FT,0,0,0,0,0,0,0,0,0,"3,309","4,215","4,721","3,836"
R86893,FT,0,0,0,0,0,0,0,0,0,0,0,828,"7,497"
R86895,FT,0,0,0,0,0,0,0,0,0,"2,424","7,793","2,595","1,836"
R86896,FT,0,0,0,0,0,0,0,0,0,"11,163",653,744,744
R86897,FT,0,0,0,0,0,0,0,0,0,"5,989","6,473","5,687","4,964"
R86898,FT,0,0,0,0,0,0,0,0,0,"18,835",0,828,828
R86899,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86901,FT,0,0,0,0,0,0,0,0,0,"36,537","33,426","34,275","30,405"
R86902,FT,0,0,0,0,0,0,0,0,0,"2,836","2,572","2,986","5,426"
R86903,FT,0,0,0,0,0,0,0,0,0,"12,495","8,710","8,766","6,946"
R86905,FT,0,0,0,0,0,0,0,0,0,"3,744","4,793","4,693","4,305"
R86906,FT,0,0,0,0,0,0,0,0,0,"7,757","6,453","2,766","2,802"
R86908,FT,0,0,0,0,0,0,0,0,0,538,"1,313",0,0
R86909,PT,0,0,0,0,0,0,0,0,0,0,653,648,648
R86912,FT,0,0,0,0,0,0,0,0,0,"9,412","11,348","11,559",744
R86915,FT,0,0,0,0,0,0,0,0,0,"22,965","20,177","16,255","16,503"
R86916,FT,0,0,0,0,0,0,0,0,0,"11,944","12,661","10,864","11,539"
R86917,FT,0,0,0,0,0,0,0,0,0,"22,996","9,614","8,835","8,361"
R86918,FT,0,0,0,0,0,0,0,0,0,"39,832","41,525","43,666","39,721"
R86919,FT,0,0,0,0,0,0,0,0,0,653,0,180,180
R86921,FT,0,0,0,0,0,0,0,0,0,"11,014",0,0,0
R86922,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86926,FT,0,0,0,0,0,0,0,0,0,"18,300",653,648,648
R86927,FT,0,0,0,0,0,0,0,0,0,"17,904","18,778","17,988","17,044"
R86928,FT,0,0,0,0,0,0,0,0,0,"13,005","25,166","20,602","16,928"
R86929,FT,0,0,0,0,0,0,0,0,0,"1,650","11,312","10,139","9,938"
R86931,FT,0,0,0,0,0,0,0,0,0,"47,895","44,984","45,643","42,375"
R86933,FT,0,0,0,0,0,0,0,0,0,"8,966","9,609","8,692","8,159"
R86935,FT,0,0,0,0,0,0,0,0,0,"5,761","6,308","5,857","4,479"
R86937,FT,0,0,0,0,0,0,0,0,0,"17,247","18,128","16,991","15,974"
R86938,FT,0,0,0,0,0,0,0,0,0,"38,277","29,229","15,075","27,989"
R86939,FT,0,0,0,0,0,0,0,0,0,"12,771","18,259","11,350","9,962"
R86951,FT,0,0,0,0,0,0,0,0,0,"12,371","10,720","10,915","11,799"
R86952,FT,0,0,0,0,0,0,0,0,0,"24,541",0,0,0
R86953,FT,0,0,0,0,0,0,0,0,0,"39,444","36,019","34,658","34,011"
R86955,FT,0,0,0,0,0,0,0,0,0,"5,286","4,451","5,217","3,879"
R86956,FT,0,0,0,0,0,0,0,0,0,"19,294",0,0,0
R86957,FT,0,0,0,0,0,0,0,0,0,"31,453","28,097","26,461","22,554"
R86958,FT,0,0,0,0,0,0,0,0,0,"3,572",0,0,0
R86959,PT,0,0,0,0,0,0,0,0,0,"30,275","29,979","10,220","10,295"
R86961,FT,0,0,0,0,0,0,0,0,0,0,91,744,744
R86962,PT,0,0,0,0,0,0,0,0,0,77,653,648,648
R86963,FT,0,0,0,0,0,0,0,0,0,"9,613","11,239","9,081","9,045"
R86965,FT,0,0,0,0,0,0,0,0,0,"13,591","12,294","11,505","10,944"
R86966,FT,0,0,0,0,0,0,0,0,0,"4,830","8,236","1,008","1,008"
R86967,FT,0,0,0,0,0,0,0,0,0,"3,160","6,926",0,0
R86968,FT,0,0,0,0,0,0,0,0,0,"7,852","8,942","9,095","8,542"
R86969,FT,0,0,0,0,0,0,0,0,0,"35,842",836,828,0
R86971,FT,0,0,0,0,0,0,0,0,0,"1,416",91,744,744
R86972,PT,0,0,0,0,0,0,0,0,0,"6,540",518,0,806
R86973,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86975,FT,0,0,0,0,0,0,0,0,0,"14,497","12,950","15,995","14,986"
R86976,FT,0,0,0,0,0,0,0,0,0,"10,627","11,042","9,491","9,128"
R86977,FT,0,0,0,0,0,0,0,0,0,"8,509","9,471","9,644","9,023"
R86978,FT,0,0,0,0,0,0,0,0,0,"17,886","14,510","12,380","9,296"
R86979,PT,0,0,0,0,0,0,0,0,0,"12,058","14,800","14,990","11,286"
R86982,PT,0,0,0,0,0,0,0,0,0,"22,236","9,312","17,371","14,325"
R86983,FT,0,0,0,0,0,0,0,0,0,"9,399",773,0,0
R86985,FT,0,0,0,0,0,0,0,0,0,"5,676","4,945","4,508","2,634"
R86986,PT,0,0,0,0,0,0,0,0,0,"46,640","2,400",648,"55,698"
R86987,PT,0,0,0,0,0,0,0,0,0,"17,611",0,0,0
R86988,FT,0,0,0,0,0,0,0,0,0,615,"5,721","3,220",648
R86989,FT,0,0,0,0,0,0,0,0,0,"12,408","10,474",648,648
R86991,FT,0,0,0,0,0,0,0,0,0,"8,372","13,536","6,249","9,982"
R86992,FT,0,0,0,0,0,0,0,0,0,"36,584","33,330","33,724","37,803"
R86993,FT,0,0,0,0,0,0,0,0,0,"16,179",0,0,0
R86995,FT,0,0,0,0,0,0,0,0,0,"12,124",836,828,0
R86996,FT,0,0,0,0,0,0,0,0,0,"4,968",653,797,"1,100"
R86997,FT,0,0,0,0,0,0,0,0,0,0,"8,394","3,613",828
R86998,FT,0,0,0,0,0,0,0,0,0,"13,714","11,898","12,810","14,495"
R86999,FT,0,0,0,0,0,0,0,0,0,"3,302",0,0,0
R87001,FT,0,0,0,0,0,0,0,0,0,"2,769","8,496","4,074",0
R87002,FT,0,0,0,0,0,0,0,0,0,"13,279","14,102","16,304","14,761"
R87005,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R87006,FT,0,0,0,0,0,0,0,0,0,"15,489","16,835",86,648
R87007,FT,0,0,0,0,0,0,0,0,0,"15,193","16,557","11,729","10,132"
R87008,FT,0,0,0,0,0,0,0,0,0,"3,547",653,648,648
R87009,PT,0,0,0,0,0,0,0,0,0,"13,305","18,515","7,803","8,430"
R87011,FT,0,0,0,0,0,0,0,0,0,"2,183","9,989","4,368","3,854"
R87012,FT,0,0,0,0,0,0,0,0,0,"17,483","18,121","16,746","15,795"
R87013,FT,0,0,0,0,0,0,0,0,0,"6,952","8,607","6,620","3,313"
R87015,FT,0,0,0,0,0,0,0,0,0,"35,940",653,"43,328","6,576"
R87016,FT,0,0,0,0,0,0,0,0,0,"19,248","15,738","16,207","8,957"
R87017,FT,0,0,0,0,0,0,0,0,0,"13,956","18,739","13,911","11,724"
R87018,PT,0,0,0,0,0,0,0,0,0,"9,749","8,092","7,238","7,221"
R87021,FT,0,0,0,0,0,0,0,0,0,"26,428","21,761","28,093","21,033"
R87022,FT,0,0,0,0,0,0,0,0,0,"20,249","20,783","14,259","12,639"
R87023,FT,0,0,0,0,0,0,0,0,0,"8,442","12,028","8,030","9,532"
R87025,FT,0,0,0,0,0,0,0,0,0,"11,968","11,951","9,558","9,867"
R87026,FT,0,0,0,0,0,0,0,0,0,362,0,0,0
R87027,FT,0,0,0,0,0,0,0,0,0,"25,666","33,908","24,702","24,271"
R87028,FT,0,0,0,0,0,0,0,0,0,"12,052","13,894","11,149","10,585"
R87029,FT,0,0,0,0,0,0,0,0,0,0,"15,840","11,201","9,120"
R87032,FT,0,0,0,0,0,0,0,0,0,0,"13,407","6,648","8,011"
R87033,PT,0,0,0,0,0,0,0,0,0,0,"6,809","7,731","6,694"
R87035,FT,0,0,0,0,0,0,0,0,0,"27,297","30,625","27,169","30,255"
R87036,FT,0,0,0,0,0,0,0,0,0,"25,058","23,891","21,420","8,581"
R87037,FT,0,0,0,0,0,0,0,0,0,"14,492",745,744,744
R87039,FT,0,0,0,0,0,0,0,0,0,"32,124","34,670","23,893","21,887"
R87051,FT,0,0,0,0,0,0,0,0,0,"18,502","2,400","12,313","22,380"
R87052,FT,0,0,0,0,0,0,0,0,0,"33,495","31,100","34,219","29,915"
R87053,FT,0,0,0,0,0,0,0,0,0,53,0,0,0
R87055,FT,0,0,0,0,0,0,0,0,0,"55,942","63,381","63,987","51,943"
R87056,FT,0,0,0,0,0,0,0,0,0,0,"14,297","8,434","4,235"
R87057,FT,0,0,0,0,0,0,0,0,0,"41,394","37,649","18,647","9,365"
R87058,PT,0,0,0,0,0,0,0,0,0,0,"5,261",924,924
R87059,FT,0,0,0,0,0,0,0,0,0,"3,268",0,0,"3,819"
R87061,FT,0,0,0,0,0,0,0,0,0,"13,744","27,054","34,732","35,931"
R87062,PT,0,0,0,0,0,0,0,0,0,"1,176","22,505","28,616","24,623"
R87063,FT,0,0,0,0,0,0,0,0,0,"25,199","20,376","24,344","24,346"
R87065,PT,0,0,0,0,0,0,0,0,0,0,"12,336","21,350","24,496"
R87066,FT,0,0,0,0,0,0,0,0,0,0,"12,847","6,722","7,537"
R87067,FT,0,0,0,0,0,0,0,0,0,0,"7,772",744,744
R87068,FT,0,0,0,0,0,0,0,0,0,0,"5,854","1,350","2,193"
R87069,FT,0,0,0,0,0,0,0,0,0,502,"8,033","3,072","4,834"
R87071,FT,0,0,0,0,0,0,0,0,0,"7,205","20,642","12,312","12,149"
R87072,FT,0,0,0,0,0,0,0,0,0,0,"9,052","5,737","5,037"
R87073,PT,0,0,0,0,0,0,0,0,0,0,"7,873","3,557",0
R87075,FT,0,0,0,0,0,0,0,0,0,"5,591","15,037","9,778","10,083"
R87076,FT,0,0,0,0,0,0,0,0,0,"5,011","15,538","6,785","5,588"
R87077,FT,0,0,0,0,0,0,0,0,0,106,"26,783","15,862","13,581"
R87078,FT,0,0,0,0,0,0,0,0,0,"4,072","12,458","8,132","4,209"
R87081,FT,0,0,0,0,0,0,0,0,0,0,"18,518","15,537","12,160"
R87082,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R87083,FT,0,0,0,0,0,0,0,0,0,0,"26,200","25,369","19,392"
R87085,FT,0,0,0,0,0,0,0,0,0,0,"21,457","18,895","17,316"
R87086,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R87087,FT,0,0,0,0,0,0,0,0,0,0,"15,631","14,385",0
R87088,FT,0,0,0,0,0,0,0,0,0,0,"27,987","33,998","28,131"
R87089,FT,0,0,0,0,0,0,0,0,0,0,653,648,648
R87091,PT,0,0,0,0,0,0,0,0,0,0,"17,923","23,676","25,494"
R87093,FT,0,0,0,0,0,0,0,0,0,0,"42,090","42,860","51,466"
R87095,FT,0,0,0,0,0,0,0,0,0,0,"12,695","9,020","7,489"
R87096,FT,0,0,0,0,0,0,0,0,0,0,"22,567","16,409","13,448"
R87098,PT,0,0,0,0,0,0,0,0,0,0,600,"2,400","2,400"
R87099,FT,0,0,0,0,0,0,0,0,0,0,"34,143","13,146",0
R87101,FT,0,0,0,0,0,0,0,0,0,0,"45,811","46,979","45,673"
R87102,FT,0,0,0,0,0,0,0,0,0,0,"5,823","5,106","4,868"
R87103,FT,0,0,0,0,0,0,0,0,0,0,91,"7,416","6,739"
R87105,FT,0,0,0,0,0,0,0,0,0,0,"42,812","42,053","46,868"
R87106,FT,0,0,0,0,0,0,0,0,0,0,745,744,744
R87107,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R87108,FT,0,0,0,0,0,0,0,0,0,0,653,648,744
R87109,FT,0,0,0,0,0,0,0,0,0,0,"26,479",648,0
R87111,FT,0,0,0,0,0,0,0,0,0,0,"9,925",85,0
R87112,FT,0,0,0,0,0,0,0,0,0,0,"14,978","18,508","13,341"
R87115,FT,0,0,0,0,0,0,0,0,0,0,"2,478",0,0
R87116,PT,0,0,0,0,0,0,0,0,0,0,"2,573",0,0
R87117,FT,0,0,0,0,0,0,0,0,0,0,"9,558","6,435",0
R87118,FT,0,0,0,0,0,0,0,0,0,0,"33,932","33,631","33,407"
R87119,PT,0,0,0,0,0,0,0,0,0,0,"10,445",648,"30,113"
R87121,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R87122,FT,0,0,0,0,0,0,0,0,0,0,"27,266","26,609","31,338"
R87123,FT,0,0,0,0,0,0,0,0,0,0,"12,276","8,419",744
R87125,FT,0,0,0,0,0,0,0,0,0,0,"16,783","12,651",828
R87127,FT,0,0,0,0,0,0,0,0,0,0,"31,702","30,737","1,008"
R87129,FT,0,0,0,0,0,0,0,0,0,0,"25,365","14,520","2,008"
R87131,FT,0,0,0,0,0,0,0,0,0,0,"12,873","5,485","4,391"
R87133,FT,0,0,0,0,0,0,0,0,0,0,"19,516","9,538","10,810"
R87135,FT,0,0,0,0,0,0,0,0,0,0,"26,228","22,808","11,213"
R87136,FT,0,0,0,0,0,0,0,0,0,0,"11,235","5,902","4,866"
R87137,FT,0,0,0,0,0,0,0,0,0,0,"15,858","10,043","9,599"
R87138,FT,0,0,0,0,0,0,0,0,0,0,"8,679","4,010",0
R87139,PT,0,0,0,0,0,0,0,0,0,0,"6,130","1,832",792
R87151,FT,0,0,0,0,0,0,0,0,0,0,"36,943","28,392","22,952"
R87152,FT,0,0,0,0,0,0,0,0,0,0,"10,949","5,035","4,334"
R87153,FT,0,0,0,0,0,0,0,0,0,0,"24,519","17,525",0
R87155,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R87157,FT,0,0,0,0,0,0,0,0,0,0,"12,175","9,068","8,489"
R87158,FT,0,0,0,0,0,0,0,0,0,0,"18,293","12,881","15,510"
R87159,FT,0,0,0,0,0,0,0,0,0,0,"19,051","18,186","17,913"
R87161,FT,0,0,0,0,0,0,0,0,0,0,"28,240","25,703",648
R87162,FT,0,0,0,0,0,0,0,0,0,0,653,0,0
R87163,FT,0,0,0,0,0,0,0,0,0,0,"27,770","29,000","31,070"
R87165,FT,0,0,0,0,0,0,0,0,0,0,"22,838","17,908","21,098"
R87167,FT,0,0,0,0,0,0,0,0,0,0,"17,521","7,385","6,555"
R87168,FT,0,0,0,0,0,0,0,0,0,0,"23,688","23,038","22,634"
R87169,FT,0,0,0,0,0,0,0,0,0,0,"18,257","15,590","10,923"
R87171,FT,0,0,0,0,0,0,0,0,0,0,"15,797","40,718","7,004"
R87173,FT,0,0,0,0,0,0,0,0,0,0,"21,453","19,295","14,846"
R87176,PT,0,0,0,0,0,0,0,0,0,0,"13,203","3,738","3,865"
R87178,FT,0,0,0,0,0,0,0,0,0,0,"9,137","11,375","16,061"
R87179,FT,0,0,0,0,0,0,0,0,0,0,653,648,0
R87181,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
