Snowball.Map,Name,Contact.Last.Name,Contact.First.Name,Contact.Salutation,Contact.Gender.Code,Contact.Title.Description,Price,Reviews,Category,Phone.Number,FullAddress,Street,City,State,Zip,Location.Sales.Volume.Description,Location.Employment.Size.Description,Small.Business.Entrepreneur.Indicator,Vendor.Ethnicity.Description,infoUSA.ID,Franchise.Specialty.Description1,True.Franchise.Indicator
73230,Asian Pear Buffet,,,,,,$$,27,Chinese,(250) 868-0038,"['2050 Harvey Avenue', 'Kelowna, BC V1Y 8P8', 'Canada']",2050 Harvey Ave,Kelowna,BC,V1Y 8P8,,,,,NA,,
73231,Mekong Restaurant,TRUONG,DAN,MR,M,OWNER,$$,26,Chinese,(250) 763-2238,"['1030 Harvey Avenue', 'Kelowna, BC V1Y 8S4', 'Canada']",1030 Harvey Ave,Kelowna,BC,V1Y 8S4,$1-2.5 MILLION,20-49,N,Vietnamese,20746269,,
73232,Ume Foods,LEE,KATRINA,MS,F,OWNER,$,57,Japanese,(778) 484-7566,"['8 - 1470 Harvey Avenue', 'Kelowna, BC V1Y 9K8', 'Canada']",8-1470 Harvey Ave,Kelowna,BC,V1Y 9K8,"LESS THAN $500,000",9-May,Y,English,743280586,,
73233,Double J Hong Kong Fusion,,,,,,null,4,Chinese,(250) 763-1379,"['101-1180 Sunset Drive', 'Kelowna, BC V1Y 9W6', 'Canada']",101-1180 Sunset Dr,Kelowna,BC,V1Y 9W6,,,,,NA,,
73234,Wok Inn 3,CHEN,HONG,MR,M,MANAGER,null,2,Chinese,(250) 769-1893,"['1818 Byland Road', 'Kelowna, BC V1Z 1A9', 'Canada']",1818 Byland Rd,West Kelowna,BC,V1Z 1A9,"LESS THAN $500,000",4-Jan,N,Vietnamese,50993674,,
73235,Princess House,ZHOU,AMY,MS,F,OWNER,null,3,Chinese,(250) 769-1368,"['1731 Ross Road', 'West Kelowna, BC V1Z 3E7', 'Canada']",1731 Ross Rd,West Kelowna,BC,V1Z 3E7,"LESS THAN $500,000",9-May,Y,Chinese,47133855,,
73236,West Sakura Teriyaki Restaurant,LE,NHAN,MR,M,OWNER,$$,24,Japanese,(778) 755-5665,"['1515 Westgate Road', 'Suite 9', 'West Kelowna, BC V1Z 3X4', 'Canada']",1515 Westgate Rd Suite 9,West Kelowna,BC,V1Z 3X4,"LESS THAN $500,000",9-May,Y,Vietnamese,743161560,,
73237,Yamato West Kelowna,PHAM,DON,MR,M,OWNER,null,3,Japanese,(778) 755-5866,"['210-525 Highway 97 S', 'West Kelowna, BC V1Z 4C9', 'Canada']",210-525 Highway 97 S,West Kelowna,BC,V1Z 4C9,"LESS THAN $500,000",9-May,Y,Vietnamese,743281824,,
73238,Ginza Japanese Restaurant,MIN,KATIE,MS,F,OWNER,$$,6,Japanese,(250) 493-0303,"['74 Front St', 'Penticton, BC V2A 1H1', 'Canada']",74 Front St,Penticton,BC,V2A 1H1,"LESS THAN $500,000",9-May,Y,Korean,46867487,,
73239,Wild Scallion,,,,,,$$,41,Cajun Seafood,(250) 486-8117,"['75 Front Street', 'Penticton, BC V2A 1H2', 'Canada']",75 Front St,Penticton,BC,V2A 1H2,"LESS THAN $500,000",9-May,N,Unknown,64313919,,
73240,Isshin Japanese Deli,CHEN,SHAUN,MR,M,DIRECTOR,$$,20,Japanese,(250) 770-1141,"['151 Front St', 'Penticton, BC V2A 1H3', 'Canada']",151 Front St,Penticton,BC,V2A 1H3,"LESS THAN $500,000",9-May,N,Chinese,724721102,,
73241,Lee's Overseas Delights Restaurant,LEE,JOHN,MR,M,OWNER,$$,12,Chinese,(250) 492-7172,"['139 Westminster Ave W', 'Penticton, BC V2A 1J7', 'Canada']",139 Westminster Ave W,Penticton,BC,V2A 1J7,"$500,000-1 MILLION",19-Oct,N,English,28786119,,
73242,Tokyo Japanese Restaurant,,,,,,null,3,Japanese,(250) 492-6610,"['786 Westminster Avenue W', 'Penticton, BC V2A 1K8', 'Canada']",786 Westminster Ave W,Penticton,BC,V2A 1K8,,,,,NA,,
73243,Hokuto Japanese Cuisine,,,,,,null,7,Japanese,(250) 492-6610,"['101-786 Westminster Avenue W', 'Penticton, BC V2A 1K8', 'Canada']",101-786 Westminster Ave W,Penticton,BC,V2A 1K8,,,,,NA,,
73244,Saigon On Main,TRAN,TRINH,MS,F,OWNER,null,13,Chinese,(250) 493-8998,"['314 Main Street', 'Penticton, BC V2A 5C3', 'Canada']",314 Main St,Penticton,BC,V2A 5C3,"$500,000-1 MILLION",19-Oct,N,Vietnamese,52305620,,
73245,Beijing Restaurant,,,,,,$$,5,Chinese,(250) 492-2144,"['504 Main Street', 'Penticton, BC V2A 5C7', 'Canada']",504 Main St,Penticton,BC,V2A 5C7,,,,,NA,,
73246,Sushi Heaven Japanese Restaurant,,,,,,null,10,Japanese,() ,"['564 Main Street', 'Penticton, BC V2A 5C7', 'Canada']",564 Main St,Penticton,BC,V2A 5C7,,,,,NA,,
73247,Japanese Kitchen Kura,,,,,,null,1,Japanese,(778) 476-1138,"['1445 Main Street', 'Penticton, BC V2A 5G4', 'Canada']",1445 Main Street,Penticton,BC,V2A 5G4,"LESS THAN $500,000",4-Jan,N,Unknown,743163626,,
73248,China Palace,POON,MICHAEL,MR,M,OWNER,$$,18,Chinese,(250) 492-9883,"['1933 Main Street', 'Penticton, BC V2A 5H5', 'Canada']",1933 Main St,Penticton,BC,V2A 5H5,"$500,000-1 MILLION",19-Oct,N,Chinese,20189700,,
73249,Penticton Buffet,JAING,KELLY,MS,F,MANAGER,$$,13,Chinese,(250) 492-8338,"['2987 Skaha Lake Road', 'Penticton, BC V2A 6G3', 'Canada']",2987 Skaha Lake Rd,Penticton,BC,V2A 6G3,"$500,000-1 MILLION",19-Oct,N,Chinese,60302858,,
73250,Sushi Kojo,,,,,,$$,24,Japanese,(236) 422-4566,"['3480 Skaha Lake Road', 'Penticton, BC V2A 6G4', 'Canada']",3480 Skaha Lake Rd,Penticton,BC,V2A 6G4,,,,,NA,,
73251,Sizzling Rice Express,PON,KENNETH C,MR,M,OWNER,null,1,Chinese,(250) 770-1011,"['2111 Main Street', 'Penticton, BC V2A 6W6', 'Canada']",2111 Main Street,Penticton,BC,V2A 6W6,"LESS THAN $500,000",4-Jan,Y,Chinese,30420657,,
73252,Sushi Genki,,,,,,$$,15,Japanese,(250) 490-9809,"['95 Eckhardt Avenue E', 'Suite 104', 'Penticton, BC V2A 8L2', 'Canada']",95 Eckhardt Ave E Suite 104,Penticton,BC,V2A 8L2,,,,,NA,,
73253,Edo Japan,KARIN,NORM,MR,M,PRESIDENT,$$,8,Japanese,(250) 770-0062,"['126-300 Riverside Drive', 'Penticton, BC V2A 9C9', 'Canada']",126-300 Riverside Dr,Penticton,BC,V2A 9C9,"LESS THAN $500,000",9-May,Y,Russian,56828445,,Y
73254,Lee's Garden Restaurant,LI,WAN MING,MS,F,OWNER,null,1,Chinese,(250) 376-8386,"['750 Fortune Dr', 'Ste #17', 'Kamloops, BC V2B 2L2', 'Canada']",750 Fortune Dr Ste 17,Kamloops,BC,V2B 2L2,"LESS THAN $500,000",9-May,Y,Chinese,42017178,,
73255,San Maru Japanese Restaurant,,,,,,$$,4,Japanese,(250) 554-9783,"['750 Fortune Drive', 'Suite 23', 'Kamloops, BC V2B 2L2', 'Canada']",750 Fortune Dr Suite 23,Kamloops,BC,V2B 2L2,,,,,NA,,
73256,Oriental Express Restaurant,,,,,,null,3,Chinese,(778) 470-2060,"['1166 8th Street', 'Kamloops, BC V2B 7H1', 'Canada']",1166 8th St,Kamloops,BC,V2B 2Y2,"LESS THAN $500,000",9-May,N,Unknown,743283407,,
73257,Dynasty Garden,,,,,,$,10,Chinese,(250) 376-9288,"['227 Tranquille Road', 'Kamloops, BC V2B 3G2', 'Canada']",227 Tranquille Rd,Kamloops,BC,V2B 3G2,,,,,NA,,
73258,Hatsuki Sushi,CUI,TONY,MR,M,OWNER,null,7,Japanese,(250) 376-8815,"['424 Tranquille Road', 'Kamloops, BC V2B 3G8', 'Canada']",424 Tranquille Rd,Kamloops,BC,V2B 3G8,"LESS THAN $500,000",4-Jan,Y,Chinese,55688923,,
73259,Nara Korean & Japanese Restaurant,,,,,,$$,13,Japanese,(778) 470-5666,"['474 Tranquille Road', 'Kamloops, BC V2B 3H2', 'Canada']",474 Tranquille Rd,Kamloops,BC,V2B 3H2,"LESS THAN $500,000",9-May,N,Unknown,725176664,,
73260,Lotus Inn Restaurant,TA,QUINN,MR,M,OWNER,null,8,Chinese,(250) 376-2611,"['512 Tranquille Road', 'Kamloops, BC V2B 3H4', 'Canada']",512 Tranquille Rd,Kamloops,BC,V2B 3H4,"$500,000-1 MILLION",19-Oct,N,Chinese,20686358,,
73261,Edo Japan,,,,,,null,3,Japanese,(236) 421-0028,"['46-700 Tranquille Road', 'Kamloops, BC V2B 3H9', 'Canada']",46-700 Tranquille Rd,Kamloops,BC,V2B 3H9,"LESS THAN $500,000",9-May,N,Unknown,750200261,,Y
73262,Moon Wok Chinese Restaurant,ERKOIS,ANDREA,MR,M,MANAGER,$$,18,Chinese,(778) 470-5789,"['755 Tranquille Road', 'Kamloops, BC V2B 3J3', 'Canada']",755 Tranquille Rd,Kamloops,BC,V2B 3J3,"LESS THAN $500,000",9-May,N,French,727725345,,
73263,BAMBOO INN RESTAURANT,LI,WILSON,MR,M,OWNER,null,3,Chinese,(250) 376-3386,"['6-1800 Tranquille Road', 'Kamloops, BC V2B 3L9', 'Canada']",6-1800 Tranquille Rd,Kamloops,BC,V2B 3L9,"LESS THAN $500,000",9-May,Y,Chinese,20012688,,
73264,Nishino Sushi,CHANG,NICKY,MR,M,MANAGER,$$,4,Japanese,(250) 579-2129,"['3020 A Westsyde Road', 'Kamloops, BC V2B 7G2', 'Canada']",3020A Westsyde Rd,Kamloops,BC,V2B 7G2,"LESS THAN $500,000",9-May,N,Chinese,62924832,,
73265,The Wakayama Ramen Bar,,,,,,null,4,Japanese,(236) 425-3330,"['101-795 McGill Road', 'Kamloops, BC V2C 0B7', 'Canada']",101-795 McGill Rd,Kamloops,BC,V2C 0B9,,,,,NA,,
73266,Burger & Cafe Joy,,,,,,$,22,Japanese,(250) 377-0049,"['Sahali Mall', '140 945 Columbia Street W', 'Kamloops, BC V2C 1L5', 'Canada']",140-945 Columbia St W Sahali Mall,Kamloops,BC,V2C 1L5,"LESS THAN $500,000",9-May,N,Unknown,742959112,,
73267,Oya Japanese Restaurant,LEE,PAUL,MR,M,OWNER,$$,26,Japanese,(250) 374-6649,"['1380 Summit Drive', 'Kamloops, BC V2C 1T8', 'Canada']",1380 Summit Dr,Kamloops,BC,V2C 1T8,"$500,000-1 MILLION",19-Oct,N,English,52384013,,
73269,Royal Tokyo,,,,,,$$,17,Japanese,(250) 374-8675,"['324 Victoria Street', 'Kamloops, BC V2C 2A5', 'Canada']",324 Victoria St,Kamloops,BC,V2C 2A5,"LESS THAN $500,000",9-May,N,Unknown,725080456,,
73270,Afrofusion,,,,,,null,2,Cajun Seafood,() ,"['326 Victoria Street', 'Kamloops, BC V2C 2A5', 'Canada']",326 Victoria St,Kamloops,BC,V2C 2A5,,,,,NA,,
73271,Dragon Wok & Grill,,,,,,null,2,Chinese,(250) 377-3715,"['101A 340 Victoria Street', 'Kamloops, BC V2C 2A5', 'Canada']",101A-340 Victoria St,Kamloops,BC,V2C 2A5,,,,,NA,,
73272,Jacob's Noodle & Cutlet,,,,,,$$,89,Japanese,(778) 471-3597,"['4th Aveune', 'Suite 260', 'Kamloops, BC V2C 2A9', 'Canada']","4th Aveune, Suite 260",Kamloops,BC,V2C 2A9,,,,,NA,,
73273,Shades Of Green Cannabis,,,,,,$$,26,Chinese,(236) 425-1842,"['519 Victoria Street', 'Kamloops, BC V2C 2B1', 'Canada']",519 Victoria St,Kamloops,BC,V2C 2B1,,,,,NA,,
73274,Arigato Sushi of Valleyview,,,,,,null,11,Japanese,(250) 372-9244,"['1821 Trans Canada Highway E', 'Kamloops, BC V2C 3Z7', 'Canada']",1821 Trans Canada Hwy E,Kamloops,BC,V2C 3Z7,,,,,NA,,
73275,Sushi Valley,KIM,CARL,MR,M,OWNER,$$,6,Japanese,(250) 851-9889,"['11 - 2121 Trans Canada Highway', 'Kamloops, BC V2C 4A6', 'Canada']",11-2121 Trans Canada Hwy E,Kamloops,BC,V2C 4A6,"$500,000-1 MILLION",19-Oct,N,Korean,718325598,,
73276,Shanghai Mandarin Restaurant,AU,BECKY,MS,F,OWNER,$$,8,Chinese,(250) 828-0571,"['14 - 1315 Summit Drive', 'Kamloops, BC V2C 5R9', 'Canada']",14-1315 Summit Dr,Kamloops,BC,V2C 5R9,"$500,000-1 MILLION",19-Oct,N,Korean,26311639,,
73277,Oh Sushi Mura,OH,SUNG WOO,MR,M,OWNER,$$,14,Japanese,(250) 314-1112,"['1021 McGill Road', 'Kamloops, BC V2C 6N6', 'Canada']",1021 McGill Rd,Kamloops,BC,V2C 6H4,"LESS THAN $500,000",9-May,Y,Korean,63410385,,
73278,Taka Japanese Restaurant,YUN,PETER,MR,M,OWNER,$$,12,Japanese,(250) 828-0806,"['1210 Summit Drive', 'Suite 270', 'Kamloops, BC V2C 6M1', 'Canada']",1210 Summit Dr Suite 270,Kamloops,BC,V2C 6M1,"LESS THAN $500,000",9-May,Y,Chinese,31342116,,
73279,Tiger Ramen,,,,,,$$,62,Japanese,(778) 471-6011,"['310-1210 Summit Drive', 'Kamloops, BC V2C 6M1', 'Canada']",310-1210 Summit Dr,Kamloops,BC,V2C 6M1,,,,,NA,,
73280,Beijing restaurant,CHAU,STEPHEN,MR,M,OWNER,null,1,Chinese,(250) 372-3355,"['1250 Trans Canada Highway', 'Kamloop, BC V2C 6R3', 'Canada']",1250 Trans Canada Highway,Kamloop,BC,V2C 6R3,"$500,000-1 MILLION",19-Oct,N,Chinese,59789834,,
73281,Rice Bowl Rose Garden,LIU,THOMAS,MR,M,OWNER,$$,6,Chinese,(250) 372-3868,"['1180 Columbia Street W', 'Suite 109G', 'Kamloops, BC V2C 6R6', 'Canada']",1180 Columbia St W Suite 109G,Kamloops,BC,V2C 6R6,"LESS THAN $500,000",4-Jan,Y,Chinese,21012687,,
73282,Sushi Plus,,,,,,$$,18,Japanese,(778) 471-3471,"['1801 Princeton-Kamloops Hwy', 'Kamloops, BC V2E 2J7', 'Canada']",1801 Princeton Kamloops Hwy,Kamloops,BC,V2E 2J7,"LESS THAN $500,000",9-May,N,Unknown,715434138,,
73283,Arigato Sushi,KIM,SUN,MS,F,OWNER,$$,51,Japanese,(250) 314-1185,"['70-1395 Hillside Drive', 'Kamloops, BC V2E 2R7', 'Canada']",70-1395 Hillside Dr,Kamloops,BC,V2E 2R7,"$500,000-1 MILLION",19-Oct,N,Korean,46521126,,
73284,Wok Box,MO,MUSTOFK,,,SITE MANAGER,$$,14,Chinese,(250) 314-9911,"['330-1055 Hillside Drive', 'Kamloops, BC V2E 2S5', 'Canada']",330-1055 Hillside Dr,Kamloops,BC,V2E 2S5,"$500,000-1 MILLION",19-Oct,N,Chinese,54856364,,Y
73285,Noodle California,KIM,NAOMI,MS,F,OWNER,$$,7,Cajun Seafood,(250) 392-2775,"['401-1185 Prosperity Way', 'Williams Lake, BC V2G 0A6', 'Canada']",401-1185 Prosperity Way,Williams Lake,BC,V2G 0A6,$1-2.5 MILLION,4-Jan,Y,Korean,63361356,,
73286,Mings Palace Restaurant,NG,PETER,MR,M,OWNER,null,2,Chinese,(250) 392-6225,"['12 Oliver St', 'Williams Lake, BC V2G 1L7', 'Canada']",12 Oliver St,Williams Lake,BC,V2G 1L7,"LESS THAN $500,000",9-May,Y,Chinese,20761961,,
73287,Sushi Sakura,KIM,NAOMI,MS,F,OWNER,$$,12,Japanese,(250) 305-0035,"['770 Oliver Street', 'Williams Lake, BC V2G 1M9', 'Canada']",770 Oliver St,Williams Lake,BC,V2G 1N1,"LESS THAN $500,000",9-May,Y,Korean,58226077,,
73288,Hong Sheng,LI,JACKY,MR,M,OWNER,null,5,Chinese,(250) 398-6888,"['72C 2nd Avenue S', 'Williams Lake, BC V2G 3Z1', 'Canada']",72C 2nd Avenue S,Williams Lake,BC,V2G 3Z1,"LESS THAN $500,000",9-May,Y,Chinese,38556098,,
73289,Mini Japan Sushi,,,,,,$$,3,Japanese,(250) 992-2822,"['394 Front Street', 'Quesnel, BC V2J 2K3', 'Canada']",394 Front St,Quesnel,BC,V2J 2K3,,,,,NA,,
73290,Ginza Ichiban,,,,,,null,2,Japanese,(778) 466-5577,"['2010 Valhalla Road', 'Quesnel, BC V2J 4C1', 'Canada']",2010 Valhalla Rd,Quesnel,BC,V2J 4C1,,,,,NA,,
73291,Zen Noodle House & Sizzler,,,,,,null,3,Cajun Seafood,(250) 596-5009,"['693 Brunswick Street', 'Prince George, BC V2L 0B8', 'Canada']",693 Brunswick St,Prince George,BC,V2L 0B8,,,,,NA,,
73292,Japan Wasabi Sushi Wonton House,FUNG,TERRY,MR,M,MANAGER,$,6,Japanese,(250) 562-8111,"['395 Quebec Street', 'Prince George, BC V2L 1W4', 'Canada']",395 Quebec St,Prince George,BC,V2L 1W4,"LESS THAN $500,000",9-May,N,Chinese,53263703,,
73293,Shogun Japanese Steakhouse,CHOW,ELMER,MR,M,MANAGER,$$,12,Japanese,(250) 563-0121,"['770 Brunswick St', 'Prince George, BC V2L 2C2', 'Canada']",770 Brunswick St,Prince George,BC,V2L 2C2,"$500,000-1 MILLION",19-Oct,N,Chinese,28167872,,
73294,China Cup Buffet,LO,STELLA,MS,F,OWNER,$$,8,Chinese,(250) 614-2323,"['121-1600 15th Avenue', 'Prince George, BC V2L 3X3', 'Canada']",121-1600 15th Ave,Prince George,BC,V2L 3X3,$1-2.5 MILLION,20-49,N,Chinese,32836629,,
73295,Noodlebox,,,,,,null,2,Cajun Seafood,(250) 596-0099,"['3055 Massey Drive', 'Unit 303', 'Pine Centre Mall', 'Prince George, BC V2N 2S9', 'Canada']",3055 Massey Dr Unit 303 Pine Centre Mall,Prince George,BC,V2N 2S9,,,,,NA,,
73296,CAPITAL SEAFOOD RESTAURANT,,,,,,$$,43,Chinese,(604) 795-7805,"['45766 Kipp Avenue', 'Chilliwack, BC V2P 1Y4', 'Canada']",45766 Kipp Ave,Chilliwack,BC,V2P 1Y4,,,,,NA,,
73297,Yale Sushi,,,,,,$$,11,Japanese,() ,"['45905 Yake Road', 'Suite 38', 'Chilliwack, BC V2P 2M6', 'Canada']",45905 Yale Rd Suite 38,Chilliwack,BC,V2P 2M6,"LESS THAN $500,000",9-May,N,Unknown,62776224,,
73298,Canton Garden,CHEN,SHIH CHIN,MR,M,OWNER,$$,24,Chinese,(604) 792-0961,"['45595 Yale Rd', 'Chilliwack, BC V2P 2N1', 'Canada']",45595 Yale Rd,Chilliwack,BC,V2P 2N1,$1-2.5 MILLION,20-49,N,Chinese,20148706,,
73299,Tokyo Japanese Grill,OHM,CATHY,MS,F,OWNER,$$,8,Japanese,(604) 795-2931,"['46170 Yale Rd E', 'Chilliwack, BC V2P 2P1', 'Canada']",46170 Yale Rd E,Chilliwack,BC,V2P 2P1,"LESS THAN $500,000",9-May,Y,German,35636182,,
73300,Dragon Dynasty Asian Cuisine,,,,,,null,3,Cajun Seafood,(604) 702-1868,"['46171 Yale Road', 'Chilliwack, BC V2P 4P9', 'Canada']",46171 Yale Rd,Chilliwack,BC,V2P 2P2,,,,,NA,,
73301,Woo MAI Sushi Japanese Restaurant,PARK,JAE HUN,MR,M,OWNER,$$,8,Japanese,(604) 792-0799,"['45725 Hocking Avenue', 'Chilliwack, BC V2P 6Z6', 'Canada']",45725 Hocking Ave,Chilliwack,BC,V2P 6Z6,"LESS THAN $500,000",4-Jan,Y,Korean,37005519,,
73302,Hing Lung Chinese Restaurant,,,,,,null,14,Chinese,(604) 402-1238,"['5-8580 Young Rd', 'Chilliwack, BC V2P 6Z8', 'Canada']",5-8580 Young Rd,Chilliwack,BC,V2P 6Z8,,,,,NA,,
73303,Noodle Canteen,,,,,,null,5,Chinese,(604) 392-3080,"['11-46030 Yale Road', 'Chilliwack, BC V2P 7V2', 'Canada']",11-46030 Yale Rd,Chilliwack,BC,V2P 7V2,,,,,NA,,
73304,Golden Dragon Village,,,,,,null,1,Chinese,(604) 846-7800,"['100G - 6640 Vedder Road', 'Vedder Pointe Shopping Centre', 'Chilliwack, BC V2R 4E1', 'Canada']",100G-6640 Vedder Rd Vedder Pointe Shopping Centre,Chilliwack,BC,V2R 0J2,,,,,NA,,
73305,Sushi Nabi,KIM,ALEX,MR,M,OWNER,$$,9,Japanese,(604) 846-7999,"['130B-6640 Vedder Road', 'Chilliwack, BC V2R 2C7', 'Canada']",130B-6640 Vedder Rd,Chilliwack,BC,V2R 0J2,"LESS THAN $500,000",9-May,Y,Korean,58196262,,
73306,Maru Sushi,SONG,MARK,MR,M,OWNER,$$,25,Japanese,(604) 846-0100,"['45540 Market Way', 'Suite 1', 'Chilliwack, BC V2R 5S1', 'Canada']",45540 Market Way Suite 1,Chilliwack,BC,V2R 0M5,"LESS THAN $500,000",9-May,Y,Chinese,58196254,,
73307,Garrison Bistro,ROBINSON,SARAH,MS,F,MANAGER,$$,32,Cajun Seafood,(604) 846-1167,"['45555 Market Way', 'Suite 6', 'Chilliwack, BC V2R 0M5', 'Canada']",45555 Market Way Suite 6,Chilliwack,BC,V2R 0M5,$1-2.5 MILLION,20-49,N,English,61452579,,
73308,Woodman Chinese,KIM,RICK,MR,M,OWNER,$$,20,Chinese,(604) 705-1888,"['45590 Market Way', 'Unit 4', 'Chilliwack, BC V2R 0M5', 'Canada']",45590 Market Way Unit 4,Chilliwack,BC,V2R 0M5,"LESS THAN $500,000",9-May,Y,Korean,439112260,,
73309,Sushico,,,,,,null,8,Japanese,(604) 392-2400,"['222-8249 Eagle Landing Parkway', 'Chilliwack, BC V2R 0P9', 'Canada']",222-8249 Eagle Landing Pky,Chilliwack,BC,V2R 0P9,$1-2.5 MILLION,,N,Unknown,763212519,,
73310,Moonlily Restaurant,LI,TERRY,MR,M,MANAGER,$$$,18,Chinese,(604) 858-1838,"['103-5885 Vedder Road', 'Chilliwack, BC V2R 1C3', 'Canada']",103-5885 Vedder Rd,Chilliwack,BC,V2R 1C3,"LESS THAN $500,000",9-May,N,Chinese,53723805,,
73311,Noodleman,,,,,,$$,34,Chinese,(604) 858-4999,"['6336 Vedder Road', 'Chilliwack, BC V2R 1C8', 'Canada']",6336 Vedder Rd,Chilliwack,BC,V2R 1C8,,,,,NA,,
73312,Mandarin Garden Buffet Restaurant,LEONG,RAYMOND,MR,M,MANAGER,$$,27,Chinese,(604) 858-9836,"['45295 Luckakuck Way', 'Chilliwack, BC V2R 3C7', 'Canada']",45295 Luckakuck Way,Chilliwack,BC,V2R 3C7,$1-2.5 MILLION,20-49,N,Chinese,34070292,,
73313,Hana Sushi,KIM,MONJA,MS,F,OWNER,$$,20,Japanese,(604) 847-0305,"['45300 Luckakuck Way', 'Chilliwack, BC V2R 3C7', 'Canada']",45300 Luckakuck Way,Chilliwack,BC,V2R 3C7,"LESS THAN $500,000",9-May,Y,Korean,45420460,,
73314,Gon Sushi,PARK,JIHYUN,MS,F,OWNER,$$,18,Japanese,(604) 858-2939,"['5725 Vedder Road', 'Suite 23', 'Chilliwack, BC V2R 3N4', 'Canada']",5725 Vedder Rd Suite 23,Chilliwack,BC,V2R 3N4,"LESS THAN $500,000",9-May,Y,Korean,54626007,,
73315,CoCo CafΘ,KIM,KEN,MR,M,MANAGER,$,17,Japanese,(604) 846-3679,"['5960 Tyson Rd', 'Chilliwack, BC V2R 3N9', 'Canada']",5960 Tyson Rd,Chilliwack,BC,V2R 3N9,"LESS THAN $500,000",4-Jan,N,Korean,61452546,,
73316,Ginkgo Chinese Food,ZHANG,JACK,MR,M,OWNER,null,10,Chinese,(604) 858-4343,"['7579 Vedder Road', 'Chilliwack, BC V2R 4E8', 'Canada']",7579 Vedder Rd,Chilliwack,BC,V2R 4E8,"LESS THAN $500,000",4-Jan,Y,Chinese,34070441,,
73317,Vedder Sushi,,,,,,$$,25,Japanese,(604) 824-9880,"['8-7300 Vedder Road', 'Chilliwack, BC V2R 4G6', 'Canada']",8-7300 Vedder Rd,Chilliwack,BC,V2R 4G6,"LESS THAN $500,000",9-May,N,Unknown,56829583,,
73318,Sushiwa,SONG,GYOHANG,MR,M,MANAGER,$,24,Japanese,(604) 846-1113,"['5625 Promontory Road', 'Suite 102', 'Chilliwack, BC V2R 4M5', 'Canada']",5625 Promontory Rd Suite 102,Chilliwack,BC,V2R 4M5,"LESS THAN $500,000",9-May,N,Chinese,58196270,,
73319,Sora Sushi & Teriyaki,CHO,JAY,MR,M,MANAGER,$$,19,Japanese,(604) 847-9121,"['4125 Columbia Valley Road', 'Cultus Lake, BC V2R 5B7', 'Canada']",4125 Columbia Valley Road,Cultus Lake,BC,V2R 5B7,"LESS THAN $500,000",9-May,N,Korean,49081797,,
73320,Sushi Yama,SHIN,CAEHUAN,MR,M,OWNER,null,14,Japanese,(604) 846-0656,"['110-7491 Vedder Rd', 'Chilliwack, BC V2R 6E7', 'Canada']",110-7491 Vedder Rd,Chilliwack,BC,V2R 6E7,"LESS THAN $500,000",9-May,Y,Chinese,59823344,,
73321,Ra Sushi,PARK,JONG,MS,F,OWNER,null,11,Japanese,(604) 776-0518,"['110-1878 McCallum Road', 'Abbotsford, BC V2S 8A2', 'Canada']",110-1878 McCallum Rd,Abbotsford,BC,V2S 0H9,"LESS THAN $500,000",9-May,Y,Korean,440635650,,
73322,Little Japan Sushi Restaurant,CHO,EUN KYUNG,MS,F,OWNER,$$,14,Japanese,(604) 854-6205,"['33643 Marshall Rd', 'Abbotsford, BC V2S 1L4', 'Canada']",33643 Marshall Rd,Abbotsford,BC,V2S 1L4,"LESS THAN $500,000",4-Jan,Y,Korean,46454864,,
73323,Hot Chili House,,,,,,null,9,Chinese,(604) 746-3090,"['3 - 33643 Marshall Road', 'Abbotsford, BC V2S 1L4', 'Canada']",3-33643 Marshall Road,Abbotsford,BC,V2S 1L4,"LESS THAN $500,000",9-May,N,Unknown,61442356,,
73324,Hong Dynasty,,,,,,null,10,Chinese,(604) 854-3333,"['33363 S Fraser Way', 'Abbotsford, BC V2S 2B2', 'Canada']",33363 South Fraser Way,Abbotsford,BC,V2S 2B2,,,,,NA,,
73325,Nikko Sushi,,,,,,$$,64,Japanese,(604) 850-8968,"['33324 S Fraser Way', 'Suite 12', 'Abbotsford, BC V2S 2B4', 'Canada']",33324 South Fraser Way Suite 12,Abbotsford,BC,V2S 2B4,,,,,NA,,
73326,Tong Fei Chinese Restaurant,WANG,WILLY,MR,M,OWNER,$,17,Chinese,(604) 853-4715,"['7-33324 S Fraser Way', 'Abbotsford, BC V2S 2B4', 'Canada']",7-33324 South Fraser Way,Abbotsford,BC,V2S 2B4,"LESS THAN $500,000",4-Jan,Y,Chinese,21107420,,
73327,Bamboo Palace Restaurant,MA,CHUNG,MR,M,OWNER,$$$,26,Chinese,(604) 853-8311,"['33508 South Fraser Way', 'Abbotsford, BC V2S 2B5', 'Canada']",33508 South Fraser Way,Abbotsford,BC,V2S 2B5,"LESS THAN $500,000",9-May,Y,Chinese,20012704,,
73328,KoJan Sushi,,,,,,$$,21,Japanese,(604) 776-1001,"['33640 S Fraser Way', 'Suite 103', 'Abbotsford, BC V2S 2B5', 'Canada']",33640 South Fraser Way Suite 103,Abbotsford,BC,V2S 2B9,,,,,NA,,
73329,Sasha Sushi,,,,,,null,14,Japanese,(604) 852-7874,"['2070 Sumas Way', 'Suite 108', 'Abbotsford, BC V2S 2C7', 'Canada']",2070 Sumas Way Suite 108,Abbotsford,BC,V2S 2C7,,,,,NA,,
