,,Total ARR,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,Comments,,,,
R88681,FT,"29,789","30,065","26,212","27,299","28,205","31,648","35,569","29,932","29,601","36,068","36,515","37,327","38,491","1,164",2%,,,"27,164","28,100","23,670","25,158","25,444","28,602","33,082","27,632","27,251","33,718","34,072","34,880","35,609",,"2,625","1,965","2,542","2,141","2,761","3,046","2,487","2,300","2,350","2,350","2,443","2,447","2,882",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86906,R86906
R88682,FT,"25,728","26,791","25,482","25,471","20,618","27,044","21,658","25,693","24,148","27,622","23,422","23,009","21,931","-1,078",-2%,,,"22,370","23,618","22,898","22,929","17,811","24,373","19,641","22,930","20,815","23,065","21,218","20,563","19,831",,"3,358","3,173","2,584","2,542","2,807","2,671","2,017","2,763","3,333","4,557","2,204","2,446","2,100",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86908,R86908
R88683,FT,"20,810","16,576","16,340","17,102","21,250","15,045","14,895","17,109","18,357","16,460","15,633","18,211","18,505",294,16%,,,"20,810","16,576","16,340","17,102","21,250","15,045","14,895","17,109","18,357","16,460","15,633","18,211","18,505",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86909,R86909
R88685,FT,"71,152","70,055","77,595","80,981","70,595","76,837","80,353","71,716","68,868","58,818","57,261","66,578","58,175","-8,403",16%,,,"64,633","63,819","69,764","72,472","61,392","67,946","69,717","62,108","59,841","50,886","50,141","59,592","52,494",,"6,519","6,236","7,831","8,509","9,203","8,891","10,636","9,608","9,027","7,932","7,120","6,986","5,681",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86912,R86912
R88688,FT,"27,757","20,672","16,744","16,750","17,296","17,342","14,477","17,001","16,479","13,765","14,222","15,324","14,722",-602,8%,,,"27,757","20,672","16,744","16,750","17,296","17,222","14,477","17,001","16,479","13,765","14,222","15,324","14,722",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86915,R86915
R88689,FT,"17,656","13,994","13,141","13,847","13,644","14,590","15,551","13,126","12,317","12,371","12,639","12,385","12,579",194,-2%,,,"17,656","13,994","13,141","13,847","13,644","14,590","15,551","13,126","12,317","12,371","12,639","12,385","12,579",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86916,R86916
R88691,FT,"14,698","15,621","15,174","17,080","12,775","15,409",358,653,0,0,0,0,0,0,,,,"14,698","15,621","15,174","17,080","12,775","15,409",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,358,653,0,0,0,0,0,,,,,R86917,R86917
R88692,FT,"25,823","22,252","23,396","19,741","17,241","19,238","16,350","20,951","22,641","25,302","25,839","28,561","27,866",-695,11%,,,"25,823","22,252","23,396","19,741","17,241","19,238","16,350","20,951","22,641","25,302","25,839","28,561","27,866",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86918,R86918
R88695,FT,0,0,0,0,"14,409","8,115","6,108","13,901","11,855","12,832","5,700","15,675","11,000","-4,675",175%,,,0,0,0,0,"14,409","8,115","6,108","13,901","11,855","12,832","5,700","15,675","11,000",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86919,R86919
R88696,FT,"16,512","17,460","18,361",648,653,"20,530",653,"25,816","6,329",600,600,"2,400","2,400",0,300%,,,"16,512","17,460","18,165",0,0,"20,530",0,"25,511","6,329",600,600,"2,400","2,400",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,196,648,653,0,653,305,0,0,0,0,0,,,"churned due to locally hired, doesn't want to resume because they have 3 frontdeck to help",,R86921,R86921
R88698,FT,"71,842","81,251","76,931","75,633","66,225","74,501","74,164","75,622","71,210","79,012","70,064","75,741","69,323","-6,418",8%,,,"71,842","81,251","76,931","75,633","66,225","74,381","74,164","75,622","71,210","79,012","70,064","75,741","69,323",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86922,R86922
R88699,FT,"36,430","44,984","39,214","44,316","36,620","49,666","50,919","55,053","51,764","51,386","53,072","52,517","54,432","1,915",-1%,,,"31,190","38,900","34,158","38,795","30,216","42,982","44,422","48,236","44,768","44,553","46,844","46,575","47,352",,"5,240","6,084","5,056","5,521","6,404","6,684","6,497","6,817","6,996","6,833","6,228","5,942","7,080",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86926,R86926
R88701,FT,"18,390","15,016","15,340","14,555","15,716","15,765","17,354","16,195","22,599","16,407","16,529","18,149","18,100",-49,10%,,,"18,390","15,016","15,340","14,555","15,716","15,765","17,354","16,195","22,599","16,407","16,529","18,149","18,100",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86927,R86927
R88702,FT,0,0,0,0,"42,326","42,556","48,847","56,103","52,188","57,925","58,657","60,891","59,564","-1,327",4%,,,0,0,0,0,"36,667","37,270","43,177","48,926","45,642","50,526","52,110","54,197","53,142",,0,0,0,0,"5,659","5,286","5,670","7,177","6,546","7,399","6,547","6,694","6,422",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86928,R86928
R88703,FT,"31,829","22,680","24,264","24,412","23,478","19,965","21,079","22,691","23,466","19,148","19,551","22,994","28,860","5,866",18%,,,"31,829","22,680","24,264","24,412","23,478","19,845","21,079","22,691","23,466","19,148","19,551","22,994","28,860",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86929,R86929
R88705,FT,"56,311","52,429","49,444","45,840","44,163","42,069","44,325","44,463","40,371","43,841","46,893","43,353","40,339","-3,014",-8%,,,"56,311","52,429","49,444","45,840","44,163","41,949","44,325","44,463","40,371","43,841","46,893","43,353","40,339",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86931,R86931
R88708,FT,"47,029","48,054","43,061","41,912","35,046","41,175","40,315","38,390","33,394","36,314","33,104","27,736","26,095","-1,641",-16%,,,"47,029","48,054","43,061","41,912","35,046","41,175","40,315","38,390","33,394","36,314","33,104","27,736","26,095",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86933,R86933
R88709,PT,"22,305","19,217","31,269","26,224","33,989","26,595","34,599","35,312","35,002","36,786","36,800","36,819","33,017","-3,802",0%,,,"22,305","19,217","31,269","26,224","33,989","26,595","34,599","35,312","35,002","36,786","36,800","36,819","33,017",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86935,R86935
R88719,PT,"11,858","2,400","7,554","7,742","27,530","2,400","2,400","6,224","6,459","2,400","2,400","2,400","4,759","2,359",0%,,,"11,858","2,400","7,554","7,742","27,530","2,400","2,400","6,224","6,459","2,400","2,400","2,400","4,759",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86937,R86937
R88721,FT,"11,433","9,547","10,776","8,267","9,404","8,050","9,096","8,330","12,862","12,625","12,526","13,210","13,579",369,5%,,,"11,433","9,547","10,776","8,267","9,404","8,050","9,096","8,330","11,784","11,168","11,209","12,003","12,602",,0,0,0,0,0,0,0,0,448,"1,068",867,864,917,,0,0,0,0,0,0,0,0,630,389,450,343,60,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86938,R86938
R88723,FT,"7,669","12,657","12,428","11,546","12,255","13,314","13,101","13,661","11,826","13,554","15,008","11,902","9,474","-2,428",-21%,,,"7,669","12,657","12,428","11,546","12,255","13,314","13,101","13,661","11,826","13,554","15,008","11,902","9,474",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86939,R86939
R88725,FT,"21,669","22,318","18,919","15,863","12,248","16,890","16,553","15,201","21,540","14,458","20,304","13,569","11,519","-2,050",-33%,,,"21,669","22,318","18,919","15,863","12,248","16,890","16,553","15,201","21,540","14,458","20,304","13,569","11,519",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86951,R86951
R88728,FT,"24,666","18,352","18,770","17,139","19,034","17,837","18,019","17,594","23,127","22,981","22,971","21,515","27,824","6,309",-6%,,,"24,666","18,352","18,770","17,139","19,034","17,837","18,019","17,594","20,725","20,154","20,393","19,188","26,125",,0,0,0,0,0,0,0,0,"1,620","2,270","1,869","1,881","1,619",,0,0,0,0,0,0,0,0,782,557,709,446,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86952,R86952
R88729,FT,"37,402","39,400","31,763","32,569","27,394","31,904","27,300","28,506","28,009","28,052","28,615","25,988","26,063",75,-9%,,,"35,860","33,773","28,354","28,339","22,556","27,513","24,970","24,646","24,056","24,318","25,151","22,589","22,895",,"1,542","5,627","3,409","4,230","4,838","4,271","2,330","3,860","3,953","3,734","3,464","3,399","3,168",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86953,R86953
R88731,FT,"74,137","70,279","73,998","71,823","74,143","71,457","66,639","67,257","70,481","70,975","71,921","73,427","71,110","-2,317",2%,,,"62,532","60,032","62,523","61,342","61,641","59,626","56,909","57,355","61,376","61,629","63,817","64,604","62,483",,"11,605","10,247","11,475","10,481","12,502","11,711","9,730","9,902","9,105","9,346","8,104","8,823","8,627",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86955,R86955
R88735,FT,"26,317","26,536","23,468","22,086","23,313",0,0,0,0,0,0,0,0,0,,,,"26,317","26,536","23,468","22,086","23,313",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86956,R86956
R88737,PT,"19,895","14,830","15,306","14,621","14,707","13,346","12,358","12,583","15,233","12,530","13,211","12,385","11,563",-822,-6%,,,"18,692","14,830","15,287","14,539","14,499","13,315","12,298","12,567","15,220","12,516","13,211","12,385","11,494",,"1,203",0,19,82,208,31,60,16,13,14,0,0,69,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86957,R86957
R88751,FT,"18,855","19,578","17,019","16,031","16,664","16,614","17,464","18,225","17,303","18,126","18,485","18,476","16,714","-1,762",0%,,,"15,958","16,604","14,589","13,675","13,799","14,082","14,868","15,405","14,467","15,300","15,611","15,466","14,302",,"2,897","2,974","2,430","2,356","2,865","2,532","2,596","2,820","2,836","2,826","2,874","3,010","2,412",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86958,R86958
R88752,FT,"49,294","36,747","32,392","34,516","43,027","36,619","32,035","29,087","30,887","28,501","25,428","24,688","27,922","3,234",-3%,,,"49,294","36,747","32,392","34,516","43,027","36,619","32,035","29,087","30,887","28,501","25,428","24,688","27,922",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86959,R86959
R88753,FT,"33,366","37,837","29,835","33,240","25,567","35,526","29,167","28,876","25,159","27,338","21,265","21,316","18,333","-2,983",0%,,,"26,797","31,255","24,938","27,330","20,382","29,496","24,417","24,001","20,468","22,675","17,462","18,008","15,472",,"6,569","6,582","4,897","5,910","5,185","6,030","4,750","4,875","4,691","4,663","3,803","3,308","2,861",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86961,R86961
R88757,FT,"20,406","25,305","18,658","18,874","14,195","16,998","16,112","22,832","24,190","32,897","44,134","47,379","54,798","7,419",7%,,,"20,406","25,305","18,658","18,874","14,195","16,998","16,112","22,832","24,190","32,897","44,134","47,379","54,798",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86962,R86962
R88761,FT,"22,479","24,617","23,556","19,908","16,911","20,937","20,867","20,865","18,822","20,183","20,917","21,222","18,892","-2,330",1%,,,"22,479","24,617","23,556","19,908","16,911","20,937","20,867","20,865","18,822","20,183","20,917","21,222","18,892",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86963,R86963
R88762,FT,"39,007","25,938","24,991","27,613","32,437","31,035","27,674","27,853","39,413","27,111","23,541","25,750","22,470","-3,280",9%,,,"39,007","25,938","24,991","27,613","32,437","30,915","27,674","27,853","39,413","27,111","23,541","25,750","22,470",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86965,R86965
R88765,FT,"31,376","34,941","30,885","31,355","27,283","32,743","33,830","35,690","29,498","31,428","29,637","28,879","25,659","-3,220",-3%,,,"31,376","34,941","30,885","31,355","27,283","32,623","33,830","35,690","29,498","31,428","29,637","28,879","25,659",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86966,R86966
R88768,FT,"12,326","13,526","13,119","13,448","12,480","12,787","13,346","12,338","12,084","11,177","13,191","11,337",648,"-10,689",-14%,,,"12,326","13,526","13,119","13,448","12,480","12,787","13,346","12,338","12,084","11,177","13,191","11,337",648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86967,R86967
R88769,FT,"26,811","28,430","27,305","27,243","23,311","27,068","23,592","27,791","26,500","29,928","25,159","28,262","26,205","-2,057",12%,,,"26,811","28,430","27,305","27,243","23,311","27,068","23,592","27,791","26,489","29,928","25,159","28,262","26,205",,0,0,0,0,0,0,0,0,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86968,R86968
R88772,FT,0,0,0,0,0,0,0,0,"13,041","12,174","13,441","11,511","11,631",120,-14%,,,0,0,0,0,0,0,0,0,"11,342","10,647","11,602","10,495","10,670",,0,0,0,0,0,0,0,0,"1,189","1,202","1,228",616,873,,0,0,0,0,0,0,0,0,510,325,611,400,88,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86969,R86969
R88773,FT,"13,703","9,719","13,507","10,975","12,623","11,397","11,569","12,113","12,780","10,343","12,137","12,297","11,366",-931,1%,,,"13,703","9,719","13,507","10,975","12,623","11,397","11,569","12,113","12,372","9,864","11,547","11,937","11,106",,0,0,0,0,0,0,0,0,323,387,383,211,235,,0,0,0,0,0,0,0,0,85,92,207,149,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86971,R86971
R88775,FT,"23,716","22,369","25,076","22,215","19,247","22,131","22,396","21,683","21,576","22,009","24,829","22,919","23,590",671,-8%,,,"23,716","22,369","25,076","22,215","19,247","22,131","22,396","21,683","21,576","22,009","24,829","22,919","23,590",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86972,R86972
R88776,FT,"32,050","35,608","40,398","38,744","32,574","38,876","42,756","32,544","45,932","39,047","38,217","2,245",0,"-2,245",-94%,,,"28,944","32,293","36,627","35,378","29,226","35,644","39,598","30,091","42,968","35,528","35,474",0,0,,"3,106","3,315","3,771","3,366","3,348","3,232","3,158","2,453","2,964","3,519","2,743","2,245",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86973,R86973
R88779,FT,"20,684","18,964","18,323","17,179","17,536","15,428","21,389","18,777","22,459","23,152","19,372","13,750","29,137","15,387",-29%,,,"20,684","18,964","18,323","17,179","17,536","15,428","21,389","18,777","22,459","23,152","19,372","13,750","29,137",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86975,R86975
R88782,FT,"23,207","22,832","21,019","21,005","22,046","25,630","26,469","21,343","20,143","23,965","22,487","22,389","22,498",109,0%,,,"23,207","22,832","21,019","21,005","22,046","25,630","26,469","21,343","20,143","23,965","22,487","22,389","22,498",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86976,R86976
R88783,PT,"26,190","22,548","21,019",324,327,"2,400","2,400","2,400",653,653,653,648,648,0,-1%,,,"26,190","22,548","21,019",0,0,"2,400","2,400","2,400",653,653,653,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,324,327,0,0,0,0,0,0,0,0,,,,,R86977,R86977
R88786,FT,"20,836","22,900","21,857","19,557","16,672","19,762","20,033","21,298","19,740","21,078","21,489","22,351",0,"-22,351",4%,,,"18,645","20,811","19,846","17,735","14,677","17,801","18,089","19,077","17,244","18,474","19,202","20,116",0,,"2,191","2,089","2,011","1,822","1,995","1,961","1,944","2,221","2,496","2,604","2,287","2,235",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86978,R86978
R88787,FT,"38,165","28,178","32,270","29,707","31,699","36,666","36,096","39,729","43,281","38,162","38,423","39,560","38,240","-1,320",3%,,,"38,165","28,178","27,242","28,087","28,616","33,117","32,503","35,749","35,546","34,867","35,243","35,950","35,048",,0,0,"5,028","1,620","3,083","3,549","3,593","3,980","3,782","3,295","3,180","3,610","3,192",,0,0,0,0,0,0,0,0,"3,953",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86979,R86979
R88789,FT,0,0,"27,162","32,993","31,563","32,862","37,642","38,850","40,818","46,450","40,373","38,708","47,585","8,877",-4%,,,0,0,"27,162","32,993","31,563","32,742","37,642","38,850","40,818","46,450","40,373","38,708","47,585",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86982,R86982
R88791,PT,"31,595","33,854","30,801","28,413","23,394","27,699","23,788","24,423","23,709","28,429","24,810","23,441","22,789",-652,-6%,,,"27,367","29,204","26,904","24,679","19,894","24,208","20,618","21,119","20,306","24,092","21,479","20,458","19,870",,"4,228","4,650","3,897","3,734","3,500","3,491","3,170","3,304","3,403","4,337","3,331","2,983","2,919",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86983,R86983
R88793,FT,"20,900","15,972","13,266","12,965","7,466","12,183",653,0,0,0,0,0,0,0,,,,"20,900","15,972","13,266","12,965","7,466","12,183",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,653,0,0,0,0,0,0,,,,,R86985,R86985
R88795,FT,"13,013","14,999","12,446","13,390","9,162","7,906","12,238","12,003","9,158","10,601","8,269","7,269",0,"-7,269",-12%,,,"12,070","13,792","11,427","12,238","8,611","7,595","11,297","11,075","8,548","9,789","7,818","6,862",0,,943,"1,207","1,019","1,152",551,191,941,928,610,812,451,407,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86986,R86986
R88796,FT,"14,725","13,943","16,747","16,013","15,258","13,529","16,622","18,225","16,432","16,142","21,406","21,151","13,677","-7,474",-1%,,,"14,725","13,943","16,747","16,013","15,258","13,529","16,622","18,225","16,432","16,142","21,406","21,151","13,677",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86987,R86987
R88797,FT,"36,949","40,252","43,542","39,555","34,380","38,677","41,024","47,539","43,727","48,560","50,361","52,203","46,444","-5,759",4%,,,"32,757","35,819","39,343","35,707","30,679","35,232","37,597","43,504","40,019","44,381","46,706","47,750","42,984",,"4,192","4,433","4,199","3,848","3,701","3,445","3,427","4,035","3,708","4,179","3,655","4,453","3,460",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86988,R86988
R88798,FT,"23,022","26,851","23,066","18,328","20,447","18,216","20,622","20,645","19,747","21,115","20,216","18,542","20,929","2,387",-8%,,,"21,580","24,290","21,159","16,801","19,202","17,112","19,156","18,984","17,904","19,073","18,815","17,865","19,544",,"1,441","2,561","1,907","1,527","1,245","1,104","1,466","1,661","1,843","2,042","1,401",677,"1,385",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86989,R86989
R88799,FT,"19,248","19,524","17,636","14,445","15,513","18,519","15,205","17,627","17,565","20,013","17,080","10,748","13,097","2,349",-37%,,,"19,248","19,524","17,636","14,445","15,513","18,519","15,205","17,627","17,565","18,931","15,690","10,748","13,097",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,"1,082","1,390",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86991,R86991
R88801,FT,"26,793","23,892","24,341","26,655","24,838","23,589","13,953","11,994","14,153","16,506","10,803","12,151","11,795",-356,12%,,,"23,787","21,297","21,485","23,169","21,521","20,904","13,953","11,994","14,153","14,574","10,803","12,151","11,795",,"3,006","2,595","2,856","3,486","3,317","2,685",0,0,0,"1,298",0,0,0,,0,0,0,0,0,0,0,0,0,634,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86992,R86992
R88803,FT,"45,714","38,700","40,798","36,267","36,791","30,179","27,172","30,566","30,810","29,697","27,293","24,855","26,901","2,046",-9%,,,"37,531","31,829","33,261","29,804","30,270","24,699","22,524","25,281","25,417","24,687","22,636","21,284","23,449",,"8,183","6,871","7,537","6,463","6,521","5,360","4,648","5,285","5,393","5,010","4,657","3,571","3,452",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86993,R86993
R88805,FT,"58,704","58,722","58,146","58,533","54,585","55,697","60,605","67,565","57,960","59,920","54,630","53,603","45,208","-8,395",-2%,,,"50,731","51,110","50,845","51,048","46,567","47,837","53,347","58,533","50,122","52,066","48,089","47,151","40,107",,"7,973","7,612","7,301","7,485","8,018","7,860","7,258","9,032","7,838","7,854","6,541","6,452","5,101",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86995,R86995
R88806,FT,"15,815","14,141","11,820","11,088","11,867","11,102","10,260","10,097","11,497","10,372","11,054","10,112","10,961",849,-9%,,,"15,815","14,141","11,820","11,088","11,867","11,102","10,260","10,097","11,497","10,372","11,054","10,112","10,961",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86996,R86996
R88807,FT,"30,361","33,784","31,140","27,811","29,092","30,192","27,983","29,922","37,646","27,574","25,957","25,752","25,982",230,-1%,,,"30,361","33,784","31,140","27,811","29,092","30,192","27,983","29,922","37,646","27,574","25,957","25,752","25,982",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86997,R86997
