Snowball Map,ID,Name,Opening Hours,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Business Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range
42066,f310b00a3a06b075,Korea House,"Mon-Fri 11am-3pm 5pm-9pm, Sat Noon-4pm 5am-9pm, Sun Closed",2700 W Anderson Ln,Austin,TX,78757,United States,Hang,Kim,Owner,Owner,,,1988,,(512) 458-2477,1,koreahouseatx@gmail.com,Korean; Japanese,$$
42092,fd18a8deed9165cf,Moshi Sushi Bar,"Mon-Thu 5am-7pm, Fri-Sun Closed",2152 E Main St,Columbus,OH,43209,United States,David,Kim,Principal,Owner,,,2009,,(614) 732-0641,2,moshisushibar@hotmail.com,Japanese,$$
42093,fd4ec06cc9f9eb99,The Bayou,"Mon-Thu 4pm-11pm, Fri-Sun 11:30am-11pm",580 Gramatan Ave,Mt Vernon,NY,10552,United States,Peter,van Cott,President,General,,,1991,,(914) 668-2634,1,thebayouny@aol.com,Cajun,$$
42120,15ffc6f3b6e214eb,China City,"Mon 11:30am-9pm, Tue 11am-9pm, Wed 11am-8:30pm, Thu 11am-9pm, Fri Closed, Sat Noon-9pm, Sun 11:30am-8pm",2421 Main St,Lake Placid,NY,12946,United States,John,Murray,Principal,Owner,,,,,(518) 523-8866,1,00chinacity@gmail.com,Szechuan; Chinese,$
42129,177705817c07c4c8,Steak Stone & Sushi,"Mon-Thu 3pm-6pm, Fri-Sat Closed, Sun 3pm-6pm",1340 Military Rd,Niagara Falls,NY,14304,United States,Johnny,Chi,Business Owner,Owner,,,2018,,(716) 625-3313,1,,Japanese,$$
42135,1e3bb4135c810855,Cajun Craven,"Mon-Tue 3pm-9pm, Wed Closed, Thu 3pm-9pm, Fri-Sat Noon-11pm, Sun Noon-9pm",12141 Beamer Rd,Houston,TX,77089,United States,Carolyn,Tran,Executive Director,General,,,2008,,(281) 922-7588,1,,Creole; Cajun,$$
42139,1bdbc64db3cc0b0c,Caravan of Dreams,"Mon 1pm-10:30pm, Tue-Wed 4:30pm-10:30pm, Thu-Fri 1pm-10:30pm, Sat-Sun 11am-10:30pm",405 E 6th St,New York,NY,10009,United States,,Angel,President,General,angel@caravanofdreams.net,,1991,,(212) 254-1613,1,reservations@caravanofdreams.net,Japanese,$$
42151,0a2233713a7e9397,The King And I,"Mon-Sat 11am-9pm, Sun Closed",104 15th St,Canyon,TX,79015,United States,Vic,Bounpha,Owner,Owner,,,2010,,(806) 655-2491,1,,Japanese,$$
42152,0804a2c2ea79e6fe,Sushi Blue,"Mon-Sat 11:30am-9pm, Sun Closed",1571 Redstone Center Dr,Park City,UT,84098,United States,Bill,White,President,General,,,2012,,(435) 575-4272,4,info@bwrgpc.com,Japanese,$$
42162,0ab4f71080d558ab,Makoto Japanese Steakhouse,"Mon 4pm-9:30pm, Tue-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",2182 US-41,Greenbrier,TN,37073,United States,Chentao,Weng,Principal,Owner,,,,,(615) 863-0179,1,info@makotogreenbrier.com,Japanese,$$
42163,0b1d0e3b5a4d2768,Red Apple,"Mon-Thu 11am-9:45pm, Fri-Sat 11am-10:45pm, Sun Noon-9:45pm",1724 Hylan Blvd,Staten Island,NY,10305,United States,Allen,Tsui,President,General,,,,,(929) 239-4902,1,,Japanese,$
42189,06c080938eb8bf51,Big Eye Japanese Cuisine,"Mon-Thu 11am-10pm, Fri-Sat 11am-10:30pm, Sun Noon-9pm",2965 W Market St,Fairlawn,OH,44333,United States,Young,Kim,Principal,Owner,,,2007,,(330) 836-4433,2,xiuqin3210@gmail.com,Japanese,$$
42193,035790ce95e5b776,Wasabi of Daniel Island,"Mon-Fri 11:30am-9:45pm, Sat 4:30pm-9:45pm, Sun Closed",194 Seven Farms Dr,Charleston,SC,29492,United States,Johnny,Chan,Principal,Owner,,,2009,,(843) 388-8828,2,wasabidanielisland@gmail.com,Japanese; Thai,$$
42207,21c4ee7f34d06f6c,Aji Asian Cuisine,"Mon-Thu 10:45am-9:45pm, Fri-Sat 10:45am-10:45pm, Sun 11:45am-9:45pm",287 Route 32,Central Valley,NY,10917,United States,Olegs,Pogrebezinskis,Principal,Owner,,,,,(845) 827-6655,1,,Japanese,$$
42215,37a960258cae6c9b,Sakana Sushi Bar and Grill,,7626 S Campus View Dr,West Jordan,UT,84084,United States,Julie,Gombojav,Business Owner,Owner,,,2009,,(801) 282-0670,1,sakanasushibar@gmail.com,Japanese,$$
42217,379a8a427b28181c,Kobe,"Mon-Tue 5pm-9pm, Wed Closed, Thu-Sun 5pm-9pm",96 N Main St,Ashland,OR,97520,United States,Billy,Harto,Principal,Owner,,,2007,,(541) 488-8058,2,colela3@gmail.com,Japanese,$$
42229,315cc4b88234dd0d,Kurata,"Mon Closed, Tue-Sun 5pm-8pm",450 5th St,Lake Oswego,OR,97034,United States,Brenda,Marshal,Principal,Owner,,,2006,,(503) 675-4496,1,,Japanese,$$
42241,422221b181730472,Sushi Mike's,"Mon Closed, Tue-Sun 3:30pm-9:30pm",146 Main St,Dobbs Ferry,NY,10522,United States,Michael,Chienyuen,Principal,Owner,,,2002,,(914) 591-0054,1,contact@sushimikes.com,Japanese,$$
42246,3e37b0089893acda,Hibachi Grill,"Mon-Thu 11am-9:30pm, Fri 11am-10pm, Sat 11:30am-10pm, Sun Noon-9:30pm",1003 Broad St,Sumter,SC,29150,United States,Steve,Goodson,Owner,Owner,,,2001,,(803) 418-5200,1,,Japanese,$
42248,3d9ee9cc5ab2cf4a,To-Kai,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun 1am-9:30pm",1699 Grant Ave,Philadelphia,PA,19115,United States,Wu,Ghuo,Principal,Owner,,,2008,,(215) 676-0708,2,info@to-kai.com,Japanese,$$
42278,5106383d4aa2c8df,Kobe,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",13475 US-183,Austin,TX,78750,United States,Susan,Bang,Principal,Owner,,,2003,,(512) 288-7333,2,info@kobeaustin.com,Japanese,$$
42281,4fbfafbf86a95ee1,Cayenne Sushi,"Mon-Thu 11:30am-9:30pm, Fri-Sat 11:30am-10:30pm, Sun 12:30pm-9:30pm",1450 Atwood Ave,Johnston,RI,2919,United States,Marcos,Acosta,Host & Food Runner,Front of the House,,,,,(401) 808-6663,1,info@cayennesushijohnston.com,Japanese,
42283,502069b3a03de8e7,Mouton's Bistro & Bar,"Mon-Tue 8am-10pm, Wed-Sat 8am-Midnight, Sun 8am-10pm",1821 S Lakeline Blvd,Cedar Park,TX,78613,United States,,Ben,Business Owner,Owner,,,2012,,(512) 356-9300,1,cedarpark@moutonsbistro.com,Southern; Caribbean; Cajun,$$
42288,54c7e8d3b0aa4ed1,Oishi Restaurant,"Mon-Sat 11am-Midnight, Sun Noon-Midnight",701 S Crouse Ave,Syracuse,NY,13210,United States,Bi,Lian,Owner,Owner,,,2007,,(315) 422-1116,2,149000111@qq.com,Japanese,$
42294,51e41bbc4ce133c6,Roppongi Sushi Restaurant,"Mon-Thu 11am-10pm, Fri 11am-11pm, Sat Noon-11pm, Sun Noon-10pm",348 Merrick Rd,Amityville,NY,11701,United States,James,Holt,Principal,Owner,,,2007,,(631) 598-7189,1,,Japanese,$$
42319,35cd421d516aa219,Tasty Bowl,"Mon Closed, Tue-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",7400 Schultz Rd,Erie,PA,16509,United States,Raja,Patel,Business Owner,Owner,,,2017,,(814) 860-8888,1,info@tastybowlerie.com,Japanese,$$
42340,51369822ed55c158,Kissho Asian Bistro & Sushi Bar,"Mon-Thu 11am-8:30pm, Fri 11am-9:30pm, Sat Noon-9:30pm, Sun Closed",6823 E Broad St,Columbus,OH,43213,United States,James,Miao,Owner,Owner,,,2013,,(614) 861-3515,1,,Japanese,$$
42343,10111ed3481c643a,Tempura Matsui,"Mon Closed, Tue-Thu 5:30pm-8:30pm, Fri-Sat Noon-2pm 5:30am-8:30pm, Sun 5:30pm-8:30pm",222 E 39th St,New York,NY,10016,United States,Kaname,Furuya,Executive Chef,Back of the House,,,,,(212) 986-8885,5,info@tempuramatsui.com,Japanese,$$$$
42360,270622b968382894,Yamato,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun 11am-9pm",2210 W Southwest Loop 323,Tyler,TX,75701,United States,Lurae,Stokes,,,,,2010,,(903) 534-1888,1,yamatotylertexas@gmail.com,Japanese,$$
42381,5966e48435b17dac,Kitaro Sushi,Daily 11:30am-10pm,510 Amsterdam Ave,New York,NY,10024,United States,Tuan,Ta,Principal,Owner,,,2002,,(212) 787-9008,1,,Japanese,$$
42397,3881fe192b0abd7d,Tsunami Japanese Restaurant,"Mon-Sat 11am-10pm, Sun Noon-10pm",8530 Dorchester Rd,North Charleston,SC,29420,United States,Richard,Fowler,Principal,Owner,,,,,(843) 225-0119,3,tsunami.cheryl@gmail.com,Japanese,$$
42408,30f9363c137c9ad9,Stories on High,"Mon Closed, Tue-Thu 4pm-11pm, Fri-Sat 4pm-Midnight, Sun Closed",404 N High St,Columbus,OH,43215,United States,Sebastian,Larocca,Executive Chef,Back of the House,,,,,(614) 484-5285,1,info@storiesonhigh.com,Japanese,
42436,7cfdccfcd789cd4e,Nagoya Japanese Restaurant,"Mon-Thu 11am-2:30pm 5:30pm-10pm, Fri 11am-2:30pm 5:30pm-11pm, Sat 11:30am-11pm, Sun 11:30am-10pm",1155 W Arbrook Blvd,Arlington,TX,76015,United States,Kevin,Chau,Principal,Owner,,,2000,,(817) 466-3688,1,,Japanese,$$
42440,6dc346443ab48413,Samurai of Tokyo,"Mon-Thu 11am-2pm 5pm-9pm, Fri 11am-2pm 5pm-10pm, Sat 5pm-10pm, Sun 11am-2pm 5pm-9pm",2518 Mallard Dr,Wichita Falls,TX,76308,United States,Katsumi,Uekusa,Owner,Owner,,,1986,,(940) 696-2626,2,,Japanese,$$
42442,6f97c789847ad292,Kumo Sushi & Steakhouse,,2548 Nesconset Hwy,Stony Brook,NY,11790,United States,Bobby,Lam,Principal,Owner,,,2011,,(631) 689-8585,1,,Japanese,$$
42458,7cea63b7b47e93a8,Dragonfly Wine & Sushi Bistro,"Mon Closed, Tue-Wed 4pm-9pm, Thu 4pm-10pm, Fri-Sat 4pm-11pm, Sun 4pm-9pm",5860 N Mesa St,El Paso,TX,79912,United States,Clarissa,Dominguez,Food Server,Front of the House,,,2014,,(915) 304-0775,8,dragonflyn8@gmail.com,Japanese,$$
42465,7bec69c421f8e86f,Spice Asian Kitchen,,Textile Way,Fort Mill,SC,29715,United States,Journey,Rucker,Server,Front of the House,,,2019,,(803) 548-6868,1,spiceasiankitchenevents@gmail.com,Korean; Japanese; Thai,$$
42478,56c9d219d934d686,South Shore Grille,"Mon-Sat 11am-10pm, Sun 11am-9pm",2800 Marina Bay Dr,League City,TX,77573,United States,Mickey,Wooten,Principal,Owner,,,2004,,(281) 334-7700,2,southshoregrille@aol.com,Southern; Cajun,$$
42481,5699ce7e376a5751,Formosa Garden,"Mon-Thu 11am-9:30pm, Fri 11am-10pm, Sat 11:30am-10pm, Sun 11:30am-9:30pm",1011 NE I-410-LOOP,San Antonio,TX,78209,United States,Andy,Wousy,Owner,Owner,,,1992,,(210) 828-9988,4,,Japanese; Chinese,$$
42493,60a95c185f82d4ea,Big Daddy's,"Mon-Fri Closed, Sat-Sun 11am-3pm",1 Park Ln,Massapequa,NY,11758,United States,Peter,Shefkier,Owner,Owner,,,1992,,(516) 799-8877,2,info@bigdaddysny.com,American; Cajun,$$
42495,60f060de4d9cd5aa,Teriyaki Land,"Mon-Fri 10:30am-7pm, Sat-Sun Closed",15579 SE 82nd Dr,Clackamas,OR,97015,United States,Myung,Lee,Owner,Owner,,,2000,,(503) 656-5543,1,,Japanese,$
42498,63df095863e1e850,Sushi Ocean,"Mon-Sat 11am-2:30pm 4:30pm-9:30pm, Sun Closed",16238 Ranch Road 620 N,Austin,TX,78717,United States,,Felicia,Bartender Server,Front of the House,,,2013,,(512) 716-1118,2,ccmimi94@gmail.com,Korean; Japanese,$$
42501,5d27a95aad9e3264,Edohana Sushi,"Mon-Sat 5pm-9pm, Sun Closed",1900 Long Prairie Rd,Flower Mound,TX,75022,United States,Kimmy,Kim,Branch Manager,Operations,,,2007,,(972) 906-7909,2,edohana@outlook.com,Japanese,$$
42509,8025182831c285ba,Cajun Corner,"Mon-Tue 3pm-10pm, Wed Closed, Thu 3pm-10pm, Fri-Sat 11am-10pm, Sun Noon-10pm",1600 N Plano Rd,Richardson,TX,75081,United States,Thuan,Nguyen,Principal,Owner,,,2019,,(972) 231-5078,2,,American; Creole; Cajun,$$
42510,810032a403ba19e2,Hibachi 97,"Mon-Sat 5pm-9:30pm, Sun Closed",770 Road To Six Flags St E,Arlington,TX,76011,United States,Kagami,Fukushima,,,,,1997,,(817) 459-1070,3,,Japanese,$$
42519,821ad673e4e5e17c,Poke 3,"Mon-Sat 11am-9pm, Sun Noon-9pm",3535 N Mesa St,El Paso,TX,79902,United States,Vicente,Santaella,Principal,Owner,,,,,(915) 222-8418,1,,Hawaiian; Japanese,$$
42525,824eef102a91b8f7,Mr Sushi,"Mon-Thu 11:30am-9:30pm, Fri-Sat 11:30am-10pm, Sun Closed",7324 Oxford Ave,Philadelphia,PA,19111,United States,Jasmine,Phan,Cashier,Front of the House,,,,,(215) 722-8800,1,,Japanese,$$
42528,7b2acf2c3d23fc79,Toki Teriyaki,"Mon-Fri 11am-7:30pm, Sat-Sun Closed",300 2nd Ave SW,Albany,OR,97321,United States,Nan,Park,Principal,Owner,,,2005,,(541) 926-5138,4,,Korean; Japanese,$
42543,6d45829da8a9eed4,King's Kitchen,Daily 9am-8pm,90 E Broadway,New York,NY,10002,United States,Chito,Peppler,Web Developer,,chito.peppler@gmail.com,,2015,,(212) 966-7288,1,chito.peppler@gmail.com,Cantonese; Chinese,$
42544,6c2bd38a12237c87,Jani,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun Noon-9pm",260 N Broadway,Hicksville,NY,11801,United States,Luis,Shaung,Owner,Owner,,,1994,,(516) 433-0622,1,winsonhou92@gmail.com,Japanese,$$
42574,789d6f5fdcd0c6db,Nori Handroll Bar,"Mon-Tue 5pm-10:30pm, Wed-Fri 11:30am-2:30pm 5pm-10pm, Sat Noon-10pm, Sun Noon-9pm",2814 Elm St,Dallas,TX,75226,United States,William,Ayers,Sushi Chef,Back of the House,,,2018,,(469) 436-6674,1,eat@norihandrollbar.com,Japanese,$$
42577,78ce3f740ca261d3,New Asian Kitchen,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun Noon-10pm",1034 Park Blvd,Massapequa Park,NY,11762,United States,Chung,Chan,Owner,Owner,,,1991,,(516) 795-1001,2,,Japanese; Chinese,$
42587,74955dc95ba573a7,Sakura Hibachi Express,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10:30pm, Sun 11am-9:30pm",220 S Willow Ave,Cookeville,TN,38501,United States,Trent,Norman,Assistant Manager,General,,,2011,,(931) 528-3898,1,,Japanese,$
42588,5d9ce329465f699d,Gen Sushi,Daily 11am-9:30pm,2067 NE Burnside Rd,Gresham,OR,97030,United States,Charles,Seid,President,General,,,,,(503) 489-5581,1,,Japanese,$$
42602,8a96eec8cd6f2c76,Joyce's Seafood & Steaks,,6415 San Felipe St,Houston,TX,77057,United States,Joyce,Gilbreth,Principal,Owner,,,1997,,(713) 975-9902,2,francisco@joycesseafood.com,Cajun,$$
42606,89e260e8cb0784fd,Sushi Ya,,2311 Jericho Tpke,New Hyde Park,NY,11040,United States,Paul,Chong,Business Owner,Owner,,,2008,,(516) 741-2288,1,,Japanese,$$
42624,895f705d04966493,Embers,"Mon 5pm-8pm, Tue-Thu 5pm-9pm, Fri-Sat 5pm-9:30pm, Sun 5pm-8pm",8170 Montgomery Rd,Cincinnati,OH,45236,United States,John,Zipperstein,President,General,,,,,(513) 984-8090,7,info@embersrestaurant.com,Japanese,$$$
42626,893aa81d9fd8ead9,Azuma,"Mon-Thu 11:30am-2:30pm 5pm-10:30pm, Fri 11:30am-2:30pm 5pm-11pm, Sat Noon-11pm, Sun Noon-10pm",5600 Kirby Dr,Houston,TX,77005,United States,David,Chin,President,General,,,2009,,(713) 432-9649,1,azumakirbysushi@gmail.com,Japanese,$$
42642,86926c7f019f0698,GoFish SushiBox,"Mon-Fri 11am-4pm, Sat-Sun Closed",570 Lexington Ave,New York,NY,10022,United States,Leslie,Ng,Member,Owner,,,,,(917) 438-9261,2,,Japanese,$$
42650,abbfa4f2c0f22d73,Bongo Beaux's Bourre Palace & Cajun Kitchen,"Mon-Thu 4pm-8pm, Fri-Sat 11am-9pm, Sun 11am-8pm",218 W Walnut St,Celina,TX,75009,United States,Earling,Herrington,Member,Owner,,,2019,,(469) 907-4144,1,bongoinfo@bongobeauxs.com,Creole; Cajun,$$
42654,ada3357a074dad5a,Ahoyama Restaurant,"Mon-Fri 11:30am-2pm 5pm-10pm, Sat 5pm-11pm, Sun 5pm-9pm",304 Grapevine Hwy,Hurst,TX,76054,United States,Ginny,Randall,Owner,Owner,,,2002,,(817) 656-7997,2,ckdelicacy@gmail.com,Korean; Japanese,$$
42657,8e5dacd9a0bc6395,Mouton's Southern Bistro,"Mon-Fri 8am-11am, Sat-Sun 8am-2pm",309 N Highway 183,Leander,TX,78641,United States,,Ben,Business Owner,Owner,,,2012,,(512) 260-6300,1,manager@moutonsbistro.com,Southern; Caribbean; Cajun,$$
42660,832111618bb6f7bb,Kissho Sushi,"Mon-Sat 4pm-8:30pm, Sun Closed",970 S George St,York,PA,17403,United States,Yong,Kim,Principal,Owner,,,2008,,(717) 848-8880,2,kisshosushi@yahoo.com,Japanese,$$
42662,bb513133a8744ffa,Sushi King Plus,"Mon Closed, Tue-Thu 11am-8pm, Fri-Sat 11am-9pm, Sun Closed",323 Main St,Highland Falls,NY,10928,United States,Steve,Lee,Principal,Owner,,,,,(845) 446-1458,1,,Japanese,$$
42674,b48e790c5d729d03,Parson's Steakhouse,"Mon-Tue 11am-9pm, Wed 11am-8pm, Thu-Fri 11am-9pm, Sat-Sun Closed",215 S 25 Mile Ave,Hereford,TX,79045,United States,Allen,Parsons,President,General,,,1970,,(806) 364-6413,3,,Japanese,$$
42687,bd2566c0f10beb81,Tokyo Japanese Steakhouse,"Mon-Thu 4:30pm-10pm, Fri 4:30pm-11pm, Sat 11:30am-11pm, Sun 11:30am-9pm",1800 Tiffin Ave,Findlay,OH,45840,United States,Tony,Loin,President,General,,,2004,,(419) 420-8881,2,,Japanese,$$
42702,c8b82230dd53cf5c,Sumin's Restaurant,Daily 11am-9pm,298 S Broadway,Coos Bay,OR,97420,United States,Kyong,Ku,Owner,Owner,,,1993,,(541) 267-0119,2,,Korean; Japanese,$$
42711,c494e1de00da84d0,The Boiling Cajun,"Mon-Wed 4pm-7pm, Thu 4am-7pm, Fri 4pm-7pm, Sat-Sun Closed",809 S Main St,Weatherford,TX,76086,United States,Christine,Thang,Principal,Owner,,,2015,,(817) 594-8388,1,boilingllc@gmail.com,American; Creole; Caribbean; Cajun,$$
42716,c6a715512f5f2aef,Masa Asian Cuisine,"Mon 11:30am-9pm, Tue Closed, Wed-Thu 11:30am-9pm, Fri 11:30am-10pm, Sat 1:30pm-10pm, Sun 1:30pm-9pm",94 Deer Park Ave,Babylon,NY,11702,United States,Eric,Yeh,,,,,2014,,(631) 620-3558,1,masa.asiancuisine@gmail.com,Japanese,$$
42720,b20fd64b210758e0,Piranha Killer Sushi,"Mon-Fri 5pm-6:30pm, Sat Closed, Sun Noon-3pm",859 NE Green Oaks Blvd,Arlington,TX,76006,United States,Cheth,Phan,Sushi Chef,Back of the House,,,,,(817) 261-1636,5,info@piranhakillersushi.com,Japanese,$$
42728,bbbe58ae13c39b22,Hunger Mountain Co-op,Daily 8am-8pm,623 Stone Cutters Way,Montpelier,VT,5602,United States,Justin,Stender,Front End Supervisor at Hunger Mountain Coop,Operations,justins@hungermountain.coop,,1972,,(802) 223-8000,10,anniec@hungermountain.coop,Japanese,$$
42730,bbf0d6f52b8c6155,Ino Japanese Restaurant,,1920 N Coit Rd,Richardson,TX,75080,United States,Tamako,Ino,Owner,Owner,,,,,(972) 889-3200,1,,Japanese,$$
42739,d37c4395e740b1d0,Sakura,"Mon-Sat 11am-2pm 4:30pm-9pm, Sun Closed",595 Hillsboro Rd,Franklin,TN,37064,United States,Peter,Hua,Partner,Owner,,,1997,,(615) 591-1020,2,info@sakurafranklintn.com,Japanese,$$
42750,d1ea97c0ad87565c,Sides To Go Bbq,,9828 Valley View Rd,Macedonia,OH,44056,United States,Andrea,Chisholm,,,,,,,(330) 908-0322,1,,Southern; Cajun,$
42762,d1f503f226eb3520,Ko Ko Sushi,"Mon-Sat 11am-9pm, Sun 11am-8pm",50 Christie Pl,Scarsdale,NY,10583,United States,Jay,Kim,Owner,Owner,,,2005,,(914) 713-7292,1,,Japanese,$
42765,ce2e3c903ea448f1,Yoshi Japanese Restaurant,"Mon Closed, Tue-Fri 11am-2pm 4:30pm-8pm, Sat 4:30pm-8pm, Sun 11am-2pm",1510 Blue Ridge Blvd,Seneca,SC,29672,United States,Crystal,Tran,Owner,Owner,,,2005,,(864) 888-5088,1,,Japanese,$$
42767,cc644459ecb84a87,Douska,,63 Delancey St,New York,NY,10002,United States,Supitchaya,Hongkittiyanon,Waitress/Runner,Front of the House,,,,,(646) 657-0908,1,,Japanese,$$
42777,db0c7aec3d8eb1a6,Taiwanese Gourmet,Daily 11am-10pm,84-02 Broadway,Elmhurst,NY,11373,United States,David,Ling,President,General,,,,,(718) 429-4818,1,,Taiwanese,$$
42812,d447e108d2a15b38,Miyako Restaurant,"Mon-Fri 11am-3pm 4pm-8:30pm, Sat Noon-3pm 4:30am-8pm, Sun Closed",1835 Columbia Blvd,St Helens,OR,97051,United States,Juan,Morales,Manager,General,,,2004,,(503) 397-9701,2,,Japanese,$$
42818,d655feec3368b32c,Frenasia,"Mon-Thu 11:30am-10pm, Fri-Sat 11:30am-11pm, Sun Noon-10pm",163-35 Cross Bay Blvd,Howard Beach,NY,11414,United States,Lin,Xuan,Principal,Owner,,,2004,,(718) 322-7690,3,frenasiasushi@gmail.com,Japanese,$$
42820,d60d7a11115c9867,Ichiban Japanese Cuisine,,1020 Delta Ave,Cincinnati,OH,45208,United States,Jason,Druso,Principal,Owner,,,2010,,(513) 321-8686,1,,Japanese,$$
42831,d023ce7f47e04975,Win Wah,"Mon 11am-9pm, Tue Closed, Wed-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun Noon-9:30pm",106 Fayette St,Conshohocken,PA,19428,United States,Tony,Chui,Owner,Owner,,,1982,,(610) 825-9485,2,winwahconshy@hotmail.com,Japanese; Chinese,$
42839,d0aa4183695a6a1f,Sushi of Gari 46,"Mon Closed, Tue-Sat 5pm-9:45pm, Sun Closed",347 W 46th St,New York,NY,10036,United States,Masatoshi,Sugio,Principal,Owner,,,2008,,(212) 957-0046,4,info@sushiofgari.com,Japanese,$$$$
42849,e1fbe653d4048066,Phnom Penh Restaurant,"Mon Closed, Tue-Sat 11am-2pm 4am-8pm, Sun Closed",1010 N Minnesota Ave,Sioux Falls,SD,57104,United States,Suyet,Ouch,President,General,,,2012,,(605) 332-3935,3,phnompenhsiouxfalls@gmail.com,Vietnamese; Chinese,$$
42850,df37a2801d9218aa,Doma Land + Sea,"Mon-Thu Closed, Fri-Sat 10pm-3am, Sun Closed",490 Chestnut St,Cedarhurst,NY,11516,United States,Oscar,Martinez,Executive Chef,Back of the House,,,2017,,(516) 881-7712,5,domalandsea@gmail.com,Japanese,$$$$
42863,e29dad1573106893,Yamato,"Mon 11am-9pm, Tue Closed, Wed-Sun 11am-9pm",1210 W Reelfoot Ave,Union City,TN,38261,United States,Lin,Rong,Principal,Owner,,,2011,,(731) 886-1118,3,,Japanese,$$
42879,e890061a1f7ea16a,Crab House,"Mon-Thu 2pm-10pm, Fri 2pm-10:30pm, Sat 12:30pm-10:30pm, Sun 12:30pm-10pm",135 E 55th St,New York,NY,10022,United States,David,Njuguna,Manager,General,,,,,(212) 933-0264,1,writesam2008@gmail.com,Caribbean; Cajun,$$$$
42890,e9b5f9ff7e2e1da6,Social House Seven,"Mon Closed, Tue 5pm-9pm, Wed-Thu 5pm-10pm, Fri-Sat 5pm-11pm, Sun 3pm-8pm",123 7th St,Pittsburgh,PA,15222,United States,Andrea,Figuly,Restaurant General Manager,Operations,,,,,(412) 586-4130,5,info@socialhouse7.com,Japanese,$$$
42893,e97d2d5a906de56e,Chang Pai,Daily Noon-10pm,166-12 Hillside Ave,Jamaica,NY,11432,United States,Mohamad,Islam,Executive,,,,2012,,(718) 291-8222,2,admin@changpaichinese.com,Chinese; Thai,$$
42907,ea13f943e0fb3248,Kanpai Sushi Bar & Fusion,"Mon 4:30pm-9:30pm, Tue-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",2166 S Highland Ave,Jackson,TN,38301,United States,Ching,Chan,Principal,Owner,,,2014,,(731) 423-1512,3,kanpaijackson@yahoo.com,Japanese,$$
42924,ea3502b1027cb731,Ed Youngs Chinese Restaurant,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun Noon-10pm",107 Hempstead Tpke,Farmingdale,NY,11735,United States,Ed,Young,President,General,,,2000,,(516) 420-9763,2,,Japanese; Chinese,$$
42928,eb4636f75d9bf67d,Asura Asian Bistro,,235 W 35th St,New York,NY,10001,United States,Lee,Wilson,Principal,Owner,,,2013,,(212) 629-9888,1,,Japanese; Chinese; Thai,$$$
42929,eb8f97bb8dddba58,Soba,"Mon-Thu 4:30pm-9pm, Fri-Sat 4:30pm-10pm, Sun 4:30pm-9pm",5847 Ellsworth Ave,Pittsburgh,PA,15232,United States,Richard,Baron,President,General,,,1996,,(412) 362-5656,7,soba@bigburrito.com,Korean; Japanese,$$$
42942,f585c63e95d48bae,Sushi By The Heights,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun Noon-10pm",1111 Studewood St,Houston,TX,77008,United States,Christ,Constantine,Executive Chef,Back of the House,,,,,(713) 993-6404,1,,Japanese,$$
42956,f9d0ce27875b33f6,Bentoz Teriyaki,"Mon-Fri 11am-7:30pm, Sat 11am-7pm, Sun Closed",9107 SW Barbur Blvd,Portland,OR,97219,United States,Sonny,Park,Owner,Owner,,,1993,,(503) 245-7152,2,,Japanese,$
42978,f0eec39709c7068c,Tokyo Japanese Restaurant,,205 S Logan Blvd,Burnham,PA,17009,United States,Lin,Shuzsean,Manager,General,,,2013,,(717) 242-0888,2,670162738@qq.com,Japanese,$$
42984,f2a4060d8e76b630,Ten Prime Steak,"Mon-Sat 4:30am-10pm, Sun Closed",55 Pine St,Providence,RI,2903,United States,John,Elkhay,Owner,Owner,,,2001,,(401) 453-2333,7,info@tenprimesteakandsushi.com,Japanese,$$$
42990,fcb8433a7c6ad8e3,Misoya Bistro,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",235 Theater Aly,Medford,OR,97501,United States,Daniele,Martin,Principal,Owner,,,2010,,(541) 772-4120,1,khall1915@live.com,Korean; Japanese,$$
42991,fccdaa7c85b45aba,Smashin Crab,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm",8910 Bandera Rd,San Antonio,TX,78250,United States,Jamal,Pratt,Chief Executive Officer President Owner,Owner,jpratt@smashincrab.com,,2017,,(210) 509-7702,10,dsevilla@smashincrab.com,Southern; Cajun,$$
