Snowball Map,Restaurant Name,Address,City,Zipcode,State,Phone,List
93700,T4 - WALNUT CREEK,1815 YGNACIO VALLEY RD STE G,WALNUT CREEK,94598-3205,CA,9258914199,Old List
93702,T4 STORY ROAD,969 STORY RD UNIT 6081,SAN JOSE,95122-4601,CA,4088167213,Old List
93704,T4 WEST SACRAMENTO,767 IKEA CT STE 128,WEST SACRAMENTO,95605-1669,CA,9165720099,Old List
93706,TA-KE SUSHI AND GRILL,1421 N ORANGE AVE,ORLANDO,32804-6410,FL,4078261964,Old List
93708,TABA TABA CHINA BISTRO,20 S SANTA CRUZ AVE STE 204,LOS GATOS,95030-6827,CA,4083952489,Old List
93710,TABLA INDIAN RESTAURANT LAKE NONA,9971 TAGORE PL STE 9,ORLANDO,32827-7702,FL,4077432846,Old List
93712,TABLE 45,9801 CARNEGIE AVE,CLEVELAND,44106-2100,OH,2167074045,Old List
93714,TAC QUICK,1011 W IRVING PARK RD,CHICAGO,60613-2913,IL,7733275253,Old List
93716,TACOS IN THE TOWE,1860 N WILLOW AVE,RIALTO,92376-2760,CA,9092658818,Old List
93718,TACOS KISSI RESTAURANT,5004 N RAUL LONGORIA RD,SAN JUAN,78589-9699,TX,9567819000,Old List
93720,TACOS VS SUSHI,1320 US 51 N,RIPLEY,38063,TN,7314192339,Old List
93722,TADASHI,12820 HILL COUNTRY BLVD STE E-105,BEE CAVE,78738-6968,TX,5122633200,Old List
93724,TAHOE CHINESE RESTAURANT,6484 MIRABEL RD,FORESTVILLE,95436-8518,CA,707889772,Old List
93726,TAI CHI BUBBLE TEA,1367 MOUNT HOPE AVE,ROCHESTER,14620-3923,NY,5854480220,Old List
93728,TAI CHI BUBBLE TEA,572 RITCHIE HWY STE A,SEVERNA PARK,21146-2966,MD,4104322948,Old List
93730,TAI HO JAPANESE STEAK SEAFOOD & SUSHI,125 E MERRITT ISLAND CSWY,MERRITT ISLAND,32952-3699,FL,3214538013,Old List
93732,TAI PAN HOUSE,8031 ARCHIBALD AVE,RANCHO CUCAMONGA,91730-2893,CA,9099892223,Old List
93734,TAI SAN,2811 TELEGRAPH AVE,BERKELEY,94705-1118,CA,510846806,Old List
93736,TAI TUNG EXPRESS,1100 S JACKSON RD,MCALLEN,78503-1635,TX,9566862929,Old List
93738,TAICHI BUBBLE TEA,1606 MILITARY RD,NIAGARA FALLS,14304-1734,NY,7165243000,Old List
93740,TAICHI BUBBLE TEA,2568 SOLOMONS ISLAND RD,ANNAPOLIS,21401-3710,MD,4434585267,Old List
93742,TAICHI BUBBLE TEA,1820 GUNBARREL RD STE 500,CHATTANOOGA,37421-7181,TN,4235413000,Old List
93744,TAICHI BUBBLE TEA CHICAGO,6800 N SHERIDAN RD,CHICAGO,60626-3812,IL,7736543318,Old List
93746,TAILAI KITCHEN,990 THOMAS S BOYLAND ST,BROOKLYN,11212-4864,NY,7184987787,Old List
93748,TAIPEI 101,811 KINGSWOOD DR,CARY,27513-4623,NC,9193885885,Old List
93750,TAIPEI RESTAURANT,18802 STONE OAK PKWY,SAN ANTONIO,78258-4113,TX,2104033316,Old List
93752,TAIPEI TOKYO VILLAGE,1596 ROCKVILLE PIKE UNIT A,ROCKVILLE,20852-5609,MD,3018818533,Old List
93754,TAIRYOU,5953 BUFORD HWY NE,DORAVILLE,30340-1375,GA,7706964516,Old List
93756,TAISHI HAINAN CHICKEN,1000 TORRANCE BLVD STE B,REDONDO BEACH,90277-3598,CA,3107925185,Old List
93758,TAIWAN DELI,4350 SPRING MOUNTAIN RD STE 116,LAS VEGAS,89102-8737,NV,7022223435,Old List
93760,Taiwan Garden Restaurant,2171 IVY RD STE 9,CHARLOTTESVLE,22903-1745,VA,4342950081,Old List
93762,TAIZZI SUSHI - MEMORIAL,14092 MEMORIAL DR,HOUSTON,77079-6848,TX,8324378780,Old List
93764,TAK YEE PRODUCTS,4477 COUNTY ROAD J,STEVENS POINT,54482-9749,WI,7153441123,Old List
93766,TAKA JAPANESE RESTAURANT,787 HAMBURG TPKE,WAYNE,07470-8416,NJ,9736969559,Old List
93768,TAKAI BY KASHIBA,180 BELLEVUE WAY NE,BELLEVUE,98004-5914,WA,4255027259,Old List
93770,Takao,11656 SAN VICENTE BLVD,LOS ANGELES,90049-5104,CA,3102078636,Old List
93772,TAKARA,309 E LAKESIDE AVE,COEUR D ALENE,83814-2834,ID,2087717233,Old List
93774,TAKARA JAPANESE STEAKHOUSE,1610 STATE ROUTE 35 S,OAKHURST,07755-2962,NJ,7326631899,Old List
93776,TAKARA SUSHI & ASIAN BISTRO,15830 SOUTHWEST FWY STE 100,SUGAR LAND,77478-4060,TX,8329398983,Old List
93778,TAKASHIN,641 N PALM CANYON DR,PALM SPRINGS,92262-5541,CA,7606005806,Old List
93780,TAKE JAPANESE RESTAURANT,7818 W IRLO BRONSON HWY,KISSIMMEE,34747-1735,FL,4073900333,Old List
93782,TAKEE OUTEE,2436 FRANKLIN RD,BLOOMFIELD HILLS,48302-0335,MI,2483351228,Old List
93784,TAKEYA JAPANESE STEAK HOUSE,220 WILLIAMSON BLVD,ORMOND BEACH,32174-8257,FL,3866157600,Old List
93786,TAKO HIBACHI SUSHI,509 SPARTA ST,MCMINNVILLE,37110-2652,TN,9314144455,Old List
93788,TAKOHACHI,"14215 CENTREVILLE SQ, STE S",CENTREVILLE,20121,VA,5716552225,Old List
93790,Taku Japanese Steak House,1540 E BOULEVARD,KOKOMO,46902-2576,IN,7654504166,Old List
93792,TAKUMI,1601 CONCORD PIKE STE 59,WILMINGTON,19803-3623,DE,3026588887,Old List
93794,TAKUMI TEPPANYAKI,1465 W 5TH ST,OXNARD,93030-6501,CA,8057936744,Old List
93796,TALAY CHICAGO,1222 W MADISON ST,CHICAGO,60607-2044,IL,3127330812,Old List
93798,TAMIKO JAPANESE RESTAURANT,1789 N EASTMAN RD,KINGSPORT,37664-2309,TN,4233920164,Old List
93800,TAMON TEA,2055 A CENTER ST,BERKELEY,94704-1264,CA,5106479370,Old List
93802,TANAKA KATSU SANDWICHES,678 SW 12TH AVE,PORTLAND,97205-2250,OR,5039143326,Old List
93804,TANG BAR,"3251 20TH AVE, LEVEL 2",SAN FRANCISCO,94132-1900,CA,6282709876,Old List
93806,TANG ZI ZHONG,306 SAINT NICHOLAS AVE,NEW YORK,10027-4322,NY,2128645179,Old List
93808,TANUKI IZAKAYA,5266 UNIVERSITY WAY NE,SEATTLE,98105-3519,WA,2067086852,Old List
93810,TAO ROLL AND PANCAKE,9889 BELLAIRE BLVD # E207,HOUSTON,77036-3499,TX,6315528880,Old List
93812,TAO YUEN PASTRY,816 FRANKLIN ST,OAKLAND,94607-4202,CA,5108349200,Old List
93814,TAONE ASIAN FUSION,4095 S STATE ROAD 7,LAKE WORTH,33449-8185,FL,5614335108,Old List
93816,TAPAN WOK,1350 N PRESTON RD STE 30,PROSPER,75078-9829,TX,9723479810,Old List
93818,TAPIOCA HOUSE,1906 GUADALUPE ST,AUSTIN,78705-5607,TX,5124829880,Old List
93820,TAPPAN JAPANESE AND KOREAN CUISINE,205 OAK TREE RD,TAPPAN,10983-2815,NY,8453985808,Old List
93822,TAQUERIA Y MARISCOS COSTA ALEGRE,3060 MONTEREY HWY,SAN JOSE,95111-3203,CA,6692109250,Old List
93824,TARAGÇÖS CAJUN COOKING,1304 15TH ST,HUNTSVILLE,77340-4428,TX,9366681299,Old List
93826,TASTE & SEE SUSHI HIBACHI,3260 HIGHLAND RD,BATON ROUGE,70802-7982,LA,2253830999,Old List
93828,TASTE IT CREOLE CUISINE,345 HIGH ST,BURLINGTON,08016-4441,NJ,6092390027,Old List
93830,Taste Of Asia,4413 S TAMIAMI TRL,SARASOTA,34231-3453,FL,9419232742,Old List
93832,TASTE OF ASIA,321C EDEN RD,LANCASTER,17601-4265,PA,7179703986,Old List
93834,TASTE OF ASIA,300 W BITTERS RD STE 120,SAN ANTONIO,78216-1676,TX,2104995572,Old List
93836,TASTE OF BURMA,2025 GELLERT BLVD STE 200-201,DALY CITY,94015-2802,CA,6504491378,Old List
93838,Taste Of China,1659 BRANHAM LN STE I,SAN JOSE,95118-2291,CA,4084483748,Old List
93840,TASTE OF CHINA,14460 FALLS OF NEUSE RD STE 177,RALEIGH,27614-8298,NC,9194883737,Old List
93842,TASTE OF CHINA,500 MCBRIDE AVE STE D,WOODLAND PARK,07424-2898,NJ,9735238805,Old List
93844,TASTE OF CHINA,11598 STATE ROUTE 41,WEST UNION,45693-9434,OH,9375444068,Old List
93846,TASTE OF CHINA,3330 S CRATER RD STE 11,PETERSBURG,23805-9277,VA,8048631233,Old List
93848,TASTE OF CHINA,443 KINGS HWY,BROOKLYN,11223-1718,NY,7183762111,Old List
93850,TASTE OF CHINA,2001 COIT RD STE 137D,PLANO,75075-3702,TX,9725960950,Old List
93852,TASTE OF CHINA,18457 COLIMA RD STE G,ROWLAND HEIGHTS,91748-5817,CA,6264000397,Old List
93854,TASTE OF CHINA CHINESE KITCHEN,1853 NOSTRAND AVE,BROOKLYN,11226-7922,NY,7189416965,Old List
93856,TASTE OF D LIGHT ON THE GO,3415 AR-5,BRYANT,72002,AR,5018473580,Old List
93858,TASTE OF INDIA,427 3RD ST,NIAGARA FALLS,14301-1505,NY,7162828282,Old List
93860,TASTE OF SOUL EGG ROLL,4605 SE 29TH ST,OKLAHOMA CITY,73115-3428,OK,4056775820,Old List
93862,Taste Of Tokyo,1972 ORMOND BLVD STE E,DESTREHAN,70047-3812,LA,9857641818,Old List
93864,TASTE SUSHI BAR-ASIAN CUISINE,4860 NW 39TH AVE STE C,GAINESVILLE,32606-7234,FL,3523728686,Old List
93866,TASTEA GRILL HAWAIIAN BBQ & GRILL,1392 E PALOMAR ST STE 305,CHULA VISTA,91913-1894,CA,6192160608,Old List
93868,TASTY ASIA,1126 2ND AVE S,MOORHEAD,56560-2983,MN,2182330608,Old List
93870,TASTY ASIAN KITCHEN,5115 N DYSART RD STE 210,LITCHFIELD PK,85340-3052,AZ,6235358922,Old List
93872,TASTY BOX DIM SUM,2839 S DIAMOND BAR BLVD,DIAMOND BAR,91765-3475,CA,9093969217,Old List
93874,TASTY CARRY OUT,4810 MARLBORO PIKE,CAPITOL HGTS,20743-5281,MD,3019670900,Old List
93876,TASTY CHINA,9493 TELEPHONE RD STE 104,VENTURA,93004-2686,CA,8056590088,Old List
93878,TASTY CRAB HOUSE -- FLORENCE,104 WOODY JONES BLVD STE A,FLORENCE,29501-7429,SC,8437991926,Old List
93880,TASTY DUMPLINGS,351 MARKET ST,LOWELL,01852-3840,MA,9784552147,Old List
93882,TASTY GOODY,2000 LONG BEACH BLVD STE B,LONG BEACH,90806-4973,CA,562216986,Old List
93884,TASTY GRILL,1500 E MARKET ST STE G,GREENSBORO,27401-3284,NC,3363780500,Old List
93886,TASTY HOUSE,253 AVENUE U,BROOKLYN,11223-3822,NY,7183720006,Old List
93888,TASTY KING,4436 SLAUSON AVE,MAYWOOD,90270-2932,CA,3237712237,Old List
93890,TASTY PHO AND CRAWFISH BAR,7741 TYLERS PLACE BLVD,WEST CHESTER,45069-4684,OH,5137775757,Old List
93892,TASTY POT,131 W SPRING CREEK PKWY UNIT E,PLANO,75023-4618,TX,2145012222,Old List
93894,TASTY POT,66 S DOBSON RD STE 148,MESA,85202-1181,AZ,4808096780,Old List
93896,TASTY POT,9379 MIRA MESA BLVD,SAN DIEGO,92126-4816,CA,8584927939,Old List
93898,TASTY POT,815 CLEMENT ST,SAN FRANCISCO,94118-2200,CA,4156663888,Old List
93900,TASTY POT,2115 KITTREDGE ST,BERKELEY,94704-1413,CA,5108981202,Old List
93902,TASTY POT,8461 ELK GROVE BLVD,ELK GROVE,95758-9573,CA,9168961916,Old List
93904,TASTY POT,13227 SW CANYON RD STE B,BEAVERTON,97005-4623,OR,5033529381,Old List
93906,TASTY WOK,5999 S POINTE BLVD STE 103,FORT MYERS,33919-3274,FL,2394157882,Old List
93908,TASU EXPRESS ASIAN GRILL AND POKE,3307 WATKINS RD,DURHAM,27707-3350,NC,9848885888,Old List
93910,TATOOSH GRILL,5700 PACIFIC HWY E FL 3,FIFE,98424-2515,WA,2535947777,Old List
93912,TAVERN AT BOWN CROSSING,3111 S BOWN WAY,BOISE,83706-5400,ID,2083452277,Old List
93914,TAYDO VIETNAMESE & CHINESE RESTAURANT,11725 SNOW RD,PARMA,44130-1019,OH,4408420392,Old List
93916,TC PASTRY,67 SAINT FRANCIS SQ,DALY CITY,94015-4014,CA,6507558612,Old List
93918,TE MIN QUAN,270 BROAD AVE,PALISADES PK,07650-1573,NJ,2015928993,Old List
93920,TEA ALLEY,40 S 1ST ST,SAN JOSE,95113-2425,CA,4082179486,Old List
93922,Tea Cafe,2 TARBELL ST STE 1,PEPPERELL,01463-1761,MA,9784331888,Old List
93924,TEA GARDEN,2500 E BELTLINE AVE SE STE H,GRAND RAPIDS,49546-5987,MI,6165759196,Old List
93926,TEA GARDEN,12755 S MUR LEN RD STE B4,OLATHE,66062-5444,KS,9133970057,Old List
93928,TEA GARDEN RESTAURANT,184 N MAIN ST,CONCORD,03301-5065,NH,6032284420,Old List
93930,TEA GARDEN RESTAURANT,110 S 4TH ST,YAKIMA,98901-2902,WA,5092485565,Old List
93932,TEA HOUSE,8012 SOUTH TACOMA WAY STE 34D,LAKEWOOD,98499-4594,WA,2535817401,Old List
93934,TEA PALACE RESTAURANT,46 E DUNLAP DR,PUEBLO,81007-1618,CO,7195478288,Old List
93936,TEA PLUS,2421 THE ALAMEDA STE 101,SANTA CLARA,95050-6037,CA,4083202017,Old List
93938,TEA POT CHINESE CAFE,6459 HIGHWAY 42,ATLANTA,30303,GA,7703895795,Old List
93940,TEA SHOP & BAKERY,6109 UTOPIA PKWY STE 1,FRESH MEADOWS,11365-2169,NY,7188866889,Old List
93942,TEA SPOT CAFE,4300 GREAT AMERICA PKWY STE 100,SANTA CLARA,95054-1231,CA,4085640299,Old List
93944,TEA STATION,1425 W ARTESIA BLVD STE 19,GARDENA,90248-3229,CA,3108198441,Old List
93946,TEA STREET,4090 E MISSISSIPPI AVE,DENVER,80246-3041,CO,7208638636,Old List
93948,TEA TIME EXPRESS,430 N MCKINLEY ST STE 99 RANCH MARKET,CORONA,92879-1291,CA,9518084000,Old List
93950,TEADEN CHINESE RESTAURANT,569 OAKLAND AVE,HELENA,72342-1616,AR,8703388949,Old List
93952,TEALICIOUS,1155 S DIAMOND BAR BLVD STE C,DIAMOND BAR,91765-2235,CA,9098608252,Old List
93954,TEASE SOUTHERN KITCHEN & CATERING,211 G ST,ANTIOCH,94509-1252,CA,9254812068,Old List
93956,TEE WAYNE'S,39087 HIGHWAY 621,GONZALES,70737-6370,LA,2256443663,Old List
93958,TEE-JAY THAI SUSHI - WILTON MANORS,2254 WILTON DR,WILTON MANORS,33305-2132,FL,9545377774,Old List
93960,TEGRY BISTRO,1521 N GREEN ST STE A,BROWNSBURG,46112-9138,IN,3178589505,Old List
93962,Temple House,6278 MACK RD,SACRAMENTO,95823-4647,CA,9163913888,Old List
93964,TEMPTATIONS CREOLE CUISINE,628 W LANCASTER BLVD,LANCASTER,93534-3108,CA,6619518809,Old List
93966,TEN RAMEN,3324 W 6TH ST STE A,LOS ANGELES,90020-5607,CA,2139085823,Old List
93968,TEN REN'S TEA TIME,1330 FULLERTON RD STE 102,CITY OF INDUSTRY,91748-1200,CA,6265817700,Old List
93970,TEN REN'S TEA TIME,20311 VALLEY BLVD STE E,WALNUT,91789-2658,CA,9094685678,Old List
93972,TEN REN'S TEA TIME,13394 LIMONITE AVE STE B140,EASTVALE,92880-7272,CA,9514071455,Old List
93974,TEN SUSHI + COCKTAIL BAR,4200 WESTHEIMER RD,HOUSTON,77027-4415,TX,2818849669,Old List
93976,TEN SUSHI JAPANESE RESTAURANT,16362 COUNTY ROAD 30,MAPLE GROVE,55311-1207,MN,7637105522,Old List
93978,Ten Zan Japanese Restaurant,7116 18TH AVE,BROOKLYN,11204-5203,NY,7186213239,Old List
93980,TENG'S RESTAURANT,2936 HEMPSTEAD TPKE,LEVITTOWN,11756-1343,NY,5163960831,Old List
93982,TENGOKU,2603 WINDMILL PKWY,HENDERSON,89074-3384,NV,7022635596,Old List
93984,TENKATORI SAWTELLE,2130 SAWTELLE BLVD STE 210B,LOS ANGELES,90025-6267,CA,3106061002,Old List
93986,TENKO RAMEN,625 HAYS ST,SAN ANTONIO,78202-1929,TX,2102672996,Old List
93988,TENYA JAPANESE EATERY,2064 N DECATUR RD,DECATUR,30033-5306,GA,6787231388,Old List
93990,TENZAN,7117 18TH AVE,BROOKLYN,11204-5204,NY,7186213238,Old List
93992,TEPPAN EXPRESS,3800 US HIGHWAY 98 N STE 660,LAKELAND,33809-3828,FL,8638597160,Old List
93994,TEPPANYAKI BUFFET,1258 RT 22,PHILLIPSBURG,8865,NJ,9084548789,Old List
93996,TEPPANYAKI GRILL AND BUFFET,1700 RALEIGH RD NW STE 114,WILSON,27896-2093,NC,2522349000,Old List
93998,TERESA'S OSAKA ASIAN BISTRO,1801 ROUTE 37 E,TOMS RIVER,08753-7165,NJ,7329293900,Old List
94000,TERI & YAKI,229 N LAKE AVE,PASADENA,91101-1828,CA,6268444554,Old List
94002,TERI TERI JAPANESE RESTAURANT,7308 BERGENLINE AVE,NORTH BERGEN,07047-5437,NJ,2018698374,Old List
94004,TERI'S PLACE,2140 ARTESIA BLVD STE D,TORRANCE,90504-3046,CA,3103272006,Old List
94006,TERIYAKI & BBQ HOUSE,8012 SOUTH TACOMA WAY,LAKEWOOD,98499-4500,WA,2535899653,Old List
94008,TERIYAKI & MORE,5120 E LA PALMA AVE STE 101,ANAHEIM,92807-2082,CA,7147778302,Old List
94010,TERIYAKI & SUSHI,13544 WATERFORD PL,MIDLOTHIAN,23112-3928,VA,8047633245,Old List
94012,TERIYAKI BENTO,3854 S MILITARY LAKE WORTH TRAIL,LAKE WORTH,33463,FL,5612007655,Old List
94014,TERIYAKI BOWL,229 W GENERAL SCREVEN WAY STE L,HINESVILLE,31313-3036,GA,9123693818,Old List
94016,TERIYAKI BOY,110 ROCKINGHAM ROW STE B,PRINCETON,08540-5768,NJ,6097340900,Old List
94018,TERIYAKI BOYS,801 BASS PRO DR,ALTOONA,50009-8601,IA,5159570879,Old List
94020,TERIYAKI CHICKEN BOWL,4700 MENAUL BLVD NE,ALBUQUERQUE,87110-3038,NM,5058831919,Old List
94022,TERIYAKI CHICKEN BOWL,473 STONY POINT RD,SANTA ROSA,95401-5969,CA,7075780416,Old List
94024,TERIYAKI DINER,303 91ST AVE NE STE A102,LAKE STEVENS,98258-2540,WA,4253349008,Old List
94026,TERIYAKI EXPRESS,14416 SATURN WAY,BOYDS,20841-4010,MD,2409126132,Old List
94028,TERIYAKI EXPRESS,736 BROOKWOOD VLG,HOMEWOOD,35209-4549,AL,2058707260,Old List
94030,TERIYAKI EXPRESS,3226 CLARK AVE,CLEVELAND,44109-1148,OH,2169386000,Old List
94032,TERIYAKI EXPRESS,15969 SW 72ND AVE,PORTLAND,97224-7960,OR,5035980914,Old List
94034,TERIYAKI GRILL,5567 W HIGH MARKET DR STE K500,WEST VALLEY CITY,84120-1347,UT,3859004806,Old List
94036,TERIYAKI GRILL,380 THIRD AVE STE B,CHULA VISTA,91910-3995,CA,6195851789,Old List
94038,TERIYAKI GRILL - LEHI,3370 N DIGITAL DR,LEHI,84043-6700,UT,8013318638,Old List
94040,TERIYAKI GRILL SPANISH FORK,413 E 1000 N,SPANISH FORK,84660-1242,UT,8017986900,Old List
94042,Teriyaki House,1040 STEVENSON AVE STE I,ENUMCLAW,98022-2991,WA,3608020535,Old List
94044,TERIYAKI HOUSE,18420 HORACE HARDING EXPY,FLUSHING,11365-2124,NY,7183218800,Old List
94046,TERIYAKI HOUSE,3336 N TEXAS ST STE G,FAIRFIELD,94533-9761,CA,7074262626,Old List
94048,TERIYAKI HOUSE LLC,84 WESTLAKE RD STE 107,HARDY,24101-3963,VA,5403462110,Old List
94050,TERIYAKI MADNESS,8547 E ARAPAHOE RD UNIT F,GREENWOOD VLG,80112-1430,CO,3037715280,Old List
94052,TERIYAKI MADNESS,137 HALSEY ST,NEWARK,07102-2910,NJ,9739911247,Old List
94054,TERIYAKI MADNESS,4635 HIGH POINTE BLVD,HARRISBURG,17111-2460,PA,7175590692,Old List
94056,TERIYAKI MADNESS,725 S TROOPER RD STE C,AUDUBON,19403-2310,PA,4842311739,Old List
94058,TERIYAKI MADNESS,190 E GRAFTON RD,FAIRMONT,26554-4699,WV,6814045374,Old List
94060,TERIYAKI MADNESS,441 E MITCHELL HAMMOCK RD STE 1101,OVIEDO,32765-4810,FL,4075425645,Old List
94062,TERIYAKI MADNESS,8343 W FLAGLER ST,MIAMI,33144-2072,FL,7863912840,Old List
94064,TERIYAKI MADNESS,5073 N DIXIE HWY,OAKLAND PARK,33334-4000,FL,9545415867,Old List
94066,TERIYAKI MADNESS,23894 US HIGHWAY 19 N STE 30,CLEARWATER,33765-1527,FL,7274085558,Old List
94068,TERIYAKI MADNESS,7216 BAILEY COVE RD SE STE 300,HUNTSVILLE,35802-2870,AL,2562137966,Old List
94070,TERIYAKI MADNESS,833 POLARIS PKWY,WESTERVILLE,43082-7509,OH,6143922171,Old List
94072,TERIYAKI MADNESS,2502 CALUMET AVE STE 1,VALPARAISO,46383-2716,IN,2195105218,Old List
94074,TERIYAKI MADNESS,3282 MILLER RD,FLINT,48507,MI,8103396476,Old List
94076,TERIYAKI MADNESS,2823 3RD AVE S,FORT DODGE,50501,IA,5152061179,Old List
94078,TERIYAKI MADNESS,920 S MOORLAND RD STE 300,BROOKFIELD,53005-7067,WI,2625055959,Old List
94080,TERIYAKI MADNESS,5730 S 108TH ST,HALES CORNERS,53130-1911,WI,4143778050,Old List
94082,TERIYAKI MADNESS,420 S BARSTOW ST STE 4,EAU CLAIRE,54701-3676,WI,7155140082,Old List
94084,TERIYAKI MADNESS,6409 GRAND AVE STE B1,GURNEE,60031-5261,IL,2246565282,Old List
94086,TERIYAKI MADNESS,1840 W MAIN ST,ST CHARLES,60174-1634,IL,6309402141,Old List
94088,TERIYAKI MADNESS,6725 SIEGEN LN,BATON ROUGE,70809-4589,LA,2254086098,Old List
94090,TERIYAKI MADNESS,5910 SE 15TH ST STE 5,MIDWEST CITY,73110-2618,OK,4054553995,Old List
94092,TERIYAKI MADNESS,13410 BRIAR FOREST DR STE 192,HOUSTON,77077-2393,TX,8328773377,Old List
94094,TERIYAKI MADNESS,381 S LOOP 336 W STE 1100,CONROE,77304-3351,TX,9362672918,Old List
94096,TERIYAKI MADNESS,25705 KATY FWY STE 110,KATY,77494-1289,TX,3463558623,Old List
94098,TERIYAKI MADNESS,"2800 S INTERSTATE 35 FRONTAGE RD, STE 140",ROUND ROCK,78681,TX,7372128623,Old List
94100,TERIYAKI MADNESS,3500 YOUNGFIELD ST UNIT A,WHEAT RIDGE,80033-5287,CO,7205830280,Old List
94102,TERIYAKI MADNESS,1525 PARK CENTRAL DR STE 300,HIGHLANDS RANCH,80129-6697,CO,3039529391,Old List
94104,TERIYAKI MADNESS,1232 S HOVER ST STE C100,LONGMONT,80501-7917,CO,3035325232,Old List
94106,TERIYAKI MADNESS,4944 THOMPSON PKWY,JOHNSTOWN,80534-6425,CO,9706639154,Old List
94108,TERIYAKI MADNESS,1653 W ISLAND GREEN DR STE 130,MERIDIAN,83646-7158,ID,2088559026,Old List
94110,TERIYAKI MADNESS,2376 RED CLIFFS DR STE 502,ST GEORGE,84790-5833,UT,4352167946,Old List
94112,TERIYAKI MADNESS,14884 N PIMA RD STE 100,SCOTTSDALE,85260-3942,AZ,4803067604,Old List
94114,TERIYAKI MADNESS,16955 N 75TH AVE STE 115,PEORIA,85382-5022,AZ,6238784219,Old List
94116,TERIYAKI MADNESS,43 S STEPHANIE ST STE 160,HENDERSON,89012-6044,NV,7022288623,Old List
94118,TERIYAKI MADNESS,2548 WIGWAM PKWY STE 150,HENDERSON,89074-6409,NV,7028988623,Old List
94120,TERIYAKI MADNESS,8520 W WARM SPRINGS RD STE 102,LAS VEGAS,89113-3621,NV,7028788623,Old List
94122,TERIYAKI MADNESS,10300 W CHARLESTON BLVD STE 7,LAS VEGAS,89135-1038,NV,7024789964,Old List
94124,TERIYAKI MADNESS,1120 W 6TH ST UNIT 105,LOS ANGELES,90017-4905,CA,2132657290,Old List
94126,TERIYAKI MADNESS,2535 OTAY CENTER DR STE C,SAN DIEGO,92154-7612,CA,6193493544,Old List
94128,TERIYAKI MADNESS,2020 WYATT DR STE 120,SANTA CLARA,95054-1548,CA,4083525148,Old List
94130,TERIYAKI MADNESS,2680 NE HIGHWAY 20 STE 340,BEND,97701-6207,OR,5417970261,Old List
94132,TERIYAKI MADNESS,111 15TH AVE E,SEATTLE,98112-5209,WA,2063280144,Old List
94134,TERIYAKI MADNESS - SALINAS,1606 N MAIN ST STE G,SALINAS,93906-5102,CA,8312723196,Old List
94136,TERIYAKI OF JAPAN,33 LEGION ST,RINGGOLD,30736-2369,GA,7069521549,Old List
94138,TERIYAKI ONE,8801 QUEENS BLVD,ELMHURST,11373-4449,NY,7186852566,Old List
94140,TERIYAKI RESTAURANT,14225 HIGHWAY 105 E,CUT AND SHOOT,77306-5356,TX,2816161312,Old List
94142,TERIYAKI THAI ETC,109 S 65TH AVE STE 103,RIDGEFIELD,98642-3408,WA,3608879246,Old List
94144,TERIYAKI TOWN,20320 BALLINGER WAY NE,SHORELINE,98155-1146,WA,2063619088,Old List
94146,TERIYAKI WAY,"7939 LB TYSONS CORNER CTR, TYSONS CORNER MALL",MCLEAN,22102,VA,5716666895,Old List
94148,TERIYAKI YUMMY,16 EVERETT AVE STE B,CHELSEA,02150-2760,MA,6178893747,Old List
94150,TERRACOTTA RED,2820 HEWITT AVE,EVERETT,98201-3820,WA,NA,Old List
94152,TEXACO CHINESE FOOD TO GO,9068 FM 78,CONVERSE,78109-1201,TX,2106586704,Old List
94154,TEXAS CHICKEN AND RICE,6844 NAVIGATION BLVD,HOUSTON,77011-1453,TX,7139236888,Old List
94156,TEXAS FOREST FARM RESTAURANT,2001 COIT RD STE 163,PLANO,75075-3763,TX,4696618609,Old List
94158,TEXAS TORNADO GRILL,13102 KUYKENDAHL RD,HOUSTON,77090-6751,TX,8328182459,Old List
94160,THAI & CHINESE TAKE OUT,1357 KENDALL DR,SAN BERNARDINO,92407-4345,CA,9094730110,Old List
94162,THAI & OSAKA,1351 BOONE AVENUE EXT,KINGSLAND,31548-6514,GA,9124093833,Old List
94164,THAI 5 FAST FOOD,3424 S DALE MABRY HWY,TAMPA,33629-8638,FL,8133742153,Old List
94166,THAI 9 RESTAURANT,815 ROOSEVELT TRL,WINDHAM,04062-5402,ME,2078920999,Old List
94168,THAI AND CHINESE RESTAURANT,299 TEXAS 207,PANHANDLE,79068,TX,8065373087,Old List
94170,THAI AND PHO 66,3640 N ROCKWELL AVE,BETHANY,73008-3964,OK,4053677604,Old List
94172,THAI BASIL AND SUSHI ZEN,3330 COBB PKWY NW STE 316,ACWORTH,30101-8788,GA,7709758909,Old List
94174,THAI BOWL CUISINE,2210 THREE LAKES PKWY STE 140,TYLER,75703-0646,TX,9036305670,Old List
94176,THAI CHAIYO TUSTIN,17602 17TH ST STE 104,TUSTIN,92780-1961,CA,6572321064,Old List
94178,THAI CHILI,2101 N PINE ST,LUMBERTON,28358-3937,NC,9107393415,Old List
94180,THAI CHILI BISTRO,115 E 3RD ST,RIFLE,81650-2317,CO,9706258888,Old List
94182,THAI CHINESE FOOD IV,1431 W ROSAMOND BLVD STE 1,ROSAMOND,93560-7428,CA,6612564804,Old List
94184,THAI CONTINENTAL CUISINE,106 MARKET ST SE,ROANOKE,24011-1402,VA,5403428111,Old List
